"individualAdultID","lightWavelength","behaviorType","day","Value"
"13","white","Time_In_Transition_Zone",8,31.2
"13","white","Time_In_Transition_Zone",9,32.45
"13","white","Time_In_Transition_Zone",10,31.6
"14","white","Time_In_Transition_Zone",1,111.23
"14","white","Time_In_Transition_Zone",2,121.4
"14","white","Time_In_Transition_Zone",3,125.14
"14","white","Time_In_Transition_Zone",4,124.15
"14","white","Time_In_Transition_Zone",5,124.13
"14","white","Time_In_Transition_Zone",6,125.12
"14","white","Time_In_Transition_Zone",7,115.42
"14","white","Time_In_Transition_Zone",8,32.16
"14","white","Time_In_Transition_Zone",9,41.52
"14","white","Time_In_Transition_Zone",10,31.55
"15","white","Time_In_Transition_Zone",1,101.21
"15","white","Time_In_Transition_Zone",2,123.12
"15","white","Time_In_Transition_Zone",3,120.14
"15","white","Time_In_Transition_Zone",4,152.12
"15","white","Time_In_Transition_Zone",5,124.15
"15","white","Time_In_Transition_Zone",6,141.23
"15","white","Time_In_Transition_Zone",7,111.64
"15","white","Time_In_Transition_Zone",8,31.24
"15","white","Time_In_Transition_Zone",9,41
"15","white","Time_In_Transition_Zone",10,31.11
"1","white","Time_In_Center_Zone",1,143.16
"1","white","Time_In_Center_Zone",2,104.92
"1","white","Time_In_Center_Zone",3,158.88
"1","white","Time_In_Center_Zone",4,110.48
"1","white","Time_In_Center_Zone",5,145.74
"1","white","Time_In_Center_Zone",6,172.7
"1","white","Time_In_Center_Zone",7,127.65
"1","white","Time_In_Center_Zone",8,40.32
"1","white","Time_In_Center_Zone",9,53.76
"1","white","Time_In_Center_Zone",10,54.78
"2","white","Time_In_Center_Zone",1,128.3
"2","white","Time_In_Center_Zone",2,95.8
"2","white","Time_In_Center_Zone",3,129.61
"2","white","Time_In_Center_Zone",4,171.29
"2","white","Time_In_Center_Zone",5,175.76
"2","white","Time_In_Center_Zone",6,174.62
"2","white","Time_In_Center_Zone",7,165.73
"2","white","Time_In_Center_Zone",8,53.86
"2","white","Time_In_Center_Zone",9,65.72
"2","white","Time_In_Center_Zone",10,61.89
"3","white","Time_In_Center_Zone",1,94.72
"3","white","Time_In_Center_Zone",2,106.44
"3","white","Time_In_Center_Zone",3,92.52
"3","white","Time_In_Center_Zone",4,166.29
"3","white","Time_In_Center_Zone",5,152.59
"3","white","Time_In_Center_Zone",6,162.69
"3","white","Time_In_Center_Zone",7,169.76
"3","white","Time_In_Center_Zone",8,57.11
"3","white","Time_In_Center_Zone",9,58.57
"3","white","Time_In_Center_Zone",10,64.14
"4","white","Time_In_Center_Zone",1,130
"4","white","Time_In_Center_Zone",2,142.59
"4","white","Time_In_Center_Zone",3,159.34
"4","white","Time_In_Center_Zone",4,100.04
"4","white","Time_In_Center_Zone",5,149.53
"4","white","Time_In_Center_Zone",6,170.73
"4","white","Time_In_Center_Zone",7,154.71
"4","white","Time_In_Center_Zone",8,57.66
"4","white","Time_In_Center_Zone",9,66.55
"4","white","Time_In_Center_Zone",10,60.76
"5","white","Time_In_Center_Zone",1,107.6
"5","white","Time_In_Center_Zone",2,85.56
"5","white","Time_In_Center_Zone",3,136.45
"5","white","Time_In_Center_Zone",4,158.32
"5","white","Time_In_Center_Zone",5,156.86
"5","white","Time_In_Center_Zone",6,172.73
"5","white","Time_In_Center_Zone",7,122.52
"5","white","Time_In_Center_Zone",8,64.36
"5","white","Time_In_Center_Zone",9,36.64
"5","white","Time_In_Center_Zone",10,53.86
"6","white","Time_In_Center_Zone",1,155.7
"6","white","Time_In_Center_Zone",2,142.72
"6","white","Time_In_Center_Zone",3,131.54
"6","white","Time_In_Center_Zone",4,136.71
"6","white","Time_In_Center_Zone",5,157.78
"6","white","Time_In_Center_Zone",6,183.14
"6","white","Time_In_Center_Zone",7,155.67
"6","white","Time_In_Center_Zone",8,66.37
"6","white","Time_In_Center_Zone",9,67.66
"6","white","Time_In_Center_Zone",10,48.36
"7","white","Time_In_Center_Zone",1,157.76
"7","white","Time_In_Center_Zone",2,155.7
"7","white","Time_In_Center_Zone",3,141.43
"7","white","Time_In_Center_Zone",4,155.73
"7","white","Time_In_Center_Zone",5,134.73
"7","white","Time_In_Center_Zone",6,125.73
"7","white","Time_In_Center_Zone",7,185.76
"7","white","Time_In_Center_Zone",8,66.42
"7","white","Time_In_Center_Zone",9,67.22
"7","white","Time_In_Center_Zone",10,54.65
"8","white","Time_In_Center_Zone",1,156.32
"8","white","Time_In_Center_Zone",2,143.7
"8","white","Time_In_Center_Zone",3,116.53
"8","white","Time_In_Center_Zone",4,171.76
"8","white","Time_In_Center_Zone",5,163.43
"8","white","Time_In_Center_Zone",6,162.74
"8","white","Time_In_Center_Zone",7,170.62
"8","white","Time_In_Center_Zone",8,65.37
"8","white","Time_In_Center_Zone",9,66.37
"8","white","Time_In_Center_Zone",10,53.85
"9","white","Time_In_Center_Zone",1,176.74
"9","white","Time_In_Center_Zone",2,136.63
"9","white","Time_In_Center_Zone",3,133.88
"9","white","Time_In_Center_Zone",4,124.59
"9","white","Time_In_Center_Zone",5,166.68
"9","white","Time_In_Center_Zone",6,116.62
"9","white","Time_In_Center_Zone",7,113.72
"9","white","Time_In_Center_Zone",8,63.58
"9","white","Time_In_Center_Zone",9,56.73
"9","white","Time_In_Center_Zone",10,45.39
"10","white","Time_In_Center_Zone",1,166.71
"10","white","Time_In_Center_Zone",2,95.7
"10","white","Time_In_Center_Zone",3,142.68
"10","white","Time_In_Center_Zone",4,162.39
"10","white","Time_In_Center_Zone",5,159.53
"10","white","Time_In_Center_Zone",6,146.36
"10","white","Time_In_Center_Zone",7,96.65
"10","white","Time_In_Center_Zone",8,68.73
"10","white","Time_In_Center_Zone",9,44.62
"10","white","Time_In_Center_Zone",10,65.78
"11","white","Time_In_Center_Zone",1,169.73
"11","white","Time_In_Center_Zone",2,154.7
"11","white","Time_In_Center_Zone",3,172.59
"11","white","Time_In_Center_Zone",4,149.7
"11","white","Time_In_Center_Zone",5,157.73
"11","white","Time_In_Center_Zone",6,150.73
"11","white","Time_In_Center_Zone",7,174.73
"11","white","Time_In_Center_Zone",8,46.74
"11","white","Time_In_Center_Zone",9,41.76
"11","white","Time_In_Center_Zone",10,65.37
"12","white","Time_In_Center_Zone",1,168.65
"12","white","Time_In_Center_Zone",2,153.72
"12","white","Time_In_Center_Zone",3,146.73
"12","white","Time_In_Center_Zone",4,174.71
"12","white","Time_In_Center_Zone",5,127.73
"12","white","Time_In_Center_Zone",6,124.65
"12","white","Time_In_Center_Zone",7,132.7
"12","white","Time_In_Center_Zone",8,65.73
"12","white","Time_In_Center_Zone",9,45.62
"12","white","Time_In_Center_Zone",10,57.25
"13","white","Time_In_Center_Zone",1,138.65
"13","white","Time_In_Center_Zone",2,123.72
"13","white","Time_In_Center_Zone",3,164.73
"13","white","Time_In_Center_Zone",4,132.76
"13","white","Time_In_Center_Zone",5,145.76
"13","white","Time_In_Center_Zone",6,146.76
"13","white","Time_In_Center_Zone",7,141.73
"13","white","Time_In_Center_Zone",8,66.68
"13","white","Time_In_Center_Zone",9,46.52
"13","white","Time_In_Center_Zone",10,46.26
"14","white","Time_In_Center_Zone",1,173.53
"14","white","Time_In_Center_Zone",2,127.37
"14","white","Time_In_Center_Zone",3,164.65
"14","white","Time_In_Center_Zone",4,170.73
"14","white","Time_In_Center_Zone",5,160.75
"14","white","Time_In_Center_Zone",6,132.76
"14","white","Time_In_Center_Zone",7,163.56
"14","white","Time_In_Center_Zone",8,56.72
"14","white","Time_In_Center_Zone",9,57.25
"14","white","Time_In_Center_Zone",10,44.33
"15","white","Time_In_Center_Zone",1,176.67
"15","white","Time_In_Center_Zone",2,156.76
"15","white","Time_In_Center_Zone",3,167.74
"15","white","Time_In_Center_Zone",4,144.67
"15","white","Time_In_Center_Zone",5,151.7
"15","white","Time_In_Center_Zone",6,146.62
"15","white","Time_In_Center_Zone",7,183.24
"15","white","Time_In_Center_Zone",8,65.66
"15","white","Time_In_Center_Zone",9,54.88
"15","white","Time_In_Center_Zone",10,36.57
"1","365nm","Distance",1,3051.84
"1","365nm","Distance",2,3092.45
"1","365nm","Distance",3,3177.23
"1","365nm","Distance",4,3725.14
"1","365nm","Distance",5,2491.36
"1","365nm","Distance",6,2501.23
"1","365nm","Distance",7,2731.36
"1","365nm","Distance",8,2456.23
"1","365nm","Distance",9,2451.23
"1","365nm","Distance",10,715.32
"2","365nm","Distance",1,4500.09
"2","365nm","Distance",2,3356.12
"2","365nm","Distance",3,3996.54
"2","365nm","Distance",4,3269.56
"2","365nm","Distance",5,2413.97
"2","365nm","Distance",6,2521.36
"2","365nm","Distance",7,1779.56
"2","365nm","Distance",8,1715.32
"2","365nm","Distance",9,1652.32
"2","365nm","Distance",10,1602.23
"3","365nm","Distance",1,4000.12
"3","365nm","Distance",2,4053.26
"3","365nm","Distance",3,3026.55
"3","365nm","Distance",4,3775.65
"3","365nm","Distance",5,675.65
"3","365nm","Distance",6,1717.65
"3","365nm","Distance",7,1613.23
"3","365nm","Distance",8,1721.32
"3","365nm","Distance",9,1521.32
"3","365nm","Distance",10,1615.32
"4","365nm","Distance",1,4032.17
"4","365nm","Distance",2,4112.36
"4","365nm","Distance",3,4158.63
"4","365nm","Distance",4,3247.89
"4","365nm","Distance",5,1650.23
"4","365nm","Distance",6,1523.65
"4","365nm","Distance",7,1656.56
"4","365nm","Distance",8,2484.36
"4","365nm","Distance",9,1613.26
"4","365nm","Distance",10,1515.32
"5","365nm","Distance",1,3901.05
"5","365nm","Distance",2,4215
"5","365nm","Distance",3,4195.36
"5","365nm","Distance",4,4025.13
"5","365nm","Distance",5,716.36
"5","365nm","Distance",6,2622.32
"5","365nm","Distance",7,1627.36
"5","365nm","Distance",8,1056.98
"5","365nm","Distance",9,1523.51
"5","365nm","Distance",10,1562.36
"6","365nm","Distance",1,4050.91
"6","365nm","Distance",2,4201.36
"6","365nm","Distance",3,4752.187
"6","365nm","Distance",4,4152.63
"6","365nm","Distance",5,751.23
"6","365nm","Distance",6,2516.32
"6","365nm","Distance",7,1725.32
"6","365nm","Distance",8,2520.13
"6","365nm","Distance",9,1712.36
"6","365nm","Distance",10,1615.32
"7","365nm","Distance",1,4219.3
"7","365nm","Distance",2,3096.45
"7","365nm","Distance",3,4253.23
"7","365nm","Distance",4,4117
"7","365nm","Distance",5,2059.63
"7","365nm","Distance",6,3003.23
"7","365nm","Distance",7,1067.32
"7","365nm","Distance",8,2523.46
"7","365nm","Distance",9,1613.25
"7","365nm","Distance",10,1756.32
"8","365nm","Distance",1,3399.07
"8","365nm","Distance",2,3778.56
"8","365nm","Distance",3,3996.45
"8","365nm","Distance",4,4159.63
"8","365nm","Distance",5,1656.32
"8","365nm","Distance",6,1695.32
"8","365nm","Distance",7,1011.26
"8","365nm","Distance",8,1492.63
"8","365nm","Distance",9,1512.36
"8","365nm","Distance",10,1501.52
"9","365nm","Distance",1,3287.9
"9","365nm","Distance",2,4025.36
"9","365nm","Distance",3,3596.12
"9","365nm","Distance",4,4158.56
"9","365nm","Distance",5,1610.32
"9","365nm","Distance",6,1492.32
"9","365nm","Distance",7,1715.32
"9","365nm","Distance",8,1455.56
"9","365nm","Distance",9,2151.32
"9","365nm","Distance",10,1456.34
"10","365nm","Distance",1,4214.98
"10","365nm","Distance",2,4115.26
"10","365nm","Distance",3,3521.46
"10","365nm","Distance",4,3995.61
"10","365nm","Distance",5,1710.36
"10","365nm","Distance",6,1650.32
"10","365nm","Distance",7,1159.15
"10","365nm","Distance",8,1719.32
"10","365nm","Distance",9,1523.65
"10","365nm","Distance",10,1556.22
"11","365nm","Distance",1,4139.98
"11","365nm","Distance",2,3095.36
"11","365nm","Distance",3,4102.32
"11","365nm","Distance",4,3556.28
"11","365nm","Distance",5,1059.63
"11","365nm","Distance",6,1652.32
"11","365nm","Distance",7,1272.45
"11","365nm","Distance",8,2620.32
"11","365nm","Distance",9,1495.12
"11","365nm","Distance",10,1515.87
"12","365nm","Distance",1,3509.78
"12","365nm","Distance",2,3125.63
"12","365nm","Distance",3,3991.36
"12","365nm","Distance",4,4157.32
"12","365nm","Distance",5,1016.56
"12","365nm","Distance",6,619.65
"12","365nm","Distance",7,1756.32
"12","365nm","Distance",8,1713.23
"12","365nm","Distance",9,1016.23
"12","365nm","Distance",10,1703.59
"13","365nm","Distance",1,3671.09
"13","365nm","Distance",2,4156.23
"13","365nm","Distance",3,3568.12
"13","365nm","Distance",4,4058.36
"13","365nm","Distance",5,1751.63
"13","365nm","Distance",6,1715.69
"13","365nm","Distance",7,1715.32
"13","365nm","Distance",8,1725.16
"13","365nm","Distance",9,2511.23
"13","365nm","Distance",10,1615.26
"14","365nm","Distance",1,3798.4
"14","365nm","Distance",2,4071.82
"14","365nm","Distance",3,4012.32
"14","365nm","Distance",4,3965.52
"14","365nm","Distance",5,1610.32
"14","365nm","Distance",6,1059.68
"14","365nm","Distance",7,1271.23
"14","365nm","Distance",8,1703.12
"14","365nm","Distance",9,2512.21
"14","365nm","Distance",10,1678.54
"15","365nm","Distance",1,3387.09
"15","365nm","Distance",2,4025.53
"15","365nm","Distance",3,4000.38
"15","365nm","Distance",4,4057.89
"15","365nm","Distance",5,2501.23
"15","365nm","Distance",6,1625.26
"15","365nm","Distance",7,756.12
"15","365nm","Distance",8,1409.32
"15","365nm","Distance",9,1735.16
"15","365nm","Distance",10,715.62
"1","420nm","Distance",1,4012.32
"1","420nm","Distance",2,4001.21
"1","420nm","Distance",3,3154.23
"1","420nm","Distance",4,4015.36
"1","420nm","Distance",5,2018.23
"1","420nm","Distance",6,1387.22
"1","420nm","Distance",7,1512.32
"1","420nm","Distance",8,1512.23
"1","420nm","Distance",9,1512.52
"1","420nm","Distance",10,1525.65
"2","420nm","Distance",1,4115.23
"2","420nm","Distance",2,3915.32
"2","420nm","Distance",3,3951.65
"2","420nm","Distance",4,4012.25
"2","420nm","Distance",5,2006.23
"2","420nm","Distance",6,1354.23
"2","420nm","Distance",7,1501.21
"2","420nm","Distance",8,1415.22
"2","420nm","Distance",9,1465.32
"2","420nm","Distance",10,1615.21
"3","420nm","Distance",1,4001.21
"3","420nm","Distance",2,3651.24
"3","420nm","Distance",3,3284.16
"3","420nm","Distance",4,3795.65
"3","420nm","Distance",5,1615.22
"3","420nm","Distance",6,1625.23
"3","420nm","Distance",7,756.36
"3","420nm","Distance",8,1456.54
"3","420nm","Distance",9,1512.52
"3","420nm","Distance",10,1159.36
"4","420nm","Distance",1,4191.21
"4","420nm","Distance",2,3445.12
"4","420nm","Distance",3,3997.45
"4","420nm","Distance",4,3451.24
"4","420nm","Distance",5,2115.55
"4","420nm","Distance",6,1758.56
"4","420nm","Distance",7,1151.25
"4","420nm","Distance",8,1601.23
"4","420nm","Distance",9,1502.23
"4","420nm","Distance",10,1652.25
"5","420nm","Distance",1,3945.45
"5","420nm","Distance",2,3541.21
"5","420nm","Distance",3,4012.35
"5","420nm","Distance",4,3025.13
"5","420nm","Distance",5,1456.45
"5","420nm","Distance",6,1456.45
"5","420nm","Distance",7,1456.25
"5","420nm","Distance",8,1525.23
"5","420nm","Distance",9,1151.24
"5","420nm","Distance",10,1415.26
"6","420nm","Distance",1,3331.25
"6","420nm","Distance",2,3815.24
"6","420nm","Distance",3,4022.25
"6","420nm","Distance",4,3516.25
"6","420nm","Distance",5,1415.26
"6","420nm","Distance",6,1625.23
"6","420nm","Distance",7,625.24
"6","420nm","Distance",8,1612.22
"6","420nm","Distance",9,1021.26
"6","420nm","Distance",10,1625.25
"7","420nm","Distance",1,4012.65
"7","420nm","Distance",2,4015.62
"7","420nm","Distance",3,4123.65
"7","420nm","Distance",4,3021.23
"7","420nm","Distance",5,1652.78
"7","420nm","Distance",6,1512.32
"7","420nm","Distance",7,1456.65
"7","420nm","Distance",8,1515.23
"7","420nm","Distance",9,1165.32
"7","420nm","Distance",10,1515.32
"8","420nm","Distance",1,3991.65
"8","420nm","Distance",2,4011.24
"8","420nm","Distance",3,3954.26
"8","420nm","Distance",4,3056.21
"8","420nm","Distance",5,1064.21
"8","420nm","Distance",6,1456.12
"8","420nm","Distance",7,754.56
"8","420nm","Distance",8,1495.36
"8","420nm","Distance",9,1195.12
"8","420nm","Distance",10,1456.55
"9","420nm","Distance",1,4021.56
"9","420nm","Distance",2,3915.26
"9","420nm","Distance",3,3561.24
"9","420nm","Distance",4,4112.13
"9","420nm","Distance",5,1415.65
"9","420nm","Distance",6,1061.21
"9","420nm","Distance",7,1418.57
"9","420nm","Distance",8,1445.58
"9","420nm","Distance",9,1515.26
"9","420nm","Distance",10,1354.77
"10","420nm","Distance",1,4000.21
"10","420nm","Distance",2,3991.56
"10","420nm","Distance",3,4025.56
"10","420nm","Distance",4,4015.23
"10","420nm","Distance",5,1625.23
"10","420nm","Distance",6,2012.32
"10","420nm","Distance",7,1512.23
"10","420nm","Distance",8,1012.21
"10","420nm","Distance",9,1558.25
"10","420nm","Distance",10,1625.25
"11","420nm","Distance",1,4015.58
"11","420nm","Distance",2,3518.47
"11","420nm","Distance",3,4001.23
"11","420nm","Distance",4,3915.65
"11","420nm","Distance",5,1512.23
"11","420nm","Distance",6,1551.26
"11","420nm","Distance",7,1415.23
"11","420nm","Distance",8,766.65
"11","420nm","Distance",9,1465.35
"11","420nm","Distance",10,1515.88
"12","420nm","Distance",1,3969
"12","420nm","Distance",2,3245.12
"12","420nm","Distance",3,3915.65
"12","420nm","Distance",4,4021.32
"12","420nm","Distance",5,1512.23
"12","420nm","Distance",6,1425.64
"12","420nm","Distance",7,1412.54
"12","420nm","Distance",8,1512.32
"12","420nm","Distance",9,1012.23
"12","420nm","Distance",10,1656.37
"13","420nm","Distance",1,3567.18
"13","420nm","Distance",2,3548.57
"13","420nm","Distance",3,3924.51
"13","420nm","Distance",4,3951.65
"13","420nm","Distance",5,1615.22
"13","420nm","Distance",6,751.21
"13","420nm","Distance",7,1456.54
"13","420nm","Distance",8,1069.21
"13","420nm","Distance",9,1011.24
"13","420nm","Distance",10,987.56
"14","420nm","Distance",1,3901.25
"14","420nm","Distance",2,3215.78
"14","420nm","Distance",3,4012.53
"14","420nm","Distance",4,4012.23
"14","420nm","Distance",5,1456.55
"14","420nm","Distance",6,1062.23
"14","420nm","Distance",7,1491.25
"14","420nm","Distance",8,1012.23
"14","420nm","Distance",9,1642.25
"14","420nm","Distance",10,1159.55
"15","420nm","Distance",1,3541.21
"15","420nm","Distance",2,3995.12
"15","420nm","Distance",3,4023.54
"15","420nm","Distance",4,4501.65
"15","420nm","Distance",5,1415.42
"15","420nm","Distance",6,1025.21
"15","420nm","Distance",7,1512.51
"15","420nm","Distance",8,1169.58
"15","420nm","Distance",9,1498.75
"15","420nm","Distance",10,1652.32
"1","470nm","Distance",1,4125.32
"1","470nm","Distance",2,4012.22
"1","470nm","Distance",3,3655.32
"1","470nm","Distance",4,3945.36
"1","470nm","Distance",5,1654.56
"1","470nm","Distance",6,2025.36
"1","470nm","Distance",7,2512.32
"1","470nm","Distance",8,1011.22
"1","470nm","Distance",9,1012.23
"1","470nm","Distance",10,1013.36
"2","470nm","Distance",1,4021.32
"2","470nm","Distance",2,4256.25
"2","470nm","Distance",3,4152.32
"2","470nm","Distance",4,4015.23
"2","470nm","Distance",5,2815.23
"2","470nm","Distance",6,1512.66
"2","470nm","Distance",7,2023.32
"2","470nm","Distance",8,1013.56
"2","470nm","Distance",9,1015.22
"2","470nm","Distance",10,1215.2
"3","470nm","Distance",1,4056
"3","470nm","Distance",2,4365.66
"3","470nm","Distance",3,3659.35
"3","470nm","Distance",4,4011.22
"3","470nm","Distance",5,2056.32
"3","470nm","Distance",6,2001.23
"3","470nm","Distance",7,2012.35
"3","470nm","Distance",8,1000.22
"3","470nm","Distance",9,1133.36
"3","470nm","Distance",10,1033.65
"4","470nm","Distance",1,4112.58
"4","470nm","Distance",2,4585.32
"4","470nm","Distance",3,4021.32
"4","470nm","Distance",4,3954.56
"4","470nm","Distance",5,1651.32
"4","470nm","Distance",6,2002.23
"4","470nm","Distance",7,2115.23
"4","470nm","Distance",8,952.23
"4","470nm","Distance",9,1053.65
"4","470nm","Distance",10,1415.32
"5","470nm","Distance",1,3915.23
"5","470nm","Distance",2,3687.54
"5","470nm","Distance",3,3954.32
"5","470nm","Distance",4,3561.32
"5","470nm","Distance",5,2051.32
"5","470nm","Distance",6,1514.78
"5","470nm","Distance",7,1915.36
"5","470nm","Distance",8,1045.65
"5","470nm","Distance",9,1014.25
"5","470nm","Distance",10,953.23
"6","470nm","Distance",1,3568.45
"6","470nm","Distance",2,4125.25
"6","470nm","Distance",3,3966.25
"6","470nm","Distance",4,4152.23
"6","470nm","Distance",5,2021.32
"6","470nm","Distance",6,1526.77
"6","470nm","Distance",7,1125.56
"6","470nm","Distance",8,1574.3
"6","470nm","Distance",9,1517.89
"6","470nm","Distance",10,950.22
"7","470nm","Distance",1,3956.56
"7","470nm","Distance",2,4021.32
"7","470nm","Distance",3,3541.32
"7","470nm","Distance",4,4052.32
"7","470nm","Distance",5,2226.36
"7","470nm","Distance",6,1254.12
"7","470nm","Distance",7,1565.46
"7","470nm","Distance",8,1613.25
"7","470nm","Distance",9,1648.69
"7","470nm","Distance",10,991.52
"8","470nm","Distance",1,3888.25
"8","470nm","Distance",2,3512.23
"8","470nm","Distance",3,4025.32
"8","470nm","Distance",4,3665.35
"8","470nm","Distance",5,1918.58
"8","470nm","Distance",6,1025.16
"8","470nm","Distance",7,1978.46
"8","470nm","Distance",8,2254.6
"8","470nm","Distance",9,1651.32
"8","470nm","Distance",10,25.32
"9","470nm","Distance",1,3845.57
"9","470nm","Distance",2,4012.35
"9","470nm","Distance",3,3695.33
"9","470nm","Distance",4,3915.23
"9","470nm","Distance",5,2012.36
"9","470nm","Distance",6,2023.65
"9","470nm","Distance",7,1995.12
"9","470nm","Distance",8,2215.36
"9","470nm","Distance",9,2204.66
"9","470nm","Distance",10,907.66
"10","470nm","Distance",1,3241.25
"10","470nm","Distance",2,3915.25
"10","470nm","Distance",3,4145.32
"10","470nm","Distance",4,4052.23
"10","470nm","Distance",5,1125.58
"10","470nm","Distance",6,1325.14
"10","470nm","Distance",7,2052.36
"10","470nm","Distance",8,2326.52
"10","470nm","Distance",9,2215.66
"10","470nm","Distance",10,1015.36
"11","470nm","Distance",1,3854.21
"11","470nm","Distance",2,4021.23
"11","470nm","Distance",3,3652.25
"11","470nm","Distance",4,3651.32
"11","470nm","Distance",5,1425.87
"11","470nm","Distance",6,2025.12
"11","470nm","Distance",7,2057.26
"11","470nm","Distance",8,526.23
"11","470nm","Distance",9,1654.65
"11","470nm","Distance",10,1000.25
"12","470nm","Distance",1,3995.66
"12","470nm","Distance",2,3526.32
"12","470nm","Distance",3,3958.56
"12","470nm","Distance",4,4051.33
"12","470nm","Distance",5,2512.69
"12","470nm","Distance",6,2017.56
"12","470nm","Distance",7,1915.56
"12","470nm","Distance",8,1845.63
"12","470nm","Distance",9,2156.99
"12","470nm","Distance",10,1145.36
"13","470nm","Distance",1,4012.25
"13","470nm","Distance",2,3954.23
"13","470nm","Distance",3,4002.32
"13","470nm","Distance",4,3915.63
"13","470nm","Distance",5,1612.59
"13","470nm","Distance",6,1996.52
"13","470nm","Distance",7,1900.22
"13","470nm","Distance",8,1515.23
"13","470nm","Distance",9,1516.32
"13","470nm","Distance",10,1158.69
"14","470nm","Distance",1,3561.32
"14","470nm","Distance",2,3512.21
"14","470nm","Distance",3,4015.23
"14","470nm","Distance",4,3514.32
"14","470nm","Distance",5,1254.36
"14","470nm","Distance",6,1841.23
"14","470nm","Distance",7,2052.66
"14","470nm","Distance",8,1517.53
"14","470nm","Distance",9,1106.53
"14","470nm","Distance",10,1050.32
"15","470nm","Distance",1,4154.58
"15","470nm","Distance",2,3665.45
"15","470nm","Distance",3,3958.32
"15","470nm","Distance",4,3648.56
"15","470nm","Distance",5,2012.32
"15","470nm","Distance",6,2152.23
"15","470nm","Distance",7,2015.23
"15","470nm","Distance",8,1254.36
"15","470nm","Distance",9,1214.56
"15","470nm","Distance",10,1157.48
"1","500nm","Distance",1,3921.56
"1","500nm","Distance",2,3995.23
"1","500nm","Distance",3,3951.26
"1","500nm","Distance",4,4012.53
"1","500nm","Distance",5,4012.23
"1","500nm","Distance",6,4017.56
"1","500nm","Distance",7,4017.58
"1","500nm","Distance",8,5495.16
"1","500nm","Distance",9,5512.32
"1","500nm","Distance",10,5515.26
"2","500nm","Distance",1,3232.52
"2","500nm","Distance",2,3512.16
"2","500nm","Distance",3,4015.23
"2","500nm","Distance",4,4115.28
"2","500nm","Distance",5,4115.21
"2","500nm","Distance",6,3995.16
"2","500nm","Distance",7,4026.59
"2","500nm","Distance",8,5525.16
"2","500nm","Distance",9,5515.68
"2","500nm","Distance",10,5495.12
"3","500nm","Distance",1,3231.54
"3","500nm","Distance",2,4102.32
"3","500nm","Distance",3,4011.23
"3","500nm","Distance",4,3995.64
"3","500nm","Distance",5,4025.68
"3","500nm","Distance",6,3597.65
"3","500nm","Distance",7,4112.35
"3","500nm","Distance",8,5501.23
"3","500nm","Distance",9,5617.59
"3","500nm","Distance",10,5521.56
"4","500nm","Distance",1,3286.54
"4","500nm","Distance",2,3991.23
"4","500nm","Distance",3,4015.68
"4","500nm","Distance",4,3978.45
"4","500nm","Distance",5,3965.45
"4","500nm","Distance",6,3025.65
"4","500nm","Distance",7,3969.58
"4","500nm","Distance",8,5465.32
"4","500nm","Distance",9,5496.54
"4","500nm","Distance",10,5523.32
"5","500nm","Distance",1,4115.23
"5","500nm","Distance",2,3915.56
"5","500nm","Distance",3,3926.15
"5","500nm","Distance",4,3915.36
"5","500nm","Distance",5,4013.56
"5","500nm","Distance",6,4012.98
"5","500nm","Distance",7,3214.26
"5","500nm","Distance",8,5621.36
"5","500nm","Distance",9,5487.56
"5","500nm","Distance",10,5615.65
"6","500nm","Distance",1,4015.32
"6","500nm","Distance",2,4012.45
"6","500nm","Distance",3,3987.56
"6","500nm","Distance",4,4015.23
"6","500nm","Distance",5,3998.14
"6","500nm","Distance",6,3995.46
"6","500nm","Distance",7,4115.62
"6","500nm","Distance",8,5415.26
"6","500nm","Distance",9,5605.29
"6","500nm","Distance",10,5451.65
"7","500nm","Distance",1,3999.23
"7","500nm","Distance",2,3951.65
"7","500nm","Distance",3,3125.46
"7","500nm","Distance",4,4012.65
"7","500nm","Distance",5,3686.45
"7","500nm","Distance",6,4125.65
"7","500nm","Distance",7,4023.16
"7","500nm","Distance",8,5401.21
"7","500nm","Distance",9,5118.56
"7","500nm","Distance",10,5605.26
"8","500nm","Distance",1,3012.23
"8","500nm","Distance",2,4102.56
"8","500nm","Distance",3,3915.24
"8","500nm","Distance",4,3915.36
"8","500nm","Distance",5,3125.03
"8","500nm","Distance",6,3978
"8","500nm","Distance",7,3996.17
"8","500nm","Distance",8,5621.03
"8","500nm","Distance",9,5494.56
"8","500nm","Distance",10,5495.15
"9","500nm","Distance",1,3025.16
"9","500nm","Distance",2,3945.65
"9","500nm","Distance",3,4155.62
"9","500nm","Distance",4,4512.32
"9","500nm","Distance",5,4125.36
"9","500nm","Distance",6,4602.13
"9","500nm","Distance",7,4012.32
"9","500nm","Distance",8,5511.2
"9","500nm","Distance",9,5625.36
"9","500nm","Distance",10,5512.36
"10","500nm","Distance",1,4141.23
"10","500nm","Distance",2,3788.58
"10","500nm","Distance",3,3915.23
"10","500nm","Distance",4,3956.32
"10","500nm","Distance",5,3998.47
"10","500nm","Distance",6,4028.95
"10","500nm","Distance",7,3995.65
"10","500nm","Distance",8,5412.32
"10","500nm","Distance",9,5512.56
"10","500nm","Distance",10,5502.13
"11","500nm","Distance",1,4150.26
"11","500nm","Distance",2,3026.89
"11","500nm","Distance",3,4012.89
"11","500nm","Distance",4,4150.21
"11","500nm","Distance",5,3012.35
