"individualAdultID","lightWavelength","behaviorType","day","Value"
"2","500nm","Time_In_Center_Zone",1,123.25
"2","500nm","Time_In_Center_Zone",2,134.94
"2","500nm","Time_In_Center_Zone",3,159.08
"2","500nm","Time_In_Center_Zone",4,119.62
"2","500nm","Time_In_Center_Zone",5,58.73
"2","500nm","Time_In_Center_Zone",6,122.74
"2","500nm","Time_In_Center_Zone",7,112.65
"2","500nm","Time_In_Center_Zone",8,57.76
"2","500nm","Time_In_Center_Zone",9,27.71
"2","500nm","Time_In_Center_Zone",10,41.44
"3","500nm","Time_In_Center_Zone",1,125.2
"3","500nm","Time_In_Center_Zone",2,118.32
"3","500nm","Time_In_Center_Zone",3,97.76
"3","500nm","Time_In_Center_Zone",4,124.21
"3","500nm","Time_In_Center_Zone",5,89.4
"3","500nm","Time_In_Center_Zone",6,105.65
"3","500nm","Time_In_Center_Zone",7,102.56
"3","500nm","Time_In_Center_Zone",8,57.33
"3","500nm","Time_In_Center_Zone",9,20.11
"3","500nm","Time_In_Center_Zone",10,37.32
"4","500nm","Time_In_Center_Zone",1,119.34
"4","500nm","Time_In_Center_Zone",2,112.62
"4","500nm","Time_In_Center_Zone",3,82.47
"4","500nm","Time_In_Center_Zone",4,136.62
"4","500nm","Time_In_Center_Zone",5,80.08
"4","500nm","Time_In_Center_Zone",6,83.52
"4","500nm","Time_In_Center_Zone",7,133.51
"4","500nm","Time_In_Center_Zone",8,38.77
"4","500nm","Time_In_Center_Zone",9,48.49
"4","500nm","Time_In_Center_Zone",10,8.96
"5","500nm","Time_In_Center_Zone",1,127.93
"5","500nm","Time_In_Center_Zone",2,109.73
"5","500nm","Time_In_Center_Zone",3,119.43
"5","500nm","Time_In_Center_Zone",4,117.32
"5","500nm","Time_In_Center_Zone",5,78.63
"5","500nm","Time_In_Center_Zone",6,93.48
"5","500nm","Time_In_Center_Zone",7,101.36
"5","500nm","Time_In_Center_Zone",8,101.02
"5","500nm","Time_In_Center_Zone",9,80.58
"5","500nm","Time_In_Center_Zone",10,76.39
"6","500nm","Time_In_Center_Zone",1,111.67
"6","500nm","Time_In_Center_Zone",2,107.63
"6","500nm","Time_In_Center_Zone",3,135.34
"6","500nm","Time_In_Center_Zone",4,85.29
"6","500nm","Time_In_Center_Zone",5,94.52
"6","500nm","Time_In_Center_Zone",6,117.43
"6","500nm","Time_In_Center_Zone",7,90.76
"6","500nm","Time_In_Center_Zone",8,75.23
"6","500nm","Time_In_Center_Zone",9,54.11
"6","500nm","Time_In_Center_Zone",10,61.22
"7","500nm","Time_In_Center_Zone",1,81.62
"7","500nm","Time_In_Center_Zone",2,140.19
"7","500nm","Time_In_Center_Zone",3,142.8
"7","500nm","Time_In_Center_Zone",4,79.64
"7","500nm","Time_In_Center_Zone",5,86.52
"7","500nm","Time_In_Center_Zone",6,86.47
"7","500nm","Time_In_Center_Zone",7,82.54
"7","500nm","Time_In_Center_Zone",8,54.63
"7","500nm","Time_In_Center_Zone",9,64.09
"7","500nm","Time_In_Center_Zone",10,105.78
"8","500nm","Time_In_Center_Zone",1,92.65
"8","500nm","Time_In_Center_Zone",2,144.15
"8","500nm","Time_In_Center_Zone",3,152.01
"8","500nm","Time_In_Center_Zone",4,112.12
"8","500nm","Time_In_Center_Zone",5,117.1
"8","500nm","Time_In_Center_Zone",6,78.25
"8","500nm","Time_In_Center_Zone",7,124.23
"8","500nm","Time_In_Center_Zone",8,66.42
"8","500nm","Time_In_Center_Zone",9,54.57
"8","500nm","Time_In_Center_Zone",10,64.04
"9","500nm","Time_In_Center_Zone",1,93.76
"9","500nm","Time_In_Center_Zone",2,82.66
"9","500nm","Time_In_Center_Zone",3,123.01
"9","500nm","Time_In_Center_Zone",4,116.23
"9","500nm","Time_In_Center_Zone",5,121.07
"9","500nm","Time_In_Center_Zone",6,110.36
"9","500nm","Time_In_Center_Zone",7,100.36
"9","500nm","Time_In_Center_Zone",8,63.53
"9","500nm","Time_In_Center_Zone",9,49.86
"9","500nm","Time_In_Center_Zone",10,63.1
"10","500nm","Time_In_Center_Zone",1,78.4
"10","500nm","Time_In_Center_Zone",2,114.74
"10","500nm","Time_In_Center_Zone",3,120.47
"10","500nm","Time_In_Center_Zone",4,245.88
"10","500nm","Time_In_Center_Zone",5,83.49
"10","500nm","Time_In_Center_Zone",6,92.65
"10","500nm","Time_In_Center_Zone",7,143.32
"10","500nm","Time_In_Center_Zone",8,21.27
"10","500nm","Time_In_Center_Zone",9,48.21
"10","500nm","Time_In_Center_Zone",10,63.33
"11","500nm","Time_In_Center_Zone",1,86.04
"11","500nm","Time_In_Center_Zone",2,111.76
"11","500nm","Time_In_Center_Zone",3,134.29
"11","500nm","Time_In_Center_Zone",4,177.21
"11","500nm","Time_In_Center_Zone",5,109.9
"11","500nm","Time_In_Center_Zone",6,82.85
"11","500nm","Time_In_Center_Zone",7,152.21
"11","500nm","Time_In_Center_Zone",8,75.3
"11","500nm","Time_In_Center_Zone",9,33.25
"11","500nm","Time_In_Center_Zone",10,59.64
"12","500nm","Time_In_Center_Zone",1,105.51
"12","500nm","Time_In_Center_Zone",2,121.48
"12","500nm","Time_In_Center_Zone",3,137.26
"12","500nm","Time_In_Center_Zone",4,119.15
"12","500nm","Time_In_Center_Zone",5,136.02
"12","500nm","Time_In_Center_Zone",6,106.85
"12","500nm","Time_In_Center_Zone",7,174.21
"12","500nm","Time_In_Center_Zone",8,29.36
"12","500nm","Time_In_Center_Zone",9,32.64
"12","500nm","Time_In_Center_Zone",10,19.63
"13","500nm","Time_In_Center_Zone",1,88.65
"13","500nm","Time_In_Center_Zone",2,133.73
"13","500nm","Time_In_Center_Zone",3,92.84
"13","500nm","Time_In_Center_Zone",4,57.62
"13","500nm","Time_In_Center_Zone",5,84.92
"13","500nm","Time_In_Center_Zone",6,39.45
"13","500nm","Time_In_Center_Zone",7,143.63
"13","500nm","Time_In_Center_Zone",8,30
"13","500nm","Time_In_Center_Zone",9,41.68
"13","500nm","Time_In_Center_Zone",10,55.76
"14","500nm","Time_In_Center_Zone",1,77.65
"14","500nm","Time_In_Center_Zone",2,82.57
"14","500nm","Time_In_Center_Zone",3,122.5
"14","500nm","Time_In_Center_Zone",4,79.37
"14","500nm","Time_In_Center_Zone",5,119.53
"14","500nm","Time_In_Center_Zone",6,116.19
"14","500nm","Time_In_Center_Zone",7,142.23
"14","500nm","Time_In_Center_Zone",8,64.59
"14","500nm","Time_In_Center_Zone",9,29.91
"14","500nm","Time_In_Center_Zone",10,53.71
"15","500nm","Time_In_Center_Zone",1,71.56
"15","500nm","Time_In_Center_Zone",2,121.52
"15","500nm","Time_In_Center_Zone",3,140.93
"15","500nm","Time_In_Center_Zone",4,107.98
"15","500nm","Time_In_Center_Zone",5,80.09
"15","500nm","Time_In_Center_Zone",6,77.64
"15","500nm","Time_In_Center_Zone",7,148.43
"15","500nm","Time_In_Center_Zone",8,42.52
"15","500nm","Time_In_Center_Zone",9,40.54
"15","500nm","Time_In_Center_Zone",10,57.33
"1","520nm","Time_In_Thigmotaxis_Zone",1,326.56
"1","520nm","Time_In_Thigmotaxis_Zone",2,325.56
"1","520nm","Time_In_Thigmotaxis_Zone",3,326.15
"1","520nm","Time_In_Thigmotaxis_Zone",4,322.15
"1","520nm","Time_In_Thigmotaxis_Zone",5,325.63
"1","520nm","Time_In_Thigmotaxis_Zone",6,356.45
"1","520nm","Time_In_Thigmotaxis_Zone",7,359.65
"1","520nm","Time_In_Thigmotaxis_Zone",8,511.22
"1","520nm","Time_In_Thigmotaxis_Zone",9,505.12
"1","520nm","Time_In_Thigmotaxis_Zone",10,465.85
"2","520nm","Time_In_Thigmotaxis_Zone",1,321.45
"2","520nm","Time_In_Thigmotaxis_Zone",2,352.12
"2","520nm","Time_In_Thigmotaxis_Zone",3,356.23
"2","520nm","Time_In_Thigmotaxis_Zone",4,324.15
"2","520nm","Time_In_Thigmotaxis_Zone",5,326.54
"2","520nm","Time_In_Thigmotaxis_Zone",6,352.46
"2","520nm","Time_In_Thigmotaxis_Zone",7,394.78
"2","520nm","Time_In_Thigmotaxis_Zone",8,499.65
"2","520nm","Time_In_Thigmotaxis_Zone",9,500.32
"2","520nm","Time_In_Thigmotaxis_Zone",10,489.53
"3","520nm","Time_In_Thigmotaxis_Zone",1,322.56
"3","520nm","Time_In_Thigmotaxis_Zone",2,322.12
"3","520nm","Time_In_Thigmotaxis_Zone",3,352.16
"3","520nm","Time_In_Thigmotaxis_Zone",4,326.51
"3","520nm","Time_In_Thigmotaxis_Zone",5,321.45
"3","520nm","Time_In_Thigmotaxis_Zone",6,325.45
"3","520nm","Time_In_Thigmotaxis_Zone",7,366.56
"3","520nm","Time_In_Thigmotaxis_Zone",8,432.54
"3","520nm","Time_In_Thigmotaxis_Zone",9,501.23
"3","520nm","Time_In_Thigmotaxis_Zone",10,488.52
"4","520nm","Time_In_Thigmotaxis_Zone",1,321.54
"4","520nm","Time_In_Thigmotaxis_Zone",2,302.12
"4","520nm","Time_In_Thigmotaxis_Zone",3,355.12
"4","520nm","Time_In_Thigmotaxis_Zone",4,325.16
"4","520nm","Time_In_Thigmotaxis_Zone",5,322.15
"4","520nm","Time_In_Thigmotaxis_Zone",6,368.45
"4","520nm","Time_In_Thigmotaxis_Zone",7,355.26
"4","520nm","Time_In_Thigmotaxis_Zone",8,465.45
"4","520nm","Time_In_Thigmotaxis_Zone",9,522.32
"4","520nm","Time_In_Thigmotaxis_Zone",10,510.12
"5","520nm","Time_In_Thigmotaxis_Zone",1,322.12
"5","520nm","Time_In_Thigmotaxis_Zone",2,321.15
"5","520nm","Time_In_Thigmotaxis_Zone",3,357.14
"5","520nm","Time_In_Thigmotaxis_Zone",4,352.12
"5","520nm","Time_In_Thigmotaxis_Zone",5,312.45
"5","520nm","Time_In_Thigmotaxis_Zone",6,299.56
"5","520nm","Time_In_Thigmotaxis_Zone",7,325.45
"5","520nm","Time_In_Thigmotaxis_Zone",8,454.84
"5","520nm","Time_In_Thigmotaxis_Zone",9,545.15
"5","520nm","Time_In_Thigmotaxis_Zone",10,517.2
"6","520nm","Time_In_Thigmotaxis_Zone",1,326.56
"6","520nm","Time_In_Thigmotaxis_Zone",2,326.12
"6","520nm","Time_In_Thigmotaxis_Zone",3,355.26
"6","520nm","Time_In_Thigmotaxis_Zone",4,341.02
"6","520nm","Time_In_Thigmotaxis_Zone",5,320.14
"6","520nm","Time_In_Thigmotaxis_Zone",6,359.78
"6","520nm","Time_In_Thigmotaxis_Zone",7,326.54
"6","520nm","Time_In_Thigmotaxis_Zone",8,441.15
"6","520nm","Time_In_Thigmotaxis_Zone",9,520.32
"6","520nm","Time_In_Thigmotaxis_Zone",10,514.89
"7","520nm","Time_In_Thigmotaxis_Zone",1,325.12
"7","520nm","Time_In_Thigmotaxis_Zone",2,324.15
"7","520nm","Time_In_Thigmotaxis_Zone",3,358.16
"7","520nm","Time_In_Thigmotaxis_Zone",4,321.01
"7","520nm","Time_In_Thigmotaxis_Zone",5,325.16
"7","520nm","Time_In_Thigmotaxis_Zone",6,236.46
"7","520nm","Time_In_Thigmotaxis_Zone",7,325.65
"7","520nm","Time_In_Thigmotaxis_Zone",8,456.89
"7","520nm","Time_In_Thigmotaxis_Zone",9,550.12
"7","520nm","Time_In_Thigmotaxis_Zone",10,522.32
"8","520nm","Time_In_Thigmotaxis_Zone",1,310.12
"8","520nm","Time_In_Thigmotaxis_Zone",2,326.15
"8","520nm","Time_In_Thigmotaxis_Zone",3,350.12
"8","520nm","Time_In_Thigmotaxis_Zone",4,325.12
"8","520nm","Time_In_Thigmotaxis_Zone",5,321.14
"8","520nm","Time_In_Thigmotaxis_Zone",6,354.78
"8","520nm","Time_In_Thigmotaxis_Zone",7,365.42
"8","520nm","Time_In_Thigmotaxis_Zone",8,475.59
"8","520nm","Time_In_Thigmotaxis_Zone",9,503.31
"8","520nm","Time_In_Thigmotaxis_Zone",10,514.54
"9","520nm","Time_In_Thigmotaxis_Zone",1,320.12
"9","520nm","Time_In_Thigmotaxis_Zone",2,344.12
"9","520nm","Time_In_Thigmotaxis_Zone",3,354.23
"9","520nm","Time_In_Thigmotaxis_Zone",4,352.06
"9","520nm","Time_In_Thigmotaxis_Zone",5,302.26
"9","520nm","Time_In_Thigmotaxis_Zone",6,359.78
"9","520nm","Time_In_Thigmotaxis_Zone",7,365.45
"9","520nm","Time_In_Thigmotaxis_Zone",8,484.56
"9","520nm","Time_In_Thigmotaxis_Zone",9,499.26
"9","520nm","Time_In_Thigmotaxis_Zone",10,498.52
"10","520nm","Time_In_Thigmotaxis_Zone",1,321.15
"10","520nm","Time_In_Thigmotaxis_Zone",2,321.03
"10","520nm","Time_In_Thigmotaxis_Zone",3,356.12
"10","520nm","Time_In_Thigmotaxis_Zone",4,322.12
"10","520nm","Time_In_Thigmotaxis_Zone",5,302.12
"10","520nm","Time_In_Thigmotaxis_Zone",6,355.68
"10","520nm","Time_In_Thigmotaxis_Zone",7,326.54
"10","520nm","Time_In_Thigmotaxis_Zone",8,487.45
"10","520nm","Time_In_Thigmotaxis_Zone",9,487.99
"10","520nm","Time_In_Thigmotaxis_Zone",10,500.23
"11","520nm","Time_In_Thigmotaxis_Zone",1,344.52
"11","520nm","Time_In_Thigmotaxis_Zone",2,325.12
"11","520nm","Time_In_Thigmotaxis_Zone",3,355.65
"11","520nm","Time_In_Thigmotaxis_Zone",4,342.01
"11","520nm","Time_In_Thigmotaxis_Zone",5,321.65
"11","520nm","Time_In_Thigmotaxis_Zone",6,365.98
"11","520nm","Time_In_Thigmotaxis_Zone",7,329.45
"11","520nm","Time_In_Thigmotaxis_Zone",8,498.24
"11","520nm","Time_In_Thigmotaxis_Zone",9,485.77
"11","520nm","Time_In_Thigmotaxis_Zone",10,500.46
"12","520nm","Time_In_Thigmotaxis_Zone",1,322.16
"12","520nm","Time_In_Thigmotaxis_Zone",2,325.65
"12","520nm","Time_In_Thigmotaxis_Zone",3,368.15
"12","520nm","Time_In_Thigmotaxis_Zone",4,352.32
"12","520nm","Time_In_Thigmotaxis_Zone",5,326.12
"12","520nm","Time_In_Thigmotaxis_Zone",6,388.78
"12","520nm","Time_In_Thigmotaxis_Zone",7,365.86
"12","520nm","Time_In_Thigmotaxis_Zone",8,452.45
"12","520nm","Time_In_Thigmotaxis_Zone",9,485.23
"12","520nm","Time_In_Thigmotaxis_Zone",10,514.89
"13","520nm","Time_In_Thigmotaxis_Zone",1,365.59
"13","520nm","Time_In_Thigmotaxis_Zone",2,315.45
"13","520nm","Time_In_Thigmotaxis_Zone",3,325.12
"13","520nm","Time_In_Thigmotaxis_Zone",4,325.15
"13","520nm","Time_In_Thigmotaxis_Zone",5,322.65
"13","520nm","Time_In_Thigmotaxis_Zone",6,395.78
"13","520nm","Time_In_Thigmotaxis_Zone",7,302.12
"13","520nm","Time_In_Thigmotaxis_Zone",8,411.23
"13","520nm","Time_In_Thigmotaxis_Zone",9,499.23
"13","520nm","Time_In_Thigmotaxis_Zone",10,500.13
"14","520nm","Time_In_Thigmotaxis_Zone",1,299.15
"14","520nm","Time_In_Thigmotaxis_Zone",2,326.51
"14","520nm","Time_In_Thigmotaxis_Zone",3,321.01
"14","520nm","Time_In_Thigmotaxis_Zone",4,322.46
"14","520nm","Time_In_Thigmotaxis_Zone",5,356.15
"14","520nm","Time_In_Thigmotaxis_Zone",6,359.78
"14","520nm","Time_In_Thigmotaxis_Zone",7,303.21
"14","520nm","Time_In_Thigmotaxis_Zone",8,499.36
"14","520nm","Time_In_Thigmotaxis_Zone",9,498.63
"14","520nm","Time_In_Thigmotaxis_Zone",10,512.32
"15","520nm","Time_In_Thigmotaxis_Zone",1,299.45
"15","520nm","Time_In_Thigmotaxis_Zone",2,355.12
"15","520nm","Time_In_Thigmotaxis_Zone",3,300.12
"15","520nm","Time_In_Thigmotaxis_Zone",4,321.15
"15","520nm","Time_In_Thigmotaxis_Zone",5,239.48
"15","520nm","Time_In_Thigmotaxis_Zone",6,395.78
"15","520nm","Time_In_Thigmotaxis_Zone",7,305.78
"15","520nm","Time_In_Thigmotaxis_Zone",8,451.12
"15","520nm","Time_In_Thigmotaxis_Zone",9,495.06
"15","520nm","Time_In_Thigmotaxis_Zone",10,501.23
"1","520nm","Time_In_Transition_Zone",1,189.36
"1","520nm","Time_In_Transition_Zone",2,147.65
"1","520nm","Time_In_Transition_Zone",3,159.65
"1","520nm","Time_In_Transition_Zone",4,158.24
"1","520nm","Time_In_Transition_Zone",5,152.44
"1","520nm","Time_In_Transition_Zone",6,121.15
"1","520nm","Time_In_Transition_Zone",7,120.36
"1","520nm","Time_In_Transition_Zone",8,50.13
"1","520nm","Time_In_Transition_Zone",9,57.43
"1","520nm","Time_In_Transition_Zone",10,49.56
"2","520nm","Time_In_Transition_Zone",1,211.23
"2","520nm","Time_In_Transition_Zone",2,156.45
"2","520nm","Time_In_Transition_Zone",3,155.23
"2","520nm","Time_In_Transition_Zone",4,99.56
"2","520nm","Time_In_Transition_Zone",5,151.23
"2","520nm","Time_In_Transition_Zone",6,124.56
"2","520nm","Time_In_Transition_Zone",7,125.23
"2","520nm","Time_In_Transition_Zone",8,55.56
"2","520nm","Time_In_Transition_Zone",9,56.12
"2","520nm","Time_In_Transition_Zone",10,33.26
"3","520nm","Time_In_Transition_Zone",1,101.25
"3","520nm","Time_In_Transition_Zone",2,165.45
"3","520nm","Time_In_Transition_Zone",3,149.56
"3","520nm","Time_In_Transition_Zone",4,125.45
"3","520nm","Time_In_Transition_Zone",5,154.48
"3","520nm","Time_In_Transition_Zone",6,125.41
"3","520nm","Time_In_Transition_Zone",7,122.12
"3","520nm","Time_In_Transition_Zone",8,80.26
"3","520nm","Time_In_Transition_Zone",9,46.88
"3","520nm","Time_In_Transition_Zone",10,32.56
"4","520nm","Time_In_Transition_Zone",1,151.23
"4","520nm","Time_In_Transition_Zone",2,111.23
"4","520nm","Time_In_Transition_Zone",3,142.53
"4","520nm","Time_In_Transition_Zone",4,125.36
"4","520nm","Time_In_Transition_Zone",5,155.23
"4","520nm","Time_In_Transition_Zone",6,126.53
"4","520nm","Time_In_Transition_Zone",7,125.14
"4","520nm","Time_In_Transition_Zone",8,55.12
"4","520nm","Time_In_Transition_Zone",9,47.26
"4","520nm","Time_In_Transition_Zone",10,32.15
"5","520nm","Time_In_Transition_Zone",1,165.24
"5","520nm","Time_In_Transition_Zone",2,158.98
"5","520nm","Time_In_Transition_Zone",3,152.23
"5","520nm","Time_In_Transition_Zone",4,159.87
"5","520nm","Time_In_Transition_Zone",5,106.32
"5","520nm","Time_In_Transition_Zone",6,125.89
"5","520nm","Time_In_Transition_Zone",7,126.53
"5","520nm","Time_In_Transition_Zone",8,50.23
"5","520nm","Time_In_Transition_Zone",9,44.98
"5","520nm","Time_In_Transition_Zone",10,58.65
"6","520nm","Time_In_Transition_Zone",1,167.89
"6","520nm","Time_In_Transition_Zone",2,154.25
"6","520nm","Time_In_Transition_Zone",3,141.52
"6","520nm","Time_In_Transition_Zone",4,110.12
"6","520nm","Time_In_Transition_Zone",5,155.01
"6","520nm","Time_In_Transition_Zone",6,154.26
"6","520nm","Time_In_Transition_Zone",7,127.48
"6","520nm","Time_In_Transition_Zone",8,47.62
"6","520nm","Time_In_Transition_Zone",9,53.26
"6","520nm","Time_In_Transition_Zone",10,59.23
"7","520nm","Time_In_Transition_Zone",1,166.52
"7","520nm","Time_In_Transition_Zone",2,153.26
"7","520nm","Time_In_Transition_Zone",3,155.12
"7","520nm","Time_In_Transition_Zone",4,156.35
"7","520nm","Time_In_Transition_Zone",5,125.21
"7","520nm","Time_In_Transition_Zone",6,155.23
"7","520nm","Time_In_Transition_Zone",7,152.96
"7","520nm","Time_In_Transition_Zone",8,45.23
"7","520nm","Time_In_Transition_Zone",9,44.16
"7","520nm","Time_In_Transition_Zone",10,57.84
"8","520nm","Time_In_Transition_Zone",1,151.23
"8","520nm","Time_In_Transition_Zone",2,155.12
"8","520nm","Time_In_Transition_Zone",3,150.23
"8","520nm","Time_In_Transition_Zone",4,145.98
"8","520nm","Time_In_Transition_Zone",5,136.25
"8","520nm","Time_In_Transition_Zone",6,154.26
"8","520nm","Time_In_Transition_Zone",7,157.41
"8","520nm","Time_In_Transition_Zone",8,46.88
"8","520nm","Time_In_Transition_Zone",9,58.52
"8","520nm","Time_In_Transition_Zone",10,56.12
"9","520nm","Time_In_Transition_Zone",1,124.15
"9","520nm","Time_In_Transition_Zone",2,157.41
"9","520nm","Time_In_Transition_Zone",3,154.23
"9","520nm","Time_In_Transition_Zone",4,135.65
"9","520nm","Time_In_Transition_Zone",5,156.21
"9","520nm","Time_In_Transition_Zone",6,155.23
"9","520nm","Time_In_Transition_Zone",7,122.53
"9","520nm","Time_In_Transition_Zone",8,49.25
"9","520nm","Time_In_Transition_Zone",9,33.2
"9","520nm","Time_In_Transition_Zone",10,55.23
"10","520nm","Time_In_Transition_Zone",1,133.26
"10","520nm","Time_In_Transition_Zone",2,158.45
"10","520nm","Time_In_Transition_Zone",3,152.14
"10","520nm","Time_In_Transition_Zone",4,137.14
"10","520nm","Time_In_Transition_Zone",5,142.52
"10","520nm","Time_In_Transition_Zone",6,105.41
"10","520nm","Time_In_Transition_Zone",7,156.23
"10","520nm","Time_In_Transition_Zone",8,42.56
"10","520nm","Time_In_Transition_Zone",9,33.05
"10","520nm","Time_In_Transition_Zone",10,56.29
"11","520nm","Time_In_Transition_Zone",1,125.23
"11","520nm","Time_In_Transition_Zone",2,120.33
"11","520nm","Time_In_Transition_Zone",3,125.26
"11","520nm","Time_In_Transition_Zone",4,158.41
"11","520nm","Time_In_Transition_Zone",5,152.32
"11","520nm","Time_In_Transition_Zone",6,125.65
"11","520nm","Time_In_Transition_Zone",7,150.23
"11","520nm","Time_In_Transition_Zone",8,45.89
"11","520nm","Time_In_Transition_Zone",9,35.62
"11","520nm","Time_In_Transition_Zone",10,55.63
"12","520nm","Time_In_Transition_Zone",1,152.24
"12","520nm","Time_In_Transition_Zone",2,121.56
"12","520nm","Time_In_Transition_Zone",3,135.65
"12","520nm","Time_In_Transition_Zone",4,152.12
"12","520nm","Time_In_Transition_Zone",5,155.23
"12","520nm","Time_In_Transition_Zone",6,125.35
"12","520nm","Time_In_Transition_Zone",7,142.15
"12","520nm","Time_In_Transition_Zone",8,49.58
"12","520nm","Time_In_Transition_Zone",9,38.56
"12","520nm","Time_In_Transition_Zone",10,59.48
"13","520nm","Time_In_Transition_Zone",1,155.06
"13","520nm","Time_In_Transition_Zone",2,123.78
"13","520nm","Time_In_Transition_Zone",3,164.14
"13","520nm","Time_In_Transition_Zone",4,151.23
"13","520nm","Time_In_Transition_Zone",5,165.12
"13","520nm","Time_In_Transition_Zone",6,121.45
"13","520nm","Time_In_Transition_Zone",7,144.56
"13","520nm","Time_In_Transition_Zone",8,55.02
"13","520nm","Time_In_Transition_Zone",9,40.12
"13","520nm","Time_In_Transition_Zone",10,52.12
"14","520nm","Time_In_Transition_Zone",1,158.46
"14","520nm","Time_In_Transition_Zone",2,151.45
"14","520nm","Time_In_Transition_Zone",3,152.13
"14","520nm","Time_In_Transition_Zone",4,144.12
"14","520nm","Time_In_Transition_Zone",5,154.32
"14","520nm","Time_In_Transition_Zone",6,125.36
"14","520nm","Time_In_Transition_Zone",7,142.15
"14","520nm","Time_In_Transition_Zone",8,52.13
"14","520nm","Time_In_Transition_Zone",9,59.85
"14","520nm","Time_In_Transition_Zone",10,54.13
"15","520nm","Time_In_Transition_Zone",1,159.23
"15","520nm","Time_In_Transition_Zone",2,153.26
"15","520nm","Time_In_Transition_Zone",3,158.14
"15","520nm","Time_In_Transition_Zone",4,162.33
"15","520nm","Time_In_Transition_Zone",5,111.02
"15","520nm","Time_In_Transition_Zone",6,135.26
"15","520nm","Time_In_Transition_Zone",7,157.23
"15","520nm","Time_In_Transition_Zone",8,56.13
"15","520nm","Time_In_Transition_Zone",9,33.26
"15","520nm","Time_In_Transition_Zone",10,55.29
"1","520nm","Time_In_Center_Zone",1,84.08
"1","520nm","Time_In_Center_Zone",2,126.79
"1","520nm","Time_In_Center_Zone",3,114.2
"1","520nm","Time_In_Center_Zone",4,119.61
"1","520nm","Time_In_Center_Zone",5,121.93
"1","520nm","Time_In_Center_Zone",6,122.4
"1","520nm","Time_In_Center_Zone",7,119.99
"1","520nm","Time_In_Center_Zone",8,38.65
"1","520nm","Time_In_Center_Zone",9,37.45
"1","520nm","Time_In_Center_Zone",10,84.59
"2","520nm","Time_In_Center_Zone",1,67.32
"2","520nm","Time_In_Center_Zone",2,91.43
"2","520nm","Time_In_Center_Zone",3,88.54
"2","520nm","Time_In_Center_Zone",4,176.29
"2","520nm","Time_In_Center_Zone",5,122.23
"2","520nm","Time_In_Center_Zone",6,122.98
"2","520nm","Time_In_Center_Zone",7,79.99
"2","520nm","Time_In_Center_Zone",8,44.79
"2","520nm","Time_In_Center_Zone",9,43.56
"2","520nm","Time_In_Center_Zone",10,77.21
"3","520nm","Time_In_Center_Zone",1,176.19
"3","520nm","Time_In_Center_Zone",2,112.43
"3","520nm","Time_In_Center_Zone",3,98.28
"3","520nm","Time_In_Center_Zone",4,148.04
"3","520nm","Time_In_Center_Zone",5,124.07
"3","520nm","Time_In_Center_Zone",6,149.14
"3","520nm","Time_In_Center_Zone",7,111.32
"3","520nm","Time_In_Center_Zone",8,87.2
"3","520nm","Time_In_Center_Zone",9,51.89
"3","520nm","Time_In_Center_Zone",10,78.92
"4","520nm","Time_In_Center_Zone",1,127.23
"4","520nm","Time_In_Center_Zone",2,186.65
"4","520nm","Time_In_Center_Zone",3,102.35
"4","520nm","Time_In_Center_Zone",4,149.48
"4","520nm","Time_In_Center_Zone",5,122.62
"4","520nm","Time_In_Center_Zone",6,105.02
"4","520nm","Time_In_Center_Zone",7,119.6
"4","520nm","Time_In_Center_Zone",8,79.43
"4","520nm","Time_In_Center_Zone",9,30.42
"4","520nm","Time_In_Center_Zone",10,57.73
"5","520nm","Time_In_Center_Zone",1,112.64
"5","520nm","Time_In_Center_Zone",2,119.87
"5","520nm","Time_In_Center_Zone",3,90.63
"5","520nm","Time_In_Center_Zone",4,88.01
"5","520nm","Time_In_Center_Zone",5,181.23
"5","520nm","Time_In_Center_Zone",6,174.55
"5","520nm","Time_In_Center_Zone",7,148.02
"5","520nm","Time_In_Center_Zone",8,94.93
"5","520nm","Time_In_Center_Zone",9,9.87
"5","520nm","Time_In_Center_Zone",10,24.15
"6","520nm","Time_In_Center_Zone",1,105.55
"6","520nm","Time_In_Center_Zone",2,119.63
"6","520nm","Time_In_Center_Zone",3,103.22
"6","520nm","Time_In_Center_Zone",4,148.86
"6","520nm","Time_In_Center_Zone",5,124.85
"6","520nm","Time_In_Center_Zone",6,85.96
"6","520nm","Time_In_Center_Zone",7,145.98
"6","520nm","Time_In_Center_Zone",8,111.23
"6","520nm","Time_In_Center_Zone",9,26.42
"6","520nm","Time_In_Center_Zone",10,25.88
"7","520nm","Time_In_Center_Zone",1,108.36
"7","520nm","Time_In_Center_Zone",2,122.59
"7","520nm","Time_In_Center_Zone",3,86.72
"7","520nm","Time_In_Center_Zone",4,122.64
"7","520nm","Time_In_Center_Zone",5,149.63
"7","520nm","Time_In_Center_Zone",6,208.31
"7","520nm","Time_In_Center_Zone",7,121.39
"7","520nm","Time_In_Center_Zone",8,97.88
"7","520nm","Time_In_Center_Zone",9,5.72
"7","520nm","Time_In_Center_Zone",10,19.84
"8","520nm","Time_In_Center_Zone",1,138.65
"8","520nm","Time_In_Center_Zone",2,118.73
"8","520nm","Time_In_Center_Zone",3,99.65
"8","520nm","Time_In_Center_Zone",4,128.9
"8","520nm","Time_In_Center_Zone",5,142.61
"8","520nm","Time_In_Center_Zone",6,90.96
"8","520nm","Time_In_Center_Zone",7,77.17
