dumyID_EachDay_EachLight,trailID,lightWavelength,behaviorType,day,value
5,470nm_6_1,470nm,Time_In_Thigmotaxis_Zone,6,516.23
5,470nm_7_1,470nm,Time_In_Thigmotaxis_Zone,7,524.32
5,470nm_8_1,470nm,Time_In_Thigmotaxis_Zone,8,600
5,470nm_9_1,470nm,Time_In_Thigmotaxis_Zone,9,600
5,470nm_10_1,470nm,Time_In_Thigmotaxis_Zone,10,600
6,470nm_1_2,470nm,Time_In_Thigmotaxis_Zone,1,336.33
6,470nm_2_2,470nm,Time_In_Thigmotaxis_Zone,2,351.23
6,470nm_3_2,470nm,Time_In_Thigmotaxis_Zone,3,321.26
6,470nm_4_2,470nm,Time_In_Thigmotaxis_Zone,4,332.65
6,470nm_5_2,470nm,Time_In_Thigmotaxis_Zone,5,524.56
6,470nm_6_2,470nm,Time_In_Thigmotaxis_Zone,6,526.32
6,470nm_7_2,470nm,Time_In_Thigmotaxis_Zone,7,499.65
6,470nm_8_2,470nm,Time_In_Thigmotaxis_Zone,8,600
6,470nm_9_2,470nm,Time_In_Thigmotaxis_Zone,9,600
6,470nm_10_2,470nm,Time_In_Thigmotaxis_Zone,10,600
7,470nm_1_2,470nm,Time_In_Thigmotaxis_Zone,1,317.59
7,470nm_2_2,470nm,Time_In_Thigmotaxis_Zone,2,322.53
7,470nm_3_2,470nm,Time_In_Thigmotaxis_Zone,3,326.54
7,470nm_4_2,470nm,Time_In_Thigmotaxis_Zone,4,324.35
7,470nm_5_2,470nm,Time_In_Thigmotaxis_Zone,5,523.68
7,470nm_6_2,470nm,Time_In_Thigmotaxis_Zone,6,526.32
7,470nm_7_2,470nm,Time_In_Thigmotaxis_Zone,7,528.14
7,470nm_8_2,470nm,Time_In_Thigmotaxis_Zone,8,600
7,470nm_9_2,470nm,Time_In_Thigmotaxis_Zone,9,600
7,470nm_10_2,470nm,Time_In_Thigmotaxis_Zone,10,600
8,470nm_1_2,470nm,Time_In_Thigmotaxis_Zone,1,399.65
8,470nm_2_2,470nm,Time_In_Thigmotaxis_Zone,2,326.12
8,470nm_3_2,470nm,Time_In_Thigmotaxis_Zone,3,321.56
8,470nm_4_2,470nm,Time_In_Thigmotaxis_Zone,4,326.32
8,470nm_5_2,470nm,Time_In_Thigmotaxis_Zone,5,500.63
8,470nm_6_2,470nm,Time_In_Thigmotaxis_Zone,6,511.23
8,470nm_7_2,470nm,Time_In_Thigmotaxis_Zone,7,523.32
8,470nm_8_2,470nm,Time_In_Thigmotaxis_Zone,8,600
8,470nm_9_2,470nm,Time_In_Thigmotaxis_Zone,9,600
8,470nm_10_2,470nm,Time_In_Thigmotaxis_Zone,10,600
9,470nm_1_2,470nm,Time_In_Thigmotaxis_Zone,1,385.65
9,470nm_2_2,470nm,Time_In_Thigmotaxis_Zone,2,331.26
9,470nm_3_2,470nm,Time_In_Thigmotaxis_Zone,3,322.16
9,470nm_4_2,470nm,Time_In_Thigmotaxis_Zone,4,365.15
9,470nm_5_2,470nm,Time_In_Thigmotaxis_Zone,5,519.65
9,470nm_6_2,470nm,Time_In_Thigmotaxis_Zone,6,524.32
9,470nm_7_2,470nm,Time_In_Thigmotaxis_Zone,7,526.32
9,470nm_8_2,470nm,Time_In_Thigmotaxis_Zone,8,600
9,470nm_9_2,470nm,Time_In_Thigmotaxis_Zone,9,600
9,470nm_10_2,470nm,Time_In_Thigmotaxis_Zone,10,600
10,470nm_1_2,470nm,Time_In_Thigmotaxis_Zone,1,386.67
10,470nm_2_2,470nm,Time_In_Thigmotaxis_Zone,2,326.65
10,470nm_3_2,470nm,Time_In_Thigmotaxis_Zone,3,325.12
10,470nm_4_2,470nm,Time_In_Thigmotaxis_Zone,4,329.65
10,470nm_5_2,470nm,Time_In_Thigmotaxis_Zone,5,523.31
10,470nm_6_2,470nm,Time_In_Thigmotaxis_Zone,6,532.62
10,470nm_7_2,470nm,Time_In_Thigmotaxis_Zone,7,529.65
10,470nm_8_2,470nm,Time_In_Thigmotaxis_Zone,8,600
10,470nm_9_2,470nm,Time_In_Thigmotaxis_Zone,9,600
10,470nm_10_2,470nm,Time_In_Thigmotaxis_Zone,10,600
11,470nm_1_3,470nm,Time_In_Thigmotaxis_Zone,1,391.26
11,470nm_2_3,470nm,Time_In_Thigmotaxis_Zone,2,325.46
11,470nm_3_3,470nm,Time_In_Thigmotaxis_Zone,3,310.12
11,470nm_4_3,470nm,Time_In_Thigmotaxis_Zone,4,326.65
11,470nm_5_3,470nm,Time_In_Thigmotaxis_Zone,5,529.65
11,470nm_6_3,470nm,Time_In_Thigmotaxis_Zone,6,524.13
11,470nm_7_3,470nm,Time_In_Thigmotaxis_Zone,7,527.48
11,470nm_8_3,470nm,Time_In_Thigmotaxis_Zone,8,600
11,470nm_9_3,470nm,Time_In_Thigmotaxis_Zone,9,600
11,470nm_10_3,470nm,Time_In_Thigmotaxis_Zone,10,600
12,470nm_1_3,470nm,Time_In_Thigmotaxis_Zone,1,385.64
12,470nm_2_3,470nm,Time_In_Thigmotaxis_Zone,2,342.12
12,470nm_3_3,470nm,Time_In_Thigmotaxis_Zone,3,322.56
12,470nm_4_3,470nm,Time_In_Thigmotaxis_Zone,4,327.56
12,470nm_5_3,470nm,Time_In_Thigmotaxis_Zone,5,548.65
12,470nm_6_3,470nm,Time_In_Thigmotaxis_Zone,6,526.32
12,470nm_7_3,470nm,Time_In_Thigmotaxis_Zone,7,536.32
12,470nm_8_3,470nm,Time_In_Thigmotaxis_Zone,8,600
12,470nm_9_3,470nm,Time_In_Thigmotaxis_Zone,9,600
12,470nm_10_3,470nm,Time_In_Thigmotaxis_Zone,10,600
13,470nm_1_3,470nm,Time_In_Thigmotaxis_Zone,1,391.52
13,470nm_2_3,470nm,Time_In_Thigmotaxis_Zone,2,331.23
13,470nm_3_3,470nm,Time_In_Thigmotaxis_Zone,3,325.89
13,470nm_4_3,470nm,Time_In_Thigmotaxis_Zone,4,348.88
13,470nm_5_3,470nm,Time_In_Thigmotaxis_Zone,5,502.32
13,470nm_6_3,470nm,Time_In_Thigmotaxis_Zone,6,522.23
13,470nm_7_3,470nm,Time_In_Thigmotaxis_Zone,7,521.35
13,470nm_8_3,470nm,Time_In_Thigmotaxis_Zone,8,600
13,470nm_9_3,470nm,Time_In_Thigmotaxis_Zone,9,600
13,470nm_10_3,470nm,Time_In_Thigmotaxis_Zone,10,600
14,470nm_1_3,470nm,Time_In_Thigmotaxis_Zone,1,395.23
14,470nm_2_3,470nm,Time_In_Thigmotaxis_Zone,2,316.23
14,470nm_3_3,470nm,Time_In_Thigmotaxis_Zone,3,324.56
14,470nm_4_3,470nm,Time_In_Thigmotaxis_Zone,4,368.98
14,470nm_5_3,470nm,Time_In_Thigmotaxis_Zone,5,551.32
14,470nm_6_3,470nm,Time_In_Thigmotaxis_Zone,6,532.16
14,470nm_7_3,470nm,Time_In_Thigmotaxis_Zone,7,502.32
14,470nm_8_3,470nm,Time_In_Thigmotaxis_Zone,8,600
14,470nm_9_3,470nm,Time_In_Thigmotaxis_Zone,9,600
14,470nm_10_3,470nm,Time_In_Thigmotaxis_Zone,10,600
15,470nm_1_3,470nm,Time_In_Thigmotaxis_Zone,1,387.65
15,470nm_2_3,470nm,Time_In_Thigmotaxis_Zone,2,325.66
15,470nm_3_3,470nm,Time_In_Thigmotaxis_Zone,3,326.35
15,470nm_4_3,470nm,Time_In_Thigmotaxis_Zone,4,335.65
15,470nm_5_3,470nm,Time_In_Thigmotaxis_Zone,5,550.23
15,470nm_6_3,470nm,Time_In_Thigmotaxis_Zone,6,529.65
15,470nm_7_3,470nm,Time_In_Thigmotaxis_Zone,7,536.32
15,470nm_8_3,470nm,Time_In_Thigmotaxis_Zone,8,600
15,470nm_9_3,470nm,Time_In_Thigmotaxis_Zone,9,600
15,470nm_10_3,470nm,Time_In_Thigmotaxis_Zone,10,600
1,470nm_1_1,470nm,Time_In_Transition_Zone,1,100.23
1,470nm_2_1,470nm,Time_In_Transition_Zone,2,82.4
1,470nm_3_1,470nm,Time_In_Transition_Zone,3,186.28
1,470nm_4_1,470nm,Time_In_Transition_Zone,4,121.56
1,470nm_5_1,470nm,Time_In_Transition_Zone,5,24.55
1,470nm_6_1,470nm,Time_In_Transition_Zone,6,32.55
1,470nm_7_1,470nm,Time_In_Transition_Zone,7,29.65
1,470nm_8_1,470nm,Time_In_Transition_Zone,8,0
1,470nm_9_1,470nm,Time_In_Transition_Zone,9,0
1,470nm_10_1,470nm,Time_In_Transition_Zone,10,0
2,470nm_1_1,470nm,Time_In_Transition_Zone,1,123.32
2,470nm_2_1,470nm,Time_In_Transition_Zone,2,143.36
2,470nm_3_1,470nm,Time_In_Transition_Zone,3,104.72
2,470nm_4_1,470nm,Time_In_Transition_Zone,4,156.23
2,470nm_5_1,470nm,Time_In_Transition_Zone,5,36.35
2,470nm_6_1,470nm,Time_In_Transition_Zone,6,36.65
2,470nm_7_1,470nm,Time_In_Transition_Zone,7,28.15
2,470nm_8_1,470nm,Time_In_Transition_Zone,8,0
2,470nm_9_1,470nm,Time_In_Transition_Zone,9,0
2,470nm_10_1,470nm,Time_In_Transition_Zone,10,0
3,470nm_1_1,470nm,Time_In_Transition_Zone,1,124.55
3,470nm_2_1,470nm,Time_In_Transition_Zone,2,78.04
3,470nm_3_1,470nm,Time_In_Transition_Zone,3,140.4
3,470nm_4_1,470nm,Time_In_Transition_Zone,4,123.12
3,470nm_5_1,470nm,Time_In_Transition_Zone,5,35.56
3,470nm_6_1,470nm,Time_In_Transition_Zone,6,35.42
3,470nm_7_1,470nm,Time_In_Transition_Zone,7,32.11
3,470nm_8_1,470nm,Time_In_Transition_Zone,8,0
3,470nm_9_1,470nm,Time_In_Transition_Zone,9,0
3,470nm_10_1,470nm,Time_In_Transition_Zone,10,0
4,470nm_1_1,470nm,Time_In_Transition_Zone,1,126.35
4,470nm_2_1,470nm,Time_In_Transition_Zone,2,149.12
4,470nm_3_1,470nm,Time_In_Transition_Zone,3,181.16
4,470nm_4_1,470nm,Time_In_Transition_Zone,4,165.96
4,470nm_5_1,470nm,Time_In_Transition_Zone,5,34.69
4,470nm_6_1,470nm,Time_In_Transition_Zone,6,34.23
4,470nm_7_1,470nm,Time_In_Transition_Zone,7,31.26
4,470nm_8_1,470nm,Time_In_Transition_Zone,8,0
4,470nm_9_1,470nm,Time_In_Transition_Zone,9,0
4,470nm_10_1,470nm,Time_In_Transition_Zone,10,0
5,470nm_1_1,470nm,Time_In_Transition_Zone,1,132.55
5,470nm_2_1,470nm,Time_In_Transition_Zone,2,167.08
5,470nm_3_1,470nm,Time_In_Transition_Zone,3,127.08
5,470nm_4_1,470nm,Time_In_Transition_Zone,4,154.36
5,470nm_5_1,470nm,Time_In_Transition_Zone,5,38.65
5,470nm_6_1,470nm,Time_In_Transition_Zone,6,32.65
5,470nm_7_1,470nm,Time_In_Transition_Zone,7,30.59
5,470nm_8_1,470nm,Time_In_Transition_Zone,8,0
5,470nm_9_1,470nm,Time_In_Transition_Zone,9,0
5,470nm_10_1,470nm,Time_In_Transition_Zone,10,0
6,470nm_1_2,470nm,Time_In_Transition_Zone,1,132.62
6,470nm_2_2,470nm,Time_In_Transition_Zone,2,135.2
6,470nm_3_2,470nm,Time_In_Transition_Zone,3,130.23
6,470nm_4_2,470nm,Time_In_Transition_Zone,4,135.26
6,470nm_5_2,470nm,Time_In_Transition_Zone,5,36.55
6,470nm_6_2,470nm,Time_In_Transition_Zone,6,32.65
6,470nm_7_2,470nm,Time_In_Transition_Zone,7,32.44
6,470nm_8_2,470nm,Time_In_Transition_Zone,8,0
6,470nm_9_2,470nm,Time_In_Transition_Zone,9,0
6,470nm_10_2,470nm,Time_In_Transition_Zone,10,0
7,470nm_1_2,470nm,Time_In_Transition_Zone,1,115.22
7,470nm_2_2,470nm,Time_In_Transition_Zone,2,165.32
7,470nm_3_2,470nm,Time_In_Transition_Zone,3,121.03
7,470nm_4_2,470nm,Time_In_Transition_Zone,4,136.55
7,470nm_5_2,470nm,Time_In_Transition_Zone,5,40.23
7,470nm_6_2,470nm,Time_In_Transition_Zone,6,36.79
7,470nm_7_2,470nm,Time_In_Transition_Zone,7,33.56
7,470nm_8_2,470nm,Time_In_Transition_Zone,8,0
7,470nm_9_2,470nm,Time_In_Transition_Zone,9,0
7,470nm_10_2,470nm,Time_In_Transition_Zone,10,0
8,470nm_1_2,470nm,Time_In_Transition_Zone,1,135.25
8,470nm_2_2,470nm,Time_In_Transition_Zone,2,155.23
8,470nm_3_2,470nm,Time_In_Transition_Zone,3,151.2
8,470nm_4_2,470nm,Time_In_Transition_Zone,4,151.32
8,470nm_5_2,470nm,Time_In_Transition_Zone,5,39.15
8,470nm_6_2,470nm,Time_In_Transition_Zone,6,35.95
8,470nm_7_2,470nm,Time_In_Transition_Zone,7,35.12
8,470nm_8_2,470nm,Time_In_Transition_Zone,8,0
8,470nm_9_2,470nm,Time_In_Transition_Zone,9,0
8,470nm_10_2,470nm,Time_In_Transition_Zone,10,0
9,470nm_1_2,470nm,Time_In_Transition_Zone,1,134.21
9,470nm_2_2,470nm,Time_In_Transition_Zone,2,124.12
9,470nm_3_2,470nm,Time_In_Transition_Zone,3,111.23
9,470nm_4_2,470nm,Time_In_Transition_Zone,4,124.32
9,470nm_5_2,470nm,Time_In_Transition_Zone,5,37.52
9,470nm_6_2,470nm,Time_In_Transition_Zone,6,34.86
9,470nm_7_2,470nm,Time_In_Transition_Zone,7,32.16
9,470nm_8_2,470nm,Time_In_Transition_Zone,8,0
9,470nm_9_2,470nm,Time_In_Transition_Zone,9,0
9,470nm_10_2,470nm,Time_In_Transition_Zone,10,0
10,470nm_1_2,470nm,Time_In_Transition_Zone,1,120.35
10,470nm_2_2,470nm,Time_In_Transition_Zone,2,122.23
10,470nm_3_2,470nm,Time_In_Transition_Zone,3,121.03
10,470nm_4_2,470nm,Time_In_Transition_Zone,4,135.22
10,470nm_5_2,470nm,Time_In_Transition_Zone,5,34.56
10,470nm_6_2,470nm,Time_In_Transition_Zone,6,35.65
10,470nm_7_2,470nm,Time_In_Transition_Zone,7,32.22
10,470nm_8_2,470nm,Time_In_Transition_Zone,8,0
10,470nm_9_2,470nm,Time_In_Transition_Zone,9,0
10,470nm_10_2,470nm,Time_In_Transition_Zone,10,0
11,470nm_1_3,470nm,Time_In_Transition_Zone,1,126.35
11,470nm_2_3,470nm,Time_In_Transition_Zone,2,132.56
11,470nm_3_3,470nm,Time_In_Transition_Zone,3,125.06
11,470nm_4_3,470nm,Time_In_Transition_Zone,4,136.53
11,470nm_5_3,470nm,Time_In_Transition_Zone,5,35.26
11,470nm_6_3,470nm,Time_In_Transition_Zone,6,35.23
11,470nm_7_3,470nm,Time_In_Transition_Zone,7,32.59
11,470nm_8_3,470nm,Time_In_Transition_Zone,8,0
11,470nm_9_3,470nm,Time_In_Transition_Zone,9,0
11,470nm_10_3,470nm,Time_In_Transition_Zone,10,0
12,470nm_1_3,470nm,Time_In_Transition_Zone,1,122.53
12,470nm_2_3,470nm,Time_In_Transition_Zone,2,136.23
12,470nm_3_3,470nm,Time_In_Transition_Zone,3,111.02
12,470nm_4_3,470nm,Time_In_Transition_Zone,4,154.56
12,470nm_5_3,470nm,Time_In_Transition_Zone,5,36.12
12,470nm_6_3,470nm,Time_In_Transition_Zone,6,34.55
12,470nm_7_3,470nm,Time_In_Transition_Zone,7,35.61
12,470nm_8_3,470nm,Time_In_Transition_Zone,8,0
12,470nm_9_3,470nm,Time_In_Transition_Zone,9,0
12,470nm_10_3,470nm,Time_In_Transition_Zone,10,0
13,470nm_1_3,470nm,Time_In_Transition_Zone,1,153.62
13,470nm_2_3,470nm,Time_In_Transition_Zone,2,135.12
13,470nm_3_3,470nm,Time_In_Transition_Zone,3,120.23
13,470nm_4_3,470nm,Time_In_Transition_Zone,4,144.23
13,470nm_5_3,470nm,Time_In_Transition_Zone,5,36.66
13,470nm_6_3,470nm,Time_In_Transition_Zone,6,34.99
13,470nm_7_3,470nm,Time_In_Transition_Zone,7,34.26
13,470nm_8_3,470nm,Time_In_Transition_Zone,8,0
13,470nm_9_3,470nm,Time_In_Transition_Zone,9,0
13,470nm_10_3,470nm,Time_In_Transition_Zone,10,0
14,470nm_1_3,470nm,Time_In_Transition_Zone,1,142.32
14,470nm_2_3,470nm,Time_In_Transition_Zone,2,132.26
14,470nm_3_3,470nm,Time_In_Transition_Zone,3,125.32
14,470nm_4_3,470nm,Time_In_Transition_Zone,4,142.53
14,470nm_5_3,470nm,Time_In_Transition_Zone,5,35.21
14,470nm_6_3,470nm,Time_In_Transition_Zone,6,38.65
14,470nm_7_3,470nm,Time_In_Transition_Zone,7,29.15
14,470nm_8_3,470nm,Time_In_Transition_Zone,8,0
14,470nm_9_3,470nm,Time_In_Transition_Zone,9,0
14,470nm_10_3,470nm,Time_In_Transition_Zone,10,0
15,470nm_1_3,470nm,Time_In_Transition_Zone,1,159.65
15,470nm_2_3,470nm,Time_In_Transition_Zone,2,131.21
15,470nm_3_3,470nm,Time_In_Transition_Zone,3,125.63
15,470nm_4_3,470nm,Time_In_Transition_Zone,4,152.32
15,470nm_5_3,470nm,Time_In_Transition_Zone,5,32.65
15,470nm_6_3,470nm,Time_In_Transition_Zone,6,32.66
15,470nm_7_3,470nm,Time_In_Transition_Zone,7,28.55
15,470nm_8_3,470nm,Time_In_Transition_Zone,8,0
15,470nm_9_3,470nm,Time_In_Transition_Zone,9,0
15,470nm_10_3,470nm,Time_In_Transition_Zone,10,0
1,470nm_1_1,470nm,Time_In_Center_Zone,1,147.12
1,470nm_2_1,470nm,Time_In_Center_Zone,2,117.37
1,470nm_3_1,470nm,Time_In_Center_Zone,3,13.44
1,470nm_4_1,470nm,Time_In_Center_Zone,4,106.45
1,470nm_5_1,470nm,Time_In_Center_Zone,5,74.52
1,470nm_6_1,470nm,Time_In_Center_Zone,6,57.82
1,470nm_7_1,470nm,Time_In_Center_Zone,7,60.73
1,470nm_8_1,470nm,Time_In_Center_Zone,8,0
1,470nm_9_1,470nm,Time_In_Center_Zone,9,0
1,470nm_10_1,470nm,Time_In_Center_Zone,10,0
2,470nm_1_1,470nm,Time_In_Center_Zone,1,122.56
2,470nm_2_1,470nm,Time_In_Center_Zone,2,64.99
2,470nm_3_1,470nm,Time_In_Center_Zone,3,83.04
2,470nm_4_1,470nm,Time_In_Center_Zone,4,68.54
2,470nm_5_1,470nm,Time_In_Center_Zone,5,57.33
2,470nm_6_1,470nm,Time_In_Center_Zone,6,53.15
2,470nm_7_1,470nm,Time_In_Center_Zone,7,53.97
2,470nm_8_1,470nm,Time_In_Center_Zone,8,0
2,470nm_9_1,470nm,Time_In_Center_Zone,9,0
2,470nm_10_1,470nm,Time_In_Center_Zone,10,0
3,470nm_1_1,470nm,Time_In_Center_Zone,1,145.8
3,470nm_2_1,470nm,Time_In_Center_Zone,2,156.64
3,470nm_3_1,470nm,Time_In_Center_Zone,3,115.6
3,470nm_4_1,470nm,Time_In_Center_Zone,4,115.65
3,470nm_5_1,470nm,Time_In_Center_Zone,5,48.12
3,470nm_6_1,470nm,Time_In_Center_Zone,6,43.35
3,470nm_7_1,470nm,Time_In_Center_Zone,7,31.89
3,470nm_8_1,470nm,Time_In_Center_Zone,8,0
3,470nm_9_1,470nm,Time_In_Center_Zone,9,0
3,470nm_10_1,470nm,Time_In_Center_Zone,10,0
4,470nm_1_1,470nm,Time_In_Center_Zone,1,145.09
4,470nm_2_1,470nm,Time_In_Center_Zone,2,114.23
4,470nm_3_1,470nm,Time_In_Center_Zone,3,9.12
4,470nm_4_1,470nm,Time_In_Center_Zone,4,91.51
4,470nm_5_1,470nm,Time_In_Center_Zone,5,43.99
4,470nm_6_1,470nm,Time_In_Center_Zone,6,41.45
4,470nm_7_1,470nm,Time_In_Center_Zone,7,62.38
4,470nm_8_1,470nm,Time_In_Center_Zone,8,0
4,470nm_9_1,470nm,Time_In_Center_Zone,9,0
4,470nm_10_1,470nm,Time_In_Center_Zone,10,0
5,470nm_1_1,470nm,Time_In_Center_Zone,1,140.8
5,470nm_2_1,470nm,Time_In_Center_Zone,2,76.28
5,470nm_3_1,470nm,Time_In_Center_Zone,3,96.2
5,470nm_4_1,470nm,Time_In_Center_Zone,4,118.99
5,470nm_5_1,470nm,Time_In_Center_Zone,5,37.69
5,470nm_6_1,470nm,Time_In_Center_Zone,6,51.12
5,470nm_7_1,470nm,Time_In_Center_Zone,7,45.09
5,470nm_8_1,470nm,Time_In_Center_Zone,8,0
5,470nm_9_1,470nm,Time_In_Center_Zone,9,0
5,470nm_10_1,470nm,Time_In_Center_Zone,10,0
6,470nm_1_2,470nm,Time_In_Center_Zone,1,131.05
6,470nm_2_2,470nm,Time_In_Center_Zone,2,113.57
6,470nm_3_2,470nm,Time_In_Center_Zone,3,148.51
6,470nm_4_2,470nm,Time_In_Center_Zone,4,132.09
6,470nm_5_2,470nm,Time_In_Center_Zone,5,38.89
6,470nm_6_2,470nm,Time_In_Center_Zone,6,41.03
6,470nm_7_2,470nm,Time_In_Center_Zone,7,67.91
6,470nm_8_2,470nm,Time_In_Center_Zone,8,0
6,470nm_9_2,470nm,Time_In_Center_Zone,9,0
6,470nm_10_2,470nm,Time_In_Center_Zone,10,0
7,470nm_1_2,470nm,Time_In_Center_Zone,1,167.19
7,470nm_2_2,470nm,Time_In_Center_Zone,2,112.15
7,470nm_3_2,470nm,Time_In_Center_Zone,3,152.43
7,470nm_4_2,470nm,Time_In_Center_Zone,4,139.1
7,470nm_5_2,470nm,Time_In_Center_Zone,5,36.09
7,470nm_6_2,470nm,Time_In_Center_Zone,6,36.89
7,470nm_7_2,470nm,Time_In_Center_Zone,7,38.3
7,470nm_8_2,470nm,Time_In_Center_Zone,8,0
7,470nm_9_2,470nm,Time_In_Center_Zone,9,0
7,470nm_10_2,470nm,Time_In_Center_Zone,10,0
8,470nm_1_2,470nm,Time_In_Center_Zone,1,65.1
8,470nm_2_2,470nm,Time_In_Center_Zone,2,118.65
8,470nm_3_2,470nm,Time_In_Center_Zone,3,127.24
8,470nm_4_2,470nm,Time_In_Center_Zone,4,122.36
8,470nm_5_2,470nm,Time_In_Center_Zone,5,60.22
8,470nm_6_2,470nm,Time_In_Center_Zone,6,52.82
8,470nm_7_2,470nm,Time_In_Center_Zone,7,41.56
8,470nm_8_2,470nm,Time_In_Center_Zone,8,0
8,470nm_9_2,470nm,Time_In_Center_Zone,9,0
8,470nm_10_2,470nm,Time_In_Center_Zone,10,0
9,470nm_1_2,470nm,Time_In_Center_Zone,1,80.14
9,470nm_2_2,470nm,Time_In_Center_Zone,2,144.62
9,470nm_3_2,470nm,Time_In_Center_Zone,3,166.61
9,470nm_4_2,470nm,Time_In_Center_Zone,4,110.53
9,470nm_5_2,470nm,Time_In_Center_Zone,5,42.83
9,470nm_6_2,470nm,Time_In_Center_Zone,6,40.82
9,470nm_7_2,470nm,Time_In_Center_Zone,7,41.52
9,470nm_8_2,470nm,Time_In_Center_Zone,8,0
9,470nm_9_2,470nm,Time_In_Center_Zone,9,0
9,470nm_10_2,470nm,Time_In_Center_Zone,10,0
10,470nm_1_2,470nm,Time_In_Center_Zone,1,92.98
10,470nm_2_2,470nm,Time_In_Center_Zone,2,151.12
10,470nm_3_2,470nm,Time_In_Center_Zone,3,153.85
10,470nm_4_2,470nm,Time_In_Center_Zone,4,135.13
10,470nm_5_2,470nm,Time_In_Center_Zone,5,42.13
10,470nm_6_2,470nm,Time_In_Center_Zone,6,31.73
10,470nm_7_2,470nm,Time_In_Center_Zone,7,38.13
10,470nm_8_2,470nm,Time_In_Center_Zone,8,0
10,470nm_9_2,470nm,Time_In_Center_Zone,9,0
10,470nm_10_2,470nm,Time_In_Center_Zone,10,0
11,470nm_1_3,470nm,Time_In_Center_Zone,1,82.39
11,470nm_2_3,470nm,Time_In_Center_Zone,2,141.98
11,470nm_3_3,470nm,Time_In_Center_Zone,3,164.82
11,470nm_4_3,470nm,Time_In_Center_Zone,4,136.82
11,470nm_5_3,470nm,Time_In_Center_Zone,5,35.09
11,470nm_6_3,470nm,Time_In_Center_Zone,6,40.64
11,470nm_7_3,470nm,Time_In_Center_Zone,7,39.93
11,470nm_8_3,470nm,Time_In_Center_Zone,8,0
11,470nm_9_3,470nm,Time_In_Center_Zone,9,0
11,470nm_10_3,470nm,Time_In_Center_Zone,10,0
12,470nm_1_3,470nm,Time_In_Center_Zone,1,91.83
12,470nm_2_3,470nm,Time_In_Center_Zone,2,121.65
12,470nm_3_3,470nm,Time_In_Center_Zone,3,166.42
12,470nm_4_3,470nm,Time_In_Center_Zone,4,117.88
12,470nm_5_3,470nm,Time_In_Center_Zone,5,15.23
12,470nm_6_3,470nm,Time_In_Center_Zone,6,39.13
12,470nm_7_3,470nm,Time_In_Center_Zone,7,28.07
12,470nm_8_3,470nm,Time_In_Center_Zone,8,0
12,470nm_9_3,470nm,Time_In_Center_Zone,9,0
12,470nm_10_3,470nm,Time_In_Center_Zone,10,0
13,470nm_1_3,470nm,Time_In_Center_Zone,1,54.86
13,470nm_2_3,470nm,Time_In_Center_Zone,2,133.65
13,470nm_3_3,470nm,Time_In_Center_Zone,3,153.88
13,470nm_4_3,470nm,Time_In_Center_Zone,4,106.89
13,470nm_5_3,470nm,Time_In_Center_Zone,5,61.02
13,470nm_6_3,470nm,Time_In_Center_Zone,6,42.78
13,470nm_7_3,470nm,Time_In_Center_Zone,7,44.39
13,470nm_8_3,470nm,Time_In_Center_Zone,8,0
13,470nm_9_3,470nm,Time_In_Center_Zone,9,0
13,470nm_10_3,470nm,Time_In_Center_Zone,10,0
14,470nm_1_3,470nm,Time_In_Center_Zone,1,62.45
14,470nm_2_3,470nm,Time_In_Center_Zone,2,151.51
14,470nm_3_3,470nm,Time_In_Center_Zone,3,150.12
14,470nm_4_3,470nm,Time_In_Center_Zone,4,88.49
14,470nm_5_3,470nm,Time_In_Center_Zone,5,13.47
14,470nm_6_3,470nm,Time_In_Center_Zone,6,29.19
14,470nm_7_3,470nm,Time_In_Center_Zone,7,68.53
14,470nm_8_3,470nm,Time_In_Center_Zone,8,0
14,470nm_9_3,470nm,Time_In_Center_Zone,9,0
14,470nm_10_3,470nm,Time_In_Center_Zone,10,0
15,470nm_1_3,470nm,Time_In_Center_Zone,1,52.7
15,470nm_2_3,470nm,Time_In_Center_Zone,2,143.13
15,470nm_3_3,470nm,Time_In_Center_Zone,3,148.02
15,470nm_4_3,470nm,Time_In_Center_Zone,4,112.03
15,470nm_5_3,470nm,Time_In_Center_Zone,5,17.12
15,470nm_6_3,470nm,Time_In_Center_Zone,6,37.69
15,470nm_7_3,470nm,Time_In_Center_Zone,7,35.13
15,470nm_8_3,470nm,Time_In_Center_Zone,8,0
15,470nm_9_3,470nm,Time_In_Center_Zone,9,0
15,470nm_10_3,470nm,Time_In_Center_Zone,10,0
1,500nm_1_1,500nm,Time_In_Thigmotaxis_Zone,1,322.26
1,500nm_2_1,500nm,Time_In_Thigmotaxis_Zone,2,333.51
1,500nm_3_1,500nm,Time_In_Thigmotaxis_Zone,3,319.52
1,500nm_4_1,500nm,Time_In_Thigmotaxis_Zone,4,326.65
1,500nm_5_1,500nm,Time_In_Thigmotaxis_Zone,5,342.26
1,500nm_6_1,500nm,Time_In_Thigmotaxis_Zone,6,347.26
1,500nm_7_1,500nm,Time_In_Thigmotaxis_Zone,7,365.23
1,500nm_8_1,500nm,Time_In_Thigmotaxis_Zone,8,356.26
1,500nm_9_1,500nm,Time_In_Thigmotaxis_Zone,9,517.26
1,500nm_10_1,500nm,Time_In_Thigmotaxis_Zone,10,509.63
2,500nm_1_1,500nm,Time_In_Thigmotaxis_Zone,1,325.57
2,500nm_2_1,500nm,Time_In_Thigmotaxis_Zone,2,369.56
