dumyID_EachDay_EachLight,trailID,lightWavelength,behaviorType,day,value
12,660nm_4_3,660nm,Time_In_Transition_Zone,4,135.26
12,660nm_5_3,660nm,Time_In_Transition_Zone,5,156.65
12,660nm_6_3,660nm,Time_In_Transition_Zone,6,125.32
12,660nm_7_3,660nm,Time_In_Transition_Zone,7,169.65
12,660nm_8_3,660nm,Time_In_Transition_Zone,8,62.56
12,660nm_9_3,660nm,Time_In_Transition_Zone,9,37.56
12,660nm_10_3,660nm,Time_In_Transition_Zone,10,26.68
13,660nm_1_3,660nm,Time_In_Transition_Zone,1,139.65
13,660nm_2_3,660nm,Time_In_Transition_Zone,2,122.53
13,660nm_3_3,660nm,Time_In_Transition_Zone,3,124.23
13,660nm_4_3,660nm,Time_In_Transition_Zone,4,134.53
13,660nm_5_3,660nm,Time_In_Transition_Zone,5,154.23
13,660nm_6_3,660nm,Time_In_Transition_Zone,6,135.26
13,660nm_7_3,660nm,Time_In_Transition_Zone,7,159.65
13,660nm_8_3,660nm,Time_In_Transition_Zone,8,35.99
13,660nm_9_3,660nm,Time_In_Transition_Zone,9,34.32
13,660nm_10_3,660nm,Time_In_Transition_Zone,10,28.67
14,660nm_1_3,660nm,Time_In_Transition_Zone,1,159.65
14,660nm_2_3,660nm,Time_In_Transition_Zone,2,102.32
14,660nm_3_3,660nm,Time_In_Transition_Zone,3,142.32
14,660nm_4_3,660nm,Time_In_Transition_Zone,4,136.32
14,660nm_5_3,660nm,Time_In_Transition_Zone,5,159.65
14,660nm_6_3,660nm,Time_In_Transition_Zone,6,139.65
14,660nm_7_3,660nm,Time_In_Transition_Zone,7,148.65
14,660nm_8_3,660nm,Time_In_Transition_Zone,8,64.28
14,660nm_9_3,660nm,Time_In_Transition_Zone,9,35.32
14,660nm_10_3,660nm,Time_In_Transition_Zone,10,32.16
15,660nm_1_3,660nm,Time_In_Transition_Zone,1,157.65
15,660nm_2_3,660nm,Time_In_Transition_Zone,2,106.32
15,660nm_3_3,660nm,Time_In_Transition_Zone,3,153.36
15,660nm_4_3,660nm,Time_In_Transition_Zone,4,125.32
15,660nm_5_3,660nm,Time_In_Transition_Zone,5,152.23
15,660nm_6_3,660nm,Time_In_Transition_Zone,6,168.56
15,660nm_7_3,660nm,Time_In_Transition_Zone,7,196.33
15,660nm_8_3,660nm,Time_In_Transition_Zone,8,38.56
15,660nm_9_3,660nm,Time_In_Transition_Zone,9,34.32
15,660nm_10_3,660nm,Time_In_Transition_Zone,10,30.26
1,660nm_1_1,660nm,Time_In_Center_Zone,1,97.54
1,660nm_2_1,660nm,Time_In_Center_Zone,2,102.11
1,660nm_3_1,660nm,Time_In_Center_Zone,3,153.55
1,660nm_4_1,660nm,Time_In_Center_Zone,4,102.45
1,660nm_5_1,660nm,Time_In_Center_Zone,5,144.67
1,660nm_6_1,660nm,Time_In_Center_Zone,6,142.58
1,660nm_7_1,660nm,Time_In_Center_Zone,7,122.45
1,660nm_8_1,660nm,Time_In_Center_Zone,8,67.76
1,660nm_9_1,660nm,Time_In_Center_Zone,9,58.21
1,660nm_10_1,660nm,Time_In_Center_Zone,10,58.66
2,660nm_1_1,660nm,Time_In_Center_Zone,1,84.45
2,660nm_2_1,660nm,Time_In_Center_Zone,2,93.12
2,660nm_3_1,660nm,Time_In_Center_Zone,3,161.43
2,660nm_4_1,660nm,Time_In_Center_Zone,4,106.45
2,660nm_5_1,660nm,Time_In_Center_Zone,5,138.59
2,660nm_6_1,660nm,Time_In_Center_Zone,6,153.22
2,660nm_7_1,660nm,Time_In_Center_Zone,7,115.48
2,660nm_8_1,660nm,Time_In_Center_Zone,8,62.01
2,660nm_9_1,660nm,Time_In_Center_Zone,9,50.12
2,660nm_10_1,660nm,Time_In_Center_Zone,10,49.12
3,660nm_1_1,660nm,Time_In_Center_Zone,1,80.13
3,660nm_2_1,660nm,Time_In_Center_Zone,2,142.45
3,660nm_3_1,660nm,Time_In_Center_Zone,3,163.33
3,660nm_4_1,660nm,Time_In_Center_Zone,4,140.81
3,660nm_5_1,660nm,Time_In_Center_Zone,5,144.52
3,660nm_6_1,660nm,Time_In_Center_Zone,6,143.1
3,660nm_7_1,660nm,Time_In_Center_Zone,7,139.42
3,660nm_8_1,660nm,Time_In_Center_Zone,8,59.12
3,660nm_9_1,660nm,Time_In_Center_Zone,9,51.14
3,660nm_10_1,660nm,Time_In_Center_Zone,10,49.21
4,660nm_1_1,660nm,Time_In_Center_Zone,1,75.36
4,660nm_2_1,660nm,Time_In_Center_Zone,2,142.45
4,660nm_3_1,660nm,Time_In_Center_Zone,3,158.36
4,660nm_4_1,660nm,Time_In_Center_Zone,4,99.51
4,660nm_5_1,660nm,Time_In_Center_Zone,5,137.62
4,660nm_6_1,660nm,Time_In_Center_Zone,6,158.9
4,660nm_7_1,660nm,Time_In_Center_Zone,7,121.3
4,660nm_8_1,660nm,Time_In_Center_Zone,8,69.35
4,660nm_9_1,660nm,Time_In_Center_Zone,9,48.02
4,660nm_10_1,660nm,Time_In_Center_Zone,10,41.78
5,660nm_1_1,660nm,Time_In_Center_Zone,1,79.54
5,660nm_2_1,660nm,Time_In_Center_Zone,2,129.43
5,660nm_3_1,660nm,Time_In_Center_Zone,3,151
5,660nm_4_1,660nm,Time_In_Center_Zone,4,119.55
5,660nm_5_1,660nm,Time_In_Center_Zone,5,122.09
5,660nm_6_1,660nm,Time_In_Center_Zone,6,166.21
5,660nm_7_1,660nm,Time_In_Center_Zone,7,138.36
5,660nm_8_1,660nm,Time_In_Center_Zone,8,68.03
5,660nm_9_1,660nm,Time_In_Center_Zone,9,46.21
5,660nm_10_1,660nm,Time_In_Center_Zone,10,50.12
6,660nm_1_2,660nm,Time_In_Center_Zone,1,82.4
6,660nm_2_2,660nm,Time_In_Center_Zone,2,134.51
6,660nm_3_2,660nm,Time_In_Center_Zone,3,138.91
6,660nm_4_2,660nm,Time_In_Center_Zone,4,107.02
6,660nm_5_2,660nm,Time_In_Center_Zone,5,98.19
6,660nm_6_2,660nm,Time_In_Center_Zone,6,137.45
6,660nm_7_2,660nm,Time_In_Center_Zone,7,108.03
6,660nm_8_2,660nm,Time_In_Center_Zone,8,63.03
6,660nm_9_2,660nm,Time_In_Center_Zone,9,51.18
6,660nm_10_2,660nm,Time_In_Center_Zone,10,41.96
7,660nm_1_2,660nm,Time_In_Center_Zone,1,61.18
7,660nm_2_2,660nm,Time_In_Center_Zone,2,152.21
7,660nm_3_2,660nm,Time_In_Center_Zone,3,137.56
7,660nm_4_2,660nm,Time_In_Center_Zone,4,145.12
7,660nm_5_2,660nm,Time_In_Center_Zone,5,115.12
7,660nm_6_2,660nm,Time_In_Center_Zone,6,131.11
7,660nm_7_2,660nm,Time_In_Center_Zone,7,82.36
7,660nm_8_2,660nm,Time_In_Center_Zone,8,69.03
7,660nm_9_2,660nm,Time_In_Center_Zone,9,54.55
7,660nm_10_2,660nm,Time_In_Center_Zone,10,51.37
8,660nm_1_2,660nm,Time_In_Center_Zone,1,44.36
8,660nm_2_2,660nm,Time_In_Center_Zone,2,106.22
8,660nm_3_2,660nm,Time_In_Center_Zone,3,96.42
8,660nm_4_2,660nm,Time_In_Center_Zone,4,90.36
8,660nm_5_2,660nm,Time_In_Center_Zone,5,135.34
8,660nm_6_2,660nm,Time_In_Center_Zone,6,111.41
8,660nm_7_2,660nm,Time_In_Center_Zone,7,107.05
8,660nm_8_2,660nm,Time_In_Center_Zone,8,36.19
8,660nm_9_2,660nm,Time_In_Center_Zone,9,61.12
8,660nm_10_2,660nm,Time_In_Center_Zone,10,56.69
9,660nm_1_2,660nm,Time_In_Center_Zone,1,23.82
9,660nm_2_2,660nm,Time_In_Center_Zone,2,120.12
9,660nm_3_2,660nm,Time_In_Center_Zone,3,84.39
9,660nm_4_2,660nm,Time_In_Center_Zone,4,121.43
9,660nm_5_2,660nm,Time_In_Center_Zone,5,141.98
9,660nm_6_2,660nm,Time_In_Center_Zone,6,37.03
9,660nm_7_2,660nm,Time_In_Center_Zone,7,82.22
9,660nm_8_2,660nm,Time_In_Center_Zone,8,43.09
9,660nm_9_2,660nm,Time_In_Center_Zone,9,59.78
9,660nm_10_2,660nm,Time_In_Center_Zone,10,51.67
10,660nm_1_2,660nm,Time_In_Center_Zone,1,57.78
10,660nm_2_2,660nm,Time_In_Center_Zone,2,160.21
10,660nm_3_2,660nm,Time_In_Center_Zone,3,97.13
10,660nm_4_2,660nm,Time_In_Center_Zone,4,106.42
10,660nm_5_2,660nm,Time_In_Center_Zone,5,49.28
10,660nm_6_2,660nm,Time_In_Center_Zone,6,69.45
10,660nm_7_2,660nm,Time_In_Center_Zone,7,75.05
10,660nm_8_2,660nm,Time_In_Center_Zone,8,39.36
10,660nm_9_2,660nm,Time_In_Center_Zone,9,41.7
10,660nm_10_2,660nm,Time_In_Center_Zone,10,61.13
11,660nm_1_3,660nm,Time_In_Center_Zone,1,20.32
11,660nm_2_3,660nm,Time_In_Center_Zone,2,148.25
11,660nm_3_3,660nm,Time_In_Center_Zone,3,95.12
11,660nm_4_3,660nm,Time_In_Center_Zone,4,52.03
11,660nm_5_3,660nm,Time_In_Center_Zone,5,81.21
11,660nm_6_3,660nm,Time_In_Center_Zone,6,123.45
11,660nm_7_3,660nm,Time_In_Center_Zone,7,88.36
11,660nm_8_3,660nm,Time_In_Center_Zone,8,48.46
11,660nm_9_3,660nm,Time_In_Center_Zone,9,43.12
11,660nm_10_3,660nm,Time_In_Center_Zone,10,45.67
12,660nm_1_3,660nm,Time_In_Center_Zone,1,17.7
12,660nm_2_3,660nm,Time_In_Center_Zone,2,169.78
12,660nm_3_3,660nm,Time_In_Center_Zone,3,119.12
12,660nm_4_3,660nm,Time_In_Center_Zone,4,99.31
12,660nm_5_3,660nm,Time_In_Center_Zone,5,48.21
12,660nm_6_3,660nm,Time_In_Center_Zone,6,149.03
12,660nm_7_3,660nm,Time_In_Center_Zone,7,43.7
12,660nm_8_3,660nm,Time_In_Center_Zone,8,23.46
12,660nm_9_3,660nm,Time_In_Center_Zone,9,41.21
12,660nm_10_3,660nm,Time_In_Center_Zone,10,23.67
13,660nm_1_3,660nm,Time_In_Center_Zone,1,69.79
13,660nm_2_3,660nm,Time_In_Center_Zone,2,174.81
13,660nm_3_3,660nm,Time_In_Center_Zone,3,160.51
13,660nm_4_3,660nm,Time_In_Center_Zone,4,111.15
13,660nm_5_3,660nm,Time_In_Center_Zone,5,125.62
13,660nm_6_3,660nm,Time_In_Center_Zone,6,105.09
13,660nm_7_3,660nm,Time_In_Center_Zone,7,65.09
13,660nm_8_3,660nm,Time_In_Center_Zone,8,49.45
13,660nm_9_3,660nm,Time_In_Center_Zone,9,49.36
13,660nm_10_3,660nm,Time_In_Center_Zone,10,61.97
14,660nm_1_3,660nm,Time_In_Center_Zone,1,75.03
14,660nm_2_3,660nm,Time_In_Center_Zone,2,172.55
14,660nm_3_3,660nm,Time_In_Center_Zone,3,105.32
14,660nm_4_3,660nm,Time_In_Center_Zone,4,97.33
14,660nm_5_3,660nm,Time_In_Center_Zone,5,78.2
14,660nm_6_3,660nm,Time_In_Center_Zone,6,111.7
14,660nm_7_3,660nm,Time_In_Center_Zone,7,101.7
14,660nm_8_3,660nm,Time_In_Center_Zone,8,20.49
14,660nm_9_3,660nm,Time_In_Center_Zone,9,45.03
14,660nm_10_3,660nm,Time_In_Center_Zone,10,48.19
15,660nm_1_3,660nm,Time_In_Center_Zone,1,73.7
15,660nm_2_3,660nm,Time_In_Center_Zone,2,167.13
15,660nm_3_3,660nm,Time_In_Center_Zone,3,84.64
15,660nm_4_3,660nm,Time_In_Center_Zone,4,122.45
15,660nm_5_3,660nm,Time_In_Center_Zone,5,123.62
15,660nm_6_3,660nm,Time_In_Center_Zone,6,79.31
15,660nm_7_3,660nm,Time_In_Center_Zone,7,113.01
15,660nm_8_3,660nm,Time_In_Center_Zone,8,19.44
15,660nm_9_3,660nm,Time_In_Center_Zone,9,51.45
15,660nm_10_3,660nm,Time_In_Center_Zone,10,51.09
1,white_1_1,white,Time_In_Thigmotaxis_Zone,1,321.26
1,white_2_1,white,Time_In_Thigmotaxis_Zone,2,356.23
1,white_3_1,white,Time_In_Thigmotaxis_Zone,3,319.56
1,white_4_1,white,Time_In_Thigmotaxis_Zone,4,346.59
1,white_5_1,white,Time_In_Thigmotaxis_Zone,5,326.65
1,white_6_1,white,Time_In_Thigmotaxis_Zone,6,302.16
1,white_7_1,white,Time_In_Thigmotaxis_Zone,7,332.12
1,white_8_1,white,Time_In_Thigmotaxis_Zone,8,513.23
1,white_9_1,white,Time_In_Thigmotaxis_Zone,9,512.32
1,white_10_1,white,Time_In_Thigmotaxis_Zone,10,508.99
2,white_1_1,white,Time_In_Thigmotaxis_Zone,1,336.56
2,white_2_1,white,Time_In_Thigmotaxis_Zone,2,342.15
2,white_3_1,white,Time_In_Thigmotaxis_Zone,3,308.56
2,white_4_1,white,Time_In_Thigmotaxis_Zone,4,352.65
2,white_5_1,white,Time_In_Thigmotaxis_Zone,5,322.95
2,white_6_1,white,Time_In_Thigmotaxis_Zone,6,303.23
2,white_7_1,white,Time_In_Thigmotaxis_Zone,7,310.12
2,white_8_1,white,Time_In_Thigmotaxis_Zone,8,524.32
2,white_9_1,white,Time_In_Thigmotaxis_Zone,9,526.32
2,white_10_1,white,Time_In_Thigmotaxis_Zone,10,510.23
3,white_1_1,white,Time_In_Thigmotaxis_Zone,1,345.56
3,white_2_1,white,Time_In_Thigmotaxis_Zone,2,324.51
3,white_3_1,white,Time_In_Thigmotaxis_Zone,3,349.69
3,white_4_1,white,Time_In_Thigmotaxis_Zone,4,349.65
3,white_5_1,white,Time_In_Thigmotaxis_Zone,5,358.69
3,white_6_1,white,Time_In_Thigmotaxis_Zone,6,305.16
3,white_7_1,white,Time_In_Thigmotaxis_Zone,7,305.12
3,white_8_1,white,Time_In_Thigmotaxis_Zone,8,509.26
3,white_9_1,white,Time_In_Thigmotaxis_Zone,9,529.61
3,white_10_1,white,Time_In_Thigmotaxis_Zone,10,512.32
4,white_1_1,white,Time_In_Thigmotaxis_Zone,1,352.32
4,white_2_1,white,Time_In_Thigmotaxis_Zone,2,333.26
4,white_3_1,white,Time_In_Thigmotaxis_Zone,3,352.62
4,white_4_1,white,Time_In_Thigmotaxis_Zone,4,356.69
4,white_5_1,white,Time_In_Thigmotaxis_Zone,5,354.86
4,white_6_1,white,Time_In_Thigmotaxis_Zone,6,305.12
4,white_7_1,white,Time_In_Thigmotaxis_Zone,7,326.65
4,white_8_1,white,Time_In_Thigmotaxis_Zone,8,513.32
4,white_9_1,white,Time_In_Thigmotaxis_Zone,9,514.23
4,white_10_1,white,Time_In_Thigmotaxis_Zone,10,516.32
5,white_1_1,white,Time_In_Thigmotaxis_Zone,1,342.25
5,white_2_1,white,Time_In_Thigmotaxis_Zone,2,325.46
5,white_3_1,white,Time_In_Thigmotaxis_Zone,3,342.53
5,white_4_1,white,Time_In_Thigmotaxis_Zone,4,352.68
5,white_5_1,white,Time_In_Thigmotaxis_Zone,5,354.65
5,white_6_1,white,Time_In_Thigmotaxis_Zone,6,302.12
5,white_7_1,white,Time_In_Thigmotaxis_Zone,7,333.23
5,white_8_1,white,Time_In_Thigmotaxis_Zone,8,506.32
5,white_9_1,white,Time_In_Thigmotaxis_Zone,9,526.65
5,white_10_1,white,Time_In_Thigmotaxis_Zone,10,526.32
6,white_1_2,white,Time_In_Thigmotaxis_Zone,1,341.15
6,white_2_2,white,Time_In_Thigmotaxis_Zone,2,352.64
6,white_3_2,white,Time_In_Thigmotaxis_Zone,3,326.65
6,white_4_2,white,Time_In_Thigmotaxis_Zone,4,359.66
6,white_5_2,white,Time_In_Thigmotaxis_Zone,5,333.95
6,white_6_2,white,Time_In_Thigmotaxis_Zone,6,302.63
6,white_7_2,white,Time_In_Thigmotaxis_Zone,7,321.26
6,white_8_2,white,Time_In_Thigmotaxis_Zone,8,505.26
6,white_9_2,white,Time_In_Thigmotaxis_Zone,9,514.33
6,white_10_2,white,Time_In_Thigmotaxis_Zone,10,509.66
7,white_1_2,white,Time_In_Thigmotaxis_Zone,1,350.22
7,white_2_2,white,Time_In_Thigmotaxis_Zone,2,325.89
7,white_3_2,white,Time_In_Thigmotaxis_Zone,3,342.1
7,white_4_2,white,Time_In_Thigmotaxis_Zone,4,354.65
7,white_5_2,white,Time_In_Thigmotaxis_Zone,5,378.65
7,white_6_2,white,Time_In_Thigmotaxis_Zone,6,362.12
7,white_7_2,white,Time_In_Thigmotaxis_Zone,7,326.65
7,white_8_2,white,Time_In_Thigmotaxis_Zone,8,506.34
7,white_9_2,white,Time_In_Thigmotaxis_Zone,9,509.26
7,white_10_2,white,Time_In_Thigmotaxis_Zone,10,512.32
8,white_1_2,white,Time_In_Thigmotaxis_Zone,1,316.23
8,white_2_2,white,Time_In_Thigmotaxis_Zone,2,365.45
8,white_3_2,white,Time_In_Thigmotaxis_Zone,3,342.05
8,white_4_2,white,Time_In_Thigmotaxis_Zone,4,326.65
8,white_5_2,white,Time_In_Thigmotaxis_Zone,5,326.65
8,white_6_2,white,Time_In_Thigmotaxis_Zone,6,325.12
8,white_7_2,white,Time_In_Thigmotaxis_Zone,7,359.65
8,white_8_2,white,Time_In_Thigmotaxis_Zone,8,512.32
8,white_9_2,white,Time_In_Thigmotaxis_Zone,9,519.86
8,white_10_2,white,Time_In_Thigmotaxis_Zone,10,504.23
9,white_1_2,white,Time_In_Thigmotaxis_Zone,1,325.65
9,white_2_2,white,Time_In_Thigmotaxis_Zone,2,395.16
9,white_3_2,white,Time_In_Thigmotaxis_Zone,3,326.65
9,white_4_2,white,Time_In_Thigmotaxis_Zone,4,359.65
9,white_5_2,white,Time_In_Thigmotaxis_Zone,5,329.78
9,white_6_2,white,Time_In_Thigmotaxis_Zone,6,342.15
9,white_7_2,white,Time_In_Thigmotaxis_Zone,7,352.24
9,white_8_2,white,Time_In_Thigmotaxis_Zone,8,509.65
9,white_9_2,white,Time_In_Thigmotaxis_Zone,9,527.86
9,white_10_2,white,Time_In_Thigmotaxis_Zone,10,505.89
10,white_1_2,white,Time_In_Thigmotaxis_Zone,1,321.56
10,white_2_2,white,Time_In_Thigmotaxis_Zone,2,329.15
10,white_3_2,white,Time_In_Thigmotaxis_Zone,3,352.16
10,white_4_2,white,Time_In_Thigmotaxis_Zone,4,328.65
10,white_5_2,white,Time_In_Thigmotaxis_Zone,5,328.69
10,white_6_2,white,Time_In_Thigmotaxis_Zone,6,321.52
10,white_7_2,white,Time_In_Thigmotaxis_Zone,7,315.23
10,white_8_2,white,Time_In_Thigmotaxis_Zone,8,512.32
10,white_9_2,white,Time_In_Thigmotaxis_Zone,9,524.19
10,white_10_2,white,Time_In_Thigmotaxis_Zone,10,503.64
11,white_1_3,white,Time_In_Thigmotaxis_Zone,1,322.66
11,white_2_3,white,Time_In_Thigmotaxis_Zone,2,326.65
11,white_3_3,white,Time_In_Thigmotaxis_Zone,3,324.56
11,white_4_3,white,Time_In_Thigmotaxis_Zone,4,349.65
11,white_5_3,white,Time_In_Thigmotaxis_Zone,5,348.59
11,white_6_3,white,Time_In_Thigmotaxis_Zone,6,324.15
11,white_7_3,white,Time_In_Thigmotaxis_Zone,7,326.65
11,white_8_3,white,Time_In_Thigmotaxis_Zone,8,509.66
11,white_9_3,white,Time_In_Thigmotaxis_Zone,9,524.38
11,white_10_3,white,Time_In_Thigmotaxis_Zone,10,518.67
12,white_1_3,white,Time_In_Thigmotaxis_Zone,1,324.51
12,white_2_3,white,Time_In_Thigmotaxis_Zone,2,329.45
12,white_3_3,white,Time_In_Thigmotaxis_Zone,3,332.65
12,white_4_3,white,Time_In_Thigmotaxis_Zone,4,378.65
12,white_5_3,white,Time_In_Thigmotaxis_Zone,5,356.87
12,white_6_3,white,Time_In_Thigmotaxis_Zone,6,351.2
12,white_7_3,white,Time_In_Thigmotaxis_Zone,7,329.56
12,white_8_3,white,Time_In_Thigmotaxis_Zone,8,524.32
12,white_9_3,white,Time_In_Thigmotaxis_Zone,9,527.39
12,white_10_3,white,Time_In_Thigmotaxis_Zone,10,529.63
13,white_1_3,white,Time_In_Thigmotaxis_Zone,1,335.65
13,white_2_3,white,Time_In_Thigmotaxis_Zone,2,365.46
13,white_3_3,white,Time_In_Thigmotaxis_Zone,3,324.55
13,white_4_3,white,Time_In_Thigmotaxis_Zone,4,359.65
13,white_5_3,white,Time_In_Thigmotaxis_Zone,5,326.6
13,white_6_3,white,Time_In_Thigmotaxis_Zone,6,321.12
13,white_7_3,white,Time_In_Thigmotaxis_Zone,7,349.56
13,white_8_3,white,Time_In_Thigmotaxis_Zone,8,523.33
13,white_9_3,white,Time_In_Thigmotaxis_Zone,9,519.65
13,white_10_3,white,Time_In_Thigmotaxis_Zone,10,512.38
14,white_1_3,white,Time_In_Thigmotaxis_Zone,1,305.56
14,white_2_3,white,Time_In_Thigmotaxis_Zone,2,359.26
14,white_3_3,white,Time_In_Thigmotaxis_Zone,3,327.58
14,white_4_3,white,Time_In_Thigmotaxis_Zone,4,348.65
14,white_5_3,white,Time_In_Thigmotaxis_Zone,5,329.55
14,white_6_3,white,Time_In_Thigmotaxis_Zone,6,342.12
14,white_7_3,white,Time_In_Thigmotaxis_Zone,7,359.98
14,white_8_3,white,Time_In_Thigmotaxis_Zone,8,506.62
14,white_9_3,white,Time_In_Thigmotaxis_Zone,9,512.32
14,white_10_3,white,Time_In_Thigmotaxis_Zone,10,514.86
15,white_1_3,white,Time_In_Thigmotaxis_Zone,1,326.65
15,white_2_3,white,Time_In_Thigmotaxis_Zone,2,326.99
15,white_3_3,white,Time_In_Thigmotaxis_Zone,3,325.99
15,white_4_3,white,Time_In_Thigmotaxis_Zone,4,329.65
15,white_5_3,white,Time_In_Thigmotaxis_Zone,5,351.96
15,white_6_3,white,Time_In_Thigmotaxis_Zone,6,312.15
15,white_7_3,white,Time_In_Thigmotaxis_Zone,7,368.78
15,white_8_3,white,Time_In_Thigmotaxis_Zone,8,529.32
15,white_9_3,white,Time_In_Thigmotaxis_Zone,9,506.33
15,white_10_3,white,Time_In_Thigmotaxis_Zone,10,526.99
1,white_1_1,white,Time_In_Transition_Zone,1,135.65
1,white_2_1,white,Time_In_Transition_Zone,2,156.23
1,white_3_1,white,Time_In_Transition_Zone,3,132.65
1,white_4_1,white,Time_In_Transition_Zone,4,145.63
1,white_5_1,white,Time_In_Transition_Zone,5,146.65
1,white_6_1,white,Time_In_Transition_Zone,6,146.65
1,white_7_1,white,Time_In_Transition_Zone,7,145.69
1,white_8_1,white,Time_In_Transition_Zone,8,40.59
1,white_9_1,white,Time_In_Transition_Zone,9,45.12
1,white_10_1,white,Time_In_Transition_Zone,10,39.56
2,white_1_1,white,Time_In_Transition_Zone,1,142.36
2,white_2_1,white,Time_In_Transition_Zone,2,155.22
2,white_3_1,white,Time_In_Transition_Zone,3,121.34
2,white_4_1,white,Time_In_Transition_Zone,4,144.23
2,white_5_1,white,Time_In_Transition_Zone,5,157.65
2,white_6_1,white,Time_In_Transition_Zone,6,143.56
2,white_7_1,white,Time_In_Transition_Zone,7,129.65
2,white_8_1,white,Time_In_Transition_Zone,8,41.23
2,white_9_1,white,Time_In_Transition_Zone,9,46.53
2,white_10_1,white,Time_In_Transition_Zone,10,38.15
3,white_1_1,white,Time_In_Transition_Zone,1,141.21
3,white_2_1,white,Time_In_Transition_Zone,2,150.12
3,white_3_1,white,Time_In_Transition_Zone,3,151.23
3,white_4_1,white,Time_In_Transition_Zone,4,152.32
3,white_5_1,white,Time_In_Transition_Zone,5,152.23
3,white_6_1,white,Time_In_Transition_Zone,6,125.35
3,white_7_1,white,Time_In_Transition_Zone,7,168.59
3,white_8_1,white,Time_In_Transition_Zone,8,40.89
3,white_9_1,white,Time_In_Transition_Zone,9,39.56
3,white_10_1,white,Time_In_Transition_Zone,10,39.56
4,white_1_1,white,Time_In_Transition_Zone,1,99.65
4,white_2_1,white,Time_In_Transition_Zone,2,146.35
4,white_3_1,white,Time_In_Transition_Zone,3,162.35
4,white_4_1,white,Time_In_Transition_Zone,4,162.32
4,white_5_1,white,Time_In_Transition_Zone,5,141.23
4,white_6_1,white,Time_In_Transition_Zone,6,162.32
4,white_7_1,white,Time_In_Transition_Zone,7,152.42
4,white_8_1,white,Time_In_Transition_Zone,8,42.65
4,white_9_1,white,Time_In_Transition_Zone,9,38.55
4,white_10_1,white,Time_In_Transition_Zone,10,40.23
5,white_1_1,white,Time_In_Transition_Zone,1,142.56
5,white_2_1,white,Time_In_Transition_Zone,2,144.26
5,white_3_1,white,Time_In_Transition_Zone,3,159.65
5,white_4_1,white,Time_In_Transition_Zone,4,152.03
5,white_5_1,white,Time_In_Transition_Zone,5,151.23
5,white_6_1,white,Time_In_Transition_Zone,6,165.24
5,white_7_1,white,Time_In_Transition_Zone,7,153.26
5,white_8_1,white,Time_In_Transition_Zone,8,39.65
5,white_9_1,white,Time_In_Transition_Zone,9,37.15
5,white_10_1,white,Time_In_Transition_Zone,10,41.69
6,white_1_2,white,Time_In_Transition_Zone,1,138.79
6,white_2_2,white,Time_In_Transition_Zone,2,135.22
6,white_3_2,white,Time_In_Transition_Zone,3,154.23
6,white_4_2,white,Time_In_Transition_Zone,4,152.06
6,white_5_2,white,Time_In_Transition_Zone,5,141.55
6,white_6_2,white,Time_In_Transition_Zone,6,195.65
6,white_7_2,white,Time_In_Transition_Zone,7,140.23
6,white_8_2,white,Time_In_Transition_Zone,8,32.16
6,white_9_2,white,Time_In_Transition_Zone,9,34.52
6,white_10_2,white,Time_In_Transition_Zone,10,43.65
7,white_1_2,white,Time_In_Transition_Zone,1,168.56
7,white_2_2,white,Time_In_Transition_Zone,2,124.35
7,white_3_2,white,Time_In_Transition_Zone,3,132.65
7,white_4_2,white,Time_In_Transition_Zone,4,155.23
7,white_5_2,white,Time_In_Transition_Zone,5,126.53
7,white_6_2,white,Time_In_Transition_Zone,6,126.33
7,white_7_2,white,Time_In_Transition_Zone,7,115.23
7,white_8_2,white,Time_In_Transition_Zone,8,30.26
7,white_9_2,white,Time_In_Transition_Zone,9,32.56
7,white_10_2,white,Time_In_Transition_Zone,10,42.86
8,white_1_2,white,Time_In_Transition_Zone,1,154.65
8,white_2_2,white,Time_In_Transition_Zone,2,126.51
8,white_3_2,white,Time_In_Transition_Zone,3,137.59
8,white_4_2,white,Time_In_Transition_Zone,4,154.32
8,white_5_2,white,Time_In_Transition_Zone,5,124.53
8,white_6_2,white,Time_In_Transition_Zone,6,169.32
8,white_7_2,white,Time_In_Transition_Zone,7,106.23
8,white_8_2,white,Time_In_Transition_Zone,8,31.56
8,white_9_2,white,Time_In_Transition_Zone,9,34.15
8,white_10_2,white,Time_In_Transition_Zone,10,39.56
9,white_1_2,white,Time_In_Transition_Zone,1,142.32
9,white_2_2,white,Time_In_Transition_Zone,2,121.26
9,white_3_2,white,Time_In_Transition_Zone,3,152.64
9,white_4_2,white,Time_In_Transition_Zone,4,165.32
9,white_5_2,white,Time_In_Transition_Zone,5,125.54
9,white_6_2,white,Time_In_Transition_Zone,6,151.45
9,white_7_2,white,Time_In_Transition_Zone,7,102.56
9,white_8_2,white,Time_In_Transition_Zone,8,37.21
9,white_9_2,white,Time_In_Transition_Zone,9,36.18
9,white_10_2,white,Time_In_Transition_Zone,10,38.45
10,white_1_2,white,Time_In_Transition_Zone,1,165.54
10,white_2_2,white,Time_In_Transition_Zone,2,132.65
10,white_3_2,white,Time_In_Transition_Zone,3,168.59
10,white_4_2,white,Time_In_Transition_Zone,4,154.23
10,white_5_2,white,Time_In_Transition_Zone,5,126.59
10,white_6_2,white,Time_In_Transition_Zone,6,162.32
10,white_7_2,white,Time_In_Transition_Zone,7,127.86
10,white_8_2,white,Time_In_Transition_Zone,8,30.65
