wavelength,behaviorType,day,mean_treatment,sd_treatment,n_treatment,lightWavelength,mean_control,sd_control,n_control,yi,vi,Study_ID
620nm,Time_In_Thigmotaxis_Zone,8,519.262,12.074878408142604,15,dark,321.764,17.937346037169018,15,0.47859021517123285,2.4323079704334987e-4,Zebrafish_wavelength_study
620nm,Time_In_Thigmotaxis_Zone,9,508.6446666666667,9.047125720886378,15,dark,336.33733333333333,15.415326078135301,15,0.4136350473352077,1.6113502880644903e-4,Zebrafish_wavelength_study
620nm,Time_In_Thigmotaxis_Zone,10,511.26533333333333,10.869310575236694,15,dark,329.50533333333334,10.192534289277395,15,0.4392961588051208,9.392080530571596e-5,Zebrafish_wavelength_study
635nm,Distance,1,3909.498,194.80213746260586,15,dark,4380.472666666667,351.21991078986116,15,-0.11374765632212389,5.94094651005582e-4,Zebrafish_wavelength_study
635nm,Distance,2,3887.052,250.1429291767866,15,dark,4363.193333333334,234.46941109256719,15,-0.11555317547042507,4.686044607280183e-4,Zebrafish_wavelength_study
635nm,Distance,3,3870.93,262.08813550298026,15,dark,4294.291333333334,306.2102937260756,15,-0.10379175551341382,6.445868601716807e-4,Zebrafish_wavelength_study
635nm,Distance,4,3894.228,221.59593192501137,15,dark,4176.969333333333,161.64720109223163,15,-0.07009048684192971,3.1571277302247573e-4,Zebrafish_wavelength_study
635nm,Distance,5,3768.6653333333334,327.82862173194496,15,dark,4167.224,127.69351280088016,15,-0.10052919090459327,5.670575762708293e-4,Zebrafish_wavelength_study
635nm,Distance,6,3672.6193333333335,275.20320633687254,15,dark,4161.342,142.9954599778807,15,-0.12493249610615478,4.530582177061951e-4,Zebrafish_wavelength_study
635nm,Distance,7,3944.1233333333334,204.05337766892075,15,dark,4167.759333333333,228.4445559013222,15,-0.05515185388064844,3.7873397619367886e-4,Zebrafish_wavelength_study
635nm,Distance,8,5409.148,256.4345653712519,15,dark,4247.125466666666,377.6619589144818,15,0.24184920100249543,6.769707206019473e-4,Zebrafish_wavelength_study
635nm,Distance,9,5187.477333333333,357.894030155509,15,dark,4038.162,305.1266017620506,15,0.2504578781127255,6.979542777507058e-4,Zebrafish_wavelength_study
635nm,Distance,10,5218.749333333333,352.171868176943,15,dark,4178.118,431.65790588977137,15,0.22239687595841193,0.0010151733329656616,Zebrafish_wavelength_study
635nm,Time_In_Thigmotaxis_Zone,1,330.07866666666666,18.485428959305324,15,dark,321.31,21.77561086563196,15,0.02692462069197703,5.152868362621828e-4,Zebrafish_wavelength_study
635nm,Time_In_Thigmotaxis_Zone,2,351.38733333333334,14.809482708563394,15,dark,332.68533333333335,19.50672296805337,15,0.054692030518716135,3.4761521494595666e-4,Zebrafish_wavelength_study
635nm,Time_In_Thigmotaxis_Zone,3,325.8113333333333,17.843754356183272,15,dark,337.9313333333333,18.173143790717532,15,-0.03652423729523686,3.927648104972952e-4,Zebrafish_wavelength_study
635nm,Time_In_Thigmotaxis_Zone,4,358.65666666666664,32.684925242307614,15,dark,321.51533333333333,17.54169069334403,15,0.10932033497841433,7.521122304303138e-4,Zebrafish_wavelength_study
635nm,Time_In_Thigmotaxis_Zone,5,344.1806666666667,20.6709812009378,15,dark,310.0833333333333,8.761074352470928,15,0.10432563474723176,2.936873720785818e-4,Zebrafish_wavelength_study
635nm,Time_In_Thigmotaxis_Zone,6,350.80466666666666,25.75596237951978,15,dark,310.378,9.400143008030698,15,0.12243865382762772,4.20513089884472e-4,Zebrafish_wavelength_study
635nm,Time_In_Thigmotaxis_Zone,7,327.21466666666663,26.36894706892578,15,dark,318.8213333333333,12.214855046603036,15,0.025985566214995596,5.307977923425956e-4,Zebrafish_wavelength_study
635nm,Time_In_Thigmotaxis_Zone,8,514.6333333333333,10.372335917282669,15,dark,321.764,17.937346037169018,15,0.4696363154066446,2.342622207981752e-4,Zebrafish_wavelength_study
635nm,Time_In_Thigmotaxis_Zone,9,504.474,4.050087829735477,15,dark,336.33733333333333,15.415326078135301,15,0.4054016777130907,1.4434079031278322e-4,Zebrafish_wavelength_study
635nm,Time_In_Thigmotaxis_Zone,10,517.0146666666667,11.85447104722619,15,dark,329.50533333333334,10.192534289277395,15,0.45047870294818393,9.883768802625303e-5,Zebrafish_wavelength_study
660nm,Distance,1,3978.2726666666667,174.75699154077054,15,dark,4380.472666666667,351.21991078986116,15,-0.09630891159050434,5.572170104751039e-4,Zebrafish_wavelength_study
660nm,Distance,2,4034.043333333333,255.87890614414422,15,dark,4363.193333333334,234.46941109256719,15,-0.07843502367701272,4.607417431094548e-4,Zebrafish_wavelength_study
660nm,Distance,3,3906.9486666666667,201.94761353475056,15,dark,4294.291333333334,306.2102937260756,15,-0.09452986658684505,5.170923725524481e-4,Zebrafish_wavelength_study
660nm,Distance,4,3907.6866666666665,320.90648939854,15,dark,4176.969333333333,161.64720109223163,15,-0.06664039014342864,5.494441023712729e-4,Zebrafish_wavelength_study
660nm,Distance,5,3959.7833333333333,314.52351405775386,15,dark,4167.224,127.69351280088016,15,-0.0510607967302541,4.8319965850651843e-4,Zebrafish_wavelength_study
660nm,Distance,6,3976.33,363.3435124349564,15,dark,4161.342,142.9954599778807,15,-0.04547833506595401,6.353657664528442e-4,Zebrafish_wavelength_study
660nm,Distance,7,3699.8046666666664,430.7505591882061,15,dark,4167.759333333333,228.4445559013222,15,-0.11909853579744976,0.0011039480926800275,Zebrafish_wavelength_study
660nm,Distance,8,4988.666666666666,405.66733099683444,15,dark,4247.125466666666,377.6619589144818,15,0.16092627967318981,9.679776978866871e-4,Zebrafish_wavelength_study
660nm,Distance,9,5288.228666666667,315.9546852424674,15,dark,4038.162,305.1266017620506,15,0.2696937062195942,6.186071842607453e-4,Zebrafish_wavelength_study
660nm,Distance,10,5071.437333333333,323.8744869647295,15,dark,4178.118,431.65790588977137,15,0.19376336920999743,9.834792142711403e-4,Zebrafish_wavelength_study
660nm,Time_In_Thigmotaxis_Zone,1,321.37266666666665,13.989209855490486,15,dark,321.31,21.77561086563196,15,1.950158923386339e-4,4.325185032723135e-4,Zebrafish_wavelength_study
660nm,Time_In_Thigmotaxis_Zone,2,332.65866666666665,19.242717682529243,15,dark,332.68533333333335,19.50672296805337,15,-8.015903556951973e-5,4.5226898810741845e-4,Zebrafish_wavelength_study
660nm,Time_In_Thigmotaxis_Zone,3,317.4433333333333,17.06361026389477,15,dark,337.9313333333333,18.173143790717532,15,-0.062543394312120415,3.8542962687583397e-4,Zebrafish_wavelength_study
660nm,Time_In_Thigmotaxis_Zone,4,319.412,14.59915369367103,15,dark,321.51533333333333,17.54169069334403,15,-0.006563430125885847,3.3772000593904246e-4,Zebrafish_wavelength_study
660nm,Time_In_Thigmotaxis_Zone,5,303.69266666666664,5.024241899696576,15,dark,310.0833333333333,8.761074352470928,15,-0.020824853434388415,7.146555859020567e-5,Zebrafish_wavelength_study
660nm,Time_In_Thigmotaxis_Zone,6,327.1526666666667,19.63960847248185,15,dark,310.378,9.400143008030698,15,0.052636022978815936,3.014054759666744e-4,Zebrafish_wavelength_study
660nm,Time_In_Thigmotaxis_Zone,7,320.022,11.480273889216605,15,dark,318.8213333333333,12.214855046603036,15,0.0037588811457270385,1.83650052914973e-4,Zebrafish_wavelength_study
660nm,Time_In_Thigmotaxis_Zone,8,511.696,10.728367470003466,15,dark,321.764,17.937346037169018,15,0.46391234112704555,2.3648682746511953e-4,Zebrafish_wavelength_study
660nm,Time_In_Thigmotaxis_Zone,9,514.8633333333333,11.105044327863343,15,dark,336.33733333333333,15.415326078135301,15,0.4257868686999183,1.710583872052521e-4,Zebrafish_wavelength_study
660nm,Time_In_Thigmotaxis_Zone,10,515.782,9.880013157885976,15,dark,329.50533333333334,10.192534289277395,15,0.44809165563914155,8.825132400870616e-5,Zebrafish_wavelength_study
