wavelength,behaviorType,day,mean_treatment,sd_treatment,n_treatment,lightWavelength,mean_control,sd_control,n_control,yi,vi,Study_ID
365nm,Time_In_Thigmotaxis_Zone,7,514.7706666666667,18.348981469072918,15,dark,318.8213333333333,12.214855046603036,15,0.47909063175669425,1.825609408780369e-4,Zebrafish_wavelength_study
365nm,Time_In_Thigmotaxis_Zone,8,501.05533333333335,15.914391450448086,15,dark,321.764,17.937346037169018,15,0.4428981831881691,2.7443502966817065e-4,Zebrafish_wavelength_study
365nm,Time_In_Thigmotaxis_Zone,9,516.926,21.80291160110764,15,dark,336.33733333333333,15.415326078135301,15,0.42978510622346666,2.5864282876593637e-4,Zebrafish_wavelength_study
365nm,Time_In_Thigmotaxis_Zone,10,518.3106666666666,24.566244397740647,15,dark,329.50533333333334,10.192534289277395,15,0.45298226513332285,2.1355285537973904e-4,Zebrafish_wavelength_study
420nm,Distance,1,3907.7973333333334,236.36323295381823,15,dark,4380.472666666667,351.21991078986116,15,-0.11418275992790561,6.724691488854047e-4,Zebrafish_wavelength_study
420nm,Distance,2,3721.7386666666666,286.36050480536056,15,dark,4363.193333333334,234.46941109256719,15,-0.15901326256950185,5.871966693557259e-4,Zebrafish_wavelength_study
420nm,Distance,3,3864.284,290.13968901203435,15,dark,4294.291333333334,306.2102937260756,15,-0.10551013114862359,7.14797533968746e-4,Zebrafish_wavelength_study
420nm,Distance,4,3761.5453333333335,447.05412426983224,15,dark,4176.969333333333,161.64720109223163,15,-0.10475607782057896,0.0010415089658018216,Zebrafish_wavelength_study
420nm,Distance,5,1593.0973333333334,274.4797632006168,15,dark,4167.224,127.69351280088016,15,-0.9615699769850605,0.002041592264592255,Zebrafish_wavelength_study
420nm,Distance,6,1404.296,320.6791487898323,15,dark,4161.342,142.9954599778807,15,-1.0863015088103436,0.003555145267507195,Zebrafish_wavelength_study
420nm,Distance,7,1295.514,315.7733124930876,15,dark,4167.759333333333,228.4445559013222,15,-1.1684710336612474,0.0041610238562722335,Zebrafish_wavelength_study
420nm,Distance,8,1341.4026666666666,262.8404943107584,15,dark,4247.125466666666,377.6619589144818,15,-1.1525265606625785,0.003086755722624253,Zebrafish_wavelength_study
420nm,Distance,9,1348.5906666666667,226.03832053331976,15,dark,4038.162,305.1266017620506,15,-1.096729541419566,0.002253519949416714,Zebrafish_wavelength_study
420nm,Distance,10,1461.1033333333332,210.20892986559372,15,dark,4178.118,431.65790588977137,15,-1.050669047834628,0.002091489960987597,Zebrafish_wavelength_study
420nm,Time_In_Thigmotaxis_Zone,1,300.6053333333333,52.33500138075673,15,dark,321.31,21.77561086563196,15,-0.06660816974334731,0.0023268877837402174,Zebrafish_wavelength_study
420nm,Time_In_Thigmotaxis_Zone,2,339.3793333333333,32.71912993662154,15,dark,332.68533333333335,19.50672296805337,15,0.019921360882785625,8.488404581100109e-4,Zebrafish_wavelength_study
420nm,Time_In_Thigmotaxis_Zone,3,302.2973333333333,57.68120162542023,15,dark,337.9313333333333,18.173143790717532,15,-0.11143163853826966,0.002620019749496943,Zebrafish_wavelength_study
420nm,Time_In_Thigmotaxis_Zone,4,332.538,34.790113784563246,15,dark,321.51533333333333,17.54169069334403,15,0.03370890363444992,9.281378333412107e-4,Zebrafish_wavelength_study
420nm,Time_In_Thigmotaxis_Zone,5,513.374,15.431185400258238,15,dark,310.0833333333333,8.761074352470928,15,0.5041635458223637,1.1345269489066378e-4,Zebrafish_wavelength_study
420nm,Time_In_Thigmotaxis_Zone,6,503.42266666666666,15.899467855725177,15,dark,310.378,9.400143008030698,15,0.4836391993276848,1.2764787708035772e-4,Zebrafish_wavelength_study
420nm,Time_In_Thigmotaxis_Zone,7,504.50666666666666,11.371515583538848,15,dark,318.8213333333333,12.214855046603036,15,0.458950191825182,1.3172643546789648e-4,Zebrafish_wavelength_study
420nm,Time_In_Thigmotaxis_Zone,8,501.0346666666667,30.74761358142094,15,dark,321.764,17.937346037169018,15,0.44285693606132503,4.5825182688613716e-4,Zebrafish_wavelength_study
420nm,Time_In_Thigmotaxis_Zone,9,506.65,23.799062106370002,15,dark,336.33733333333333,15.415326078135301,15,0.40970580531621803,2.87143727292424e-4,Zebrafish_wavelength_study
420nm,Time_In_Thigmotaxis_Zone,10,486.262,41.00731941634672,15,dark,329.50533333333334,10.192534289277395,15,0.38915503333919704,5.379121527610833e-4,Zebrafish_wavelength_study
470nm,Distance,1,3887.2366666666667,251.6150320477315,15,dark,4380.472666666667,351.21991078986116,15,-0.11945809659708424,7.078918927594352e-4,Zebrafish_wavelength_study
470nm,Distance,2,3944.8553333333334,319.85658216650484,15,dark,4363.193333333334,234.46941109256719,15,-0.1007919224434287,6.308039465812434e-4,Zebrafish_wavelength_study
470nm,Distance,3,3893.5233333333335,196.62531742474297,15,dark,4294.291333333334,306.2102937260756,15,-0.09797205485169577,5.089939521382808e-4,Zebrafish_wavelength_study
470nm,Distance,4,3873.7473333333332,206.55233115766723,15,dark,4176.969333333333,161.64720109223163,15,-0.07536360197025391,2.893865261842202e-4,Zebrafish_wavelength_study
470nm,Distance,5,1890.052,451.32843921662453,15,dark,4167.224,127.69351280088016,15,-0.7906457647744923,0.0038640237158560483,Zebrafish_wavelength_study
470nm,Distance,6,1749.584,355.4565557902761,15,dark,4161.342,142.9954599778807,15,-0.8664595730128775,0.0028304906816147943,Zebrafish_wavelength_study
470nm,Distance,7,1949.098,295.78157779009837,15,dark,4167.759333333333,228.4445559013222,15,-0.7600118598039328,0.0017355586895434975,Zebrafish_wavelength_study
470nm,Distance,8,1444.3926666666666,540.9397839932525,15,dark,4247.125466666666,377.6619589144818,15,-1.0785534599878845,0.00987766477888181,Zebrafish_wavelength_study
470nm,Distance,9,1474.3986666666667,445.52224516959006,15,dark,4038.162,305.1266017620506,15,-1.0075394149062282,0.006467829965204113,Zebrafish_wavelength_study
470nm,Distance,10,1002.196,299.66475060354645,15,dark,4178.118,431.65790588977137,15,-1.4276673135978926,0.006671975659648864,Zebrafish_wavelength_study
470nm,Time_In_Thigmotaxis_Zone,1,394.308,25.365040959106356,15,dark,321.31,21.77561086563196,15,0.2047259405996993,5.820696974904414e-4,Zebrafish_wavelength_study
470nm,Time_In_Thigmotaxis_Zone,2,358.022,38.75799220805948,15,dark,332.68533333333335,19.50672296805337,15,0.07339733873296714,0.001010486858937581,Zebrafish_wavelength_study
470nm,Time_In_Thigmotaxis_Zone,3,344.60533333333336,35.84913365493682,15,dark,337.9313333333333,18.173143790717532,15,0.019557081829932425,9.142785011197701e-4,Zebrafish_wavelength_study
470nm,Time_In_Thigmotaxis_Zone,4,348.2126666666667,24.242047434355126,15,dark,321.51533333333333,17.54169069334403,15,0.07976816858760007,5.215645074128852e-4,Zebrafish_wavelength_study
470nm,Time_In_Thigmotaxis_Zone,5,515.686,7.2448393455519104,15,dark,310.0833333333333,8.761074352470928,15,0.5086569745633748,6.63771621826439e-5,Zebrafish_wavelength_study
470nm,Time_In_Thigmotaxis_Zone,6,504.5813333333333,28.47534945644507,15,dark,310.378,9.400143008030698,15,0.4859381330163845,2.7346677851880713e-4,Zebrafish_wavelength_study
470nm,Time_In_Thigmotaxis_Zone,7,518.9646666666666,7.662023107198139,15,dark,318.8213333333333,12.214855046603036,15,0.4872049389231585,1.1238853630734941e-4,Zebrafish_wavelength_study
470nm,Time_In_Thigmotaxis_Zone,8,600,0,15,dark,321.764,17.937346037169018,15,0.6231112976430198,2.0718113565291405e-4,Zebrafish_wavelength_study
470nm,Time_In_Thigmotaxis_Zone,9,600,0,15,dark,336.33733333333333,15.415326078135301,15,0.5788150306380379,1.4004384281337054e-4,Zebrafish_wavelength_study
470nm,Time_In_Thigmotaxis_Zone,10,600,0,15,dark,329.50533333333334,10.192534289277395,15,0.5993371152639615,6.378935434959845e-5,Zebrafish_wavelength_study
500nm,Distance,1,3774.898,464.15710973456265,15,dark,4380.472666666667,351.21991078986116,15,-0.14878327086165946,0.0014364984591967982,Zebrafish_wavelength_study
500nm,Distance,2,3828.384666666667,322.0289623813066,15,dark,4363.193333333334,234.46941109256719,15,-0.13076124900031486,6.64220117103151e-4,Zebrafish_wavelength_study
500nm,Distance,3,3864.5073333333335,302.88855016482944,15,dark,4294.291333333334,306.2102937260756,15,-0.1054523385847509,7.485035883715534e-4,Zebrafish_wavelength_study
500nm,Distance,4,3970.7953333333335,231.64575380360003,15,dark,4176.969333333333,161.64720109223163,15,-0.0506195332089553,3.267273758782193e-4,Zebrafish_wavelength_study
500nm,Distance,5,3821.755333333333,353.28950881812546,15,dark,4167.224,127.69351280088016,15,-0.08654027827579298,6.322945793608866e-4,Zebrafish_wavelength_study
500nm,Distance,6,3926.3433333333332,334.4300264130998,15,dark,4161.342,142.9954599778807,15,-0.05812907519326258,5.623830809832704e-4,Zebrafish_wavelength_study
500nm,Distance,7,3942.9893333333334,246.02953404205837,15,dark,4167.759333333333,228.4445559013222,15,-0.05543941158541072,4.5984925978494607e-4,Zebrafish_wavelength_study
500nm,Distance,8,5441.248666666666,161.85712945446076,15,dark,4247.125466666666,377.6619589144818,15,0.2477661755257393,5.861284451524248e-4,Zebrafish_wavelength_study
500nm,Distance,9,5424.931333333333,257.06563261066975,15,dark,4038.162,305.1266017620506,15,0.2952156039397067,5.303239360754794e-4,Zebrafish_wavelength_study
500nm,Distance,10,5499.028,64.81131153477111,15,dark,4178.118,431.65790588977137,15,0.27471044343349604,7.208455089310982e-4,Zebrafish_wavelength_study
500nm,Time_In_Thigmotaxis_Zone,1,345.8953333333333,18.037879138344504,15,dark,321.31,21.77561086563196,15,0.07372983527893681,4.8749387297649597e-4,Zebrafish_wavelength_study
500nm,Time_In_Thigmotaxis_Zone,2,336.008,22.370715296054865,15,dark,332.68533333333335,19.50672296805337,15,0.009937870910000257,5.247056017888336e-4,Zebrafish_wavelength_study
500nm,Time_In_Thigmotaxis_Zone,3,318.63533333333334,21.544636344995368,15,dark,337.9313333333333,18.173143790717532,15,-0.05879542583643416,4.975911265904054e-4,Zebrafish_wavelength_study
500nm,Time_In_Thigmotaxis_Zone,4,327.82933333333335,45.64790770774974,15,dark,321.51533333333333,17.54169069334403,15,0.01944791211912748,0.0014910210829670249,Zebrafish_wavelength_study
500nm,Time_In_Thigmotaxis_Zone,5,347.85066666666665,22.915759538756188,15,dark,310.0833333333333,8.761074352470928,15,0.11493219034409649,3.425477283058566e-4,Zebrafish_wavelength_study
500nm,Time_In_Thigmotaxis_Zone,6,355.9773333333333,18.84994144237462,15,dark,310.378,9.400143008030698,15,0.13707614890443767,2.48082082929173e-4,Zebrafish_wavelength_study
500nm,Time_In_Thigmotaxis_Zone,7,337.11,21.117225873003036,15,dark,318.8213333333333,12.214855046603036,15,0.05577842430304855,3.594575939055213e-4,Zebrafish_wavelength_study
500nm,Time_In_Thigmotaxis_Zone,8,511.63866666666667,18.638252855989734,15,dark,321.764,17.937346037169018,15,0.4638002891556605,2.956504013403089e-4,Zebrafish_wavelength_study
500nm,Time_In_Thigmotaxis_Zone,9,513.3826666666666,14.176698923972125,15,dark,336.33733333333333,15.415326078135301,15,0.4229068814398768,1.9088045141321127e-4,Zebrafish_wavelength_study
500nm,Time_In_Thigmotaxis_Zone,10,517.768,24.622570714111642,15,dark,329.50533333333334,10.192534289277395,15,0.45193472553280845,2.145559456409139e-4,Zebrafish_wavelength_study
520nm,Distance,1,3784.695333333333,302.8575064959631,15,dark,4380.472666666667,351.21991078986116,15,-0.1461912428552049,8.554707030475105e-4,Zebrafish_wavelength_study
520nm,Distance,2,3812.6240000000003,254.8705388679852,15,dark,4363.193333333334,234.46941109256719,15,-0.13488653918266794,4.904386612860588e-4,Zebrafish_wavelength_study
520nm,Distance,3,3983.204,205.56173448104866,15,dark,4294.291333333334,306.2102937260756,15,-0.0752000231997358,5.165262251557571e-4,Zebrafish_wavelength_study
520nm,Distance,4,3985.732,179.3458247233938,15,dark,4176.969333333333,161.64720109223163,15,-0.04686495948915765,2.3482589467952933e-4,Zebrafish_wavelength_study
520nm,Distance,5,3870.9253333333336,279.0050460595052,15,dark,4167.224,127.69351280088016,15,-0.0737565240137429,4.0893737553330324e-4,Zebrafish_wavelength_study
520nm,Distance,6,3868.502,202.41782312124315,15,dark,4161.342,142.9954599778807,15,-0.07297026640057645,2.6124449892367103e-4,Zebrafish_wavelength_study
520nm,Distance,7,3865.0293333333334,285.28133801731997,15,dark,4167.759333333333,228.4445559013222,15,-0.0754092897724385,5.634960677493412e-4,Zebrafish_wavelength_study
520nm,Distance,8,5343.089333333333,297.5864838392523,15,dark,4247.125466666666,377.6619589144818,15,0.22956161921454643,7.339387470211656e-4,Zebrafish_wavelength_study
520nm,Distance,9,5337.959333333333,209.7912479948534,15,dark,4038.162,305.1266017620506,15,0.27905379466272157,4.83603866539825e-4,Zebrafish_wavelength_study
520nm,Distance,10,5192.225333333333,385.391111337684,15,dark,4178.118,431.65790588977137,15,0.21730147264865626,0.0010788715063345142,Zebrafish_wavelength_study
520nm,Time_In_Thigmotaxis_Zone,1,323.21133333333336,16.065566935293035,15,dark,321.31,21.77561086563196,15,0.005900002840722892,4.709099430474193e-4,Zebrafish_wavelength_study
520nm,Time_In_Thigmotaxis_Zone,2,327.4993333333333,13.560678168179956,15,dark,332.68533333333335,19.50672296805337,15,-0.01571107884374627,3.434987799044906e-4,Zebrafish_wavelength_study
520nm,Time_In_Thigmotaxis_Zone,3,346.0493333333333,18.734588510737744,15,dark,337.9313333333333,18.173143790717532,15,0.02373862775659973,3.8820059076290984e-4,Zebrafish_wavelength_study
520nm,Time_In_Thigmotaxis_Zone,4,331.634,12.411480169584935,15,dark,321.51533333333333,17.54169069334403,15,0.03098671553184062,2.918252450590902e-4,Zebrafish_wavelength_study
520nm,Time_In_Thigmotaxis_Zone,5,316.33933333333334,24.54882582780304,15,dark,310.0833333333333,8.761074352470928,15,0.019974398537354315,4.5469888297169735e-4,Zebrafish_wavelength_study
520nm,Time_In_Thigmotaxis_Zone,6,351.6633333333333,40.247187775166644,15,dark,310.378,9.400143008030698,15,0.12488336901558744,9.343738681586028e-4,Zebrafish_wavelength_study
520nm,Time_In_Thigmotaxis_Zone,7,341.1813333333333,28.18007778217661,15,dark,318.8213333333333,12.214855046603036,15,0.06778324296541438,5.526589507368828e-4,Zebrafish_wavelength_study
520nm,Time_In_Thigmotaxis_Zone,8,468.116,28.671245625439536,15,dark,321.764,17.937346037169018,15,0.37489777087936355,4.5727031005185167e-4,Zebrafish_wavelength_study
520nm,Time_In_Thigmotaxis_Zone,9,506.604,19.709537502727674,15,dark,336.33733333333333,15.415326078135301,15,0.4096150087340547,2.409515593795698e-4,Zebrafish_wavelength_study
520nm,Time_In_Thigmotaxis_Zone,10,503.3833333333333,14.498692880328743,15,dark,329.50533333333334,10.192534289277395,15,0.42375943400335236,1.1909491221143379e-4,Zebrafish_wavelength_study
590nm,Distance,1,3949.0466666666666,298.74639920523765,15,dark,4380.472666666667,351.21991078986116,15,-0.10368243375764377,8.101040067105342e-4,Zebrafish_wavelength_study
590nm,Distance,2,3989.4126666666666,122.11996235942206,15,dark,4363.193333333334,234.46941109256719,15,-0.08956018644753204,2.5498732651472935e-4,Zebrafish_wavelength_study
590nm,Distance,3,3724.9946666666665,546.2073865152406,15,dark,4294.291333333334,306.2102937260756,15,-0.14222112369962195,0.001772390211437979,Zebrafish_wavelength_study
590nm,Distance,4,3954.6893333333333,227.27521439456441,15,dark,4176.969333333333,161.64720109223163,15,-0.054683895919552424,3.2002934427774097e-4,Zebrafish_wavelength_study
590nm,Distance,5,3866.016,302.6662369862692,15,dark,4167.224,127.69351280088016,15,-0.07502558727290577,4.7120727051681014e-4,Zebrafish_wavelength_study
590nm,Distance,6,3937.9586666666664,321.4306935043176,15,dark,4161.342,142.9954599778807,15,-0.05517513426388579,5.22881960293921e-4,Zebrafish_wavelength_study
590nm,Distance,7,3822.5080000000003,236.3812694174996,15,dark,4167.759333333333,228.4445559013222,15,-0.0864718095711992,4.5523273457444334e-4,Zebrafish_wavelength_study
590nm,Distance,8,2433.0413333333336,172.0158551606993,15,dark,4247.125466666666,377.6619589144818,15,-0.5571003410312074,8.603708901936804e-4,Zebrafish_wavelength_study
590nm,Distance,9,2299.9173333333333,217.5582204004471,15,dark,4038.162,305.1266017620506,15,-0.562916457696445,9.771627060678433e-4,Zebrafish_wavelength_study
590nm,Distance,10,2353.858,299.70705526277783,15,dark,4178.118,431.65790588977137,15,-0.5738052217502244,0.001792377004584,Zebrafish_wavelength_study
590nm,Time_In_Thigmotaxis_Zone,1,334.22066666666666,14.49539407963128,15,dark,321.31,21.77561086563196,15,0.039395064269340745,4.315983579766847e-4,Zebrafish_wavelength_study
590nm,Time_In_Thigmotaxis_Zone,2,340.7626666666667,14.917699203423082,15,dark,332.68533333333335,19.50672296805337,15,0.02398914449508575,3.569615740282641e-4,Zebrafish_wavelength_study
590nm,Time_In_Thigmotaxis_Zone,3,341.718,15.311782204750507,15,dark,337.9313333333333,18.173143790717532,15,0.0111431164958136,3.2665407354707463e-4,Zebrafish_wavelength_study
590nm,Time_In_Thigmotaxis_Zone,4,348.11,25.995914239411878,15,dark,321.51533333333333,17.54169069334403,15,0.07947328613633056,5.702286240036075e-4,Zebrafish_wavelength_study
590nm,Time_In_Thigmotaxis_Zone,5,351.17533333333336,29.356392797740643,15,dark,310.0833333333333,8.761074352470928,15,0.12444454535227223,5.190904589671007e-4,Zebrafish_wavelength_study
590nm,Time_In_Thigmotaxis_Zone,6,330.0473333333333,25.627475620253083,15,dark,310.378,9.400143008030698,15,0.06144516900967719,4.6309612149325884e-4,Zebrafish_wavelength_study
590nm,Time_In_Thigmotaxis_Zone,7,332.63,16.647605147373515,15,dark,318.8213333333333,12.214855046603036,15,0.04239989884288116,2.6484632108858487e-4,Zebrafish_wavelength_study
590nm,Time_In_Thigmotaxis_Zone,8,513.7786666666667,11.052556825502064,15,dark,321.764,17.937346037169018,15,0.46797420554517705,2.3803305015584992e-4,Zebrafish_wavelength_study
590nm,Time_In_Thigmotaxis_Zone,9,520.03,11.335443150956706,15,dark,336.33733333333333,15.415326078135301,15,0.4357718776409195,1.7171974189625415e-4,Zebrafish_wavelength_study
590nm,Time_In_Thigmotaxis_Zone,10,518.4893333333333,14.293452780240063,15,dark,329.50533333333334,10.192534289277395,15,0.4533269153424957,1.144538111803638e-4,Zebrafish_wavelength_study
620nm,Distance,1,3824.0873333333334,267.0622964902884,15,dark,4380.472666666667,351.21991078986116,15,-0.13583680018690394,7.537191476118758e-4,Zebrafish_wavelength_study
620nm,Distance,2,3790.554666666667,256.3863678364763,15,dark,4363.193333333334,234.46941109256719,15,-0.14069184674726143,4.975136334411221e-4,Zebrafish_wavelength_study
620nm,Distance,3,3783.5666666666666,310.82184455469167,15,dark,4294.291333333334,306.2102937260756,15,-0.12661941639643295,7.888866556275175e-4,Zebrafish_wavelength_study
620nm,Distance,4,3907.746,191.5144952663972,15,dark,4176.969333333333,161.64720109223163,15,-0.06662520650974751,2.599692220900927e-4,Zebrafish_wavelength_study
620nm,Distance,5,3538.808,463.9255375473217,15,dark,4167.224,127.69351280088016,15,-0.16346015941720726,0.0012083506663925726,Zebrafish_wavelength_study
620nm,Distance,6,3607.192666666667,469.27566547464045,15,dark,4161.342,142.9954599778807,15,-0.1429078032524906,0.0012070242492617156,Zebrafish_wavelength_study
620nm,Distance,7,3906.0846666666666,263.8207189650541,15,dark,4167.759333333333,228.4445559013222,15,-0.06484305298774816,5.044114673823668e-4,Zebrafish_wavelength_study
620nm,Distance,8,5481.402,126.95652772279392,15,dark,4247.125466666666,377.6619589144818,15,0.2551185143377928,5.629019996121526e-4,Zebrafish_wavelength_study
620nm,Distance,9,3389.612,441.7950101121559,15,dark,4038.162,305.1266017620506,15,-0.17507417739195125,0.001513160319058196,Zebrafish_wavelength_study
620nm,Distance,10,3367.115333333333,186.76630427456917,15,dark,4178.118,431.65790588977137,15,-0.215804512287562,9.166963256987981e-4,Zebrafish_wavelength_study
620nm,Time_In_Thigmotaxis_Zone,1,414.484,38.34288419735047,15,dark,321.31,21.77561086563196,15,0.25462798390853875,8.767063497356345e-4,Zebrafish_wavelength_study
620nm,Time_In_Thigmotaxis_Zone,2,356.4746666666667,13.521408879818626,15,dark,332.68533333333335,19.50672296805337,15,0.06906607779223785,3.2511453296967137e-4,Zebrafish_wavelength_study
620nm,Time_In_Thigmotaxis_Zone,3,341.942,13.858116342830602,15,dark,337.9313333333333,18.173143790717532,15,0.011798413011671394,3.023017104551449e-4,Zebrafish_wavelength_study
620nm,Time_In_Thigmotaxis_Zone,4,341.384,18.236285179357587,15,dark,321.51533333333333,17.54169069334403,15,0.059962707769957886,3.8868577820069675e-4,Zebrafish_wavelength_study
620nm,Time_In_Thigmotaxis_Zone,5,341.748,22.53239135111939,15,dark,310.0833333333333,8.761074352470928,15,0.09723254479714936,3.4302764300826836e-4,Zebrafish_wavelength_study
620nm,Time_In_Thigmotaxis_Zone,6,322.3933333333333,8.464303757264274,15,dark,310.378,9.400143008030698,15,0.03798142266362958,1.0710346237073729e-4,Zebrafish_wavelength_study
620nm,Time_In_Thigmotaxis_Zone,7,338.822,16.26812799837242,15,dark,318.8213333333333,12.214855046603036,15,0.06084403344977212,2.5154497604803745e-4,Zebrafish_wavelength_study
