Subject_ID,Replicate,Treatment,Time,Distance_moved
C06.097,06,Control,41,0
C06.097,06,Control,42,0
C06.097,06,Control,43,0
C06.097,06,Control,44,0
C06.097,06,Control,45,0
C06.097,06,Control,46,0
C06.097,06,Control,47,0
C06.097,06,Control,48,0
C06.097,06,Control,49,0
C06.097,06,Control,50,0
C06.097,06,Control,51,0
C06.097,06,Control,52,0
C06.097,06,Control,53,0
C06.097,06,Control,54,0
C06.097,06,Control,55,0
C06.097,06,Control,56,0
C06.097,06,Control,57,0
C06.097,06,Control,58,0
C06.097,06,Control,59,0
C06.097,06,Control,60,1.67145
C06.098,06,Control,1,5.29339
C06.098,06,Control,2,0
C06.098,06,Control,3,0
C06.098,06,Control,4,0
C06.098,06,Control,5,0
C06.098,06,Control,6,0
C06.098,06,Control,7,0
C06.098,06,Control,8,1.52603
C06.098,06,Control,9,0
C06.098,06,Control,10,0
C06.098,06,Control,11,0
C06.098,06,Control,12,0
C06.098,06,Control,13,0
C06.098,06,Control,14,0
C06.098,06,Control,15,0
C06.098,06,Control,16,7.07759
C06.098,06,Control,17,1.08736
C06.098,06,Control,18,2.46096
C06.098,06,Control,19,11.8218
C06.098,06,Control,20,17.785
C06.098,06,Control,21,8.01545
C06.098,06,Control,22,7.56317
C06.098,06,Control,23,43.6599
C06.098,06,Control,24,0.202898
C06.098,06,Control,25,0
C06.098,06,Control,26,0
C06.098,06,Control,27,0
C06.098,06,Control,28,0
C06.098,06,Control,29,3.49773
C06.098,06,Control,30,0
C06.098,06,Control,31,0
C06.098,06,Control,32,0
C06.098,06,Control,33,0
C06.098,06,Control,34,0
C06.098,06,Control,35,0
C06.098,06,Control,36,0
C06.098,06,Control,37,0
C06.098,06,Control,38,0
C06.098,06,Control,39,0
C06.098,06,Control,40,0
C06.098,06,Control,41,0
C06.098,06,Control,42,0
C06.098,06,Control,43,0
C06.098,06,Control,44,0
C06.098,06,Control,45,0
C06.098,06,Control,46,0
C06.098,06,Control,47,0
C06.098,06,Control,48,12.269
C06.098,06,Control,49,25.061
C06.098,06,Control,50,8.57004
C06.098,06,Control,51,0
C06.098,06,Control,52,11.69
C06.098,06,Control,53,9.32074
C06.098,06,Control,54,25.6456
C06.098,06,Control,55,13.1816
C06.098,06,Control,56,2.67991
C06.098,06,Control,57,2.05648
C06.098,06,Control,58,0.533057
C06.098,06,Control,59,5.38605
C06.098,06,Control,60,4.61659
C06.099,06,Control,1,32.3419
C06.099,06,Control,2,0.407708
C06.099,06,Control,3,0.439733
C06.099,06,Control,4,0
C06.099,06,Control,5,0
C06.099,06,Control,6,1.88802
C06.099,06,Control,7,8.3578
C06.099,06,Control,8,64.8321
C06.099,06,Control,9,156.939
C06.099,06,Control,10,198.311
C06.099,06,Control,11,231.922
C06.099,06,Control,12,243.139
C06.099,06,Control,13,212.587
C06.099,06,Control,14,244.26
C06.099,06,Control,15,237.48
C06.099,06,Control,16,200.73
C06.099,06,Control,17,171.995
C06.099,06,Control,18,170.306
C06.099,06,Control,19,202.706
C06.099,06,Control,20,182.386
C06.099,06,Control,21,165.15
C06.099,06,Control,22,148.019
C06.099,06,Control,23,170.084
C06.099,06,Control,24,161.795
C06.099,06,Control,25,170.531
C06.099,06,Control,26,183.356
C06.099,06,Control,27,94.7335
C06.099,06,Control,28,103.115
C06.099,06,Control,29,123.655
C06.099,06,Control,30,8.44394
C06.099,06,Control,31,31.9368
C06.099,06,Control,32,127.526
C06.099,06,Control,33,96.9751
C06.099,06,Control,34,159.511
C06.099,06,Control,35,136.033
C06.099,06,Control,36,160.781
C06.099,06,Control,37,132.754
C06.099,06,Control,38,166.18
C06.099,06,Control,39,157.452
C06.099,06,Control,40,147.745
C06.099,06,Control,41,111.753
C06.099,06,Control,42,81.5358
C06.099,06,Control,43,70.8377
C06.099,06,Control,44,0
C06.099,06,Control,45,0
C06.099,06,Control,46,0
C06.099,06,Control,47,0
C06.099,06,Control,48,0
C06.099,06,Control,49,0
C06.099,06,Control,50,0
C06.099,06,Control,51,1.70147
C06.099,06,Control,52,1.46672
C06.099,06,Control,53,1.54544
C06.099,06,Control,54,0.641491
C06.099,06,Control,55,0.813856
C06.099,06,Control,56,0.420557
C06.099,06,Control,57,0
C06.099,06,Control,58,0
C06.099,06,Control,59,0
C06.099,06,Control,60,0
A06.101,06,ALAN,1,6.67816
A06.101,06,ALAN,2,0
A06.101,06,ALAN,3,0
A06.101,06,ALAN,4,0
A06.101,06,ALAN,5,0
A06.101,06,ALAN,6,0
A06.101,06,ALAN,7,0
A06.101,06,ALAN,8,0
A06.101,06,ALAN,9,0
A06.101,06,ALAN,10,0
A06.101,06,ALAN,11,0
A06.101,06,ALAN,12,0
A06.101,06,ALAN,13,0
A06.101,06,ALAN,14,0
A06.101,06,ALAN,15,0
A06.101,06,ALAN,16,0
A06.101,06,ALAN,17,0
A06.101,06,ALAN,18,0
A06.101,06,ALAN,19,0
A06.101,06,ALAN,20,0
A06.101,06,ALAN,21,0
A06.101,06,ALAN,22,0
A06.101,06,ALAN,23,0
A06.101,06,ALAN,24,0
A06.101,06,ALAN,25,0
A06.101,06,ALAN,26,0
A06.101,06,ALAN,27,0
A06.101,06,ALAN,28,0
A06.101,06,ALAN,29,0
A06.101,06,ALAN,30,0
A06.101,06,ALAN,31,0
A06.101,06,ALAN,32,0
A06.101,06,ALAN,33,0
A06.101,06,ALAN,34,0
A06.101,06,ALAN,35,0
A06.101,06,ALAN,36,0
A06.101,06,ALAN,37,0
A06.101,06,ALAN,38,0
A06.101,06,ALAN,39,0
A06.101,06,ALAN,40,1.28349
A06.101,06,ALAN,41,0
A06.101,06,ALAN,42,0
A06.101,06,ALAN,43,0
A06.101,06,ALAN,44,0
A06.101,06,ALAN,45,0
A06.101,06,ALAN,46,2.13195
A06.101,06,ALAN,47,0
A06.101,06,ALAN,48,0
A06.101,06,ALAN,49,39.556
A06.101,06,ALAN,50,112.073
A06.101,06,ALAN,51,52.1812
A06.101,06,ALAN,52,0.423389
A06.101,06,ALAN,53,0
A06.101,06,ALAN,54,19.4083
A06.101,06,ALAN,55,50.0123
A06.101,06,ALAN,56,43.1376
A06.101,06,ALAN,57,0.423545
A06.101,06,ALAN,58,0
A06.101,06,ALAN,59,49.5308
A06.101,06,ALAN,60,69.4257
A06.102,06,ALAN,1,27.1153
A06.102,06,ALAN,2,0
A06.102,06,ALAN,3,0
A06.102,06,ALAN,4,3.77525
A06.102,06,ALAN,5,0.86498
A06.102,06,ALAN,6,2.46302
A06.102,06,ALAN,7,1.50008
A06.102,06,ALAN,8,0
A06.102,06,ALAN,9,0
A06.102,06,ALAN,10,0
A06.102,06,ALAN,11,0
A06.102,06,ALAN,12,0
A06.102,06,ALAN,13,67.2141
A06.102,06,ALAN,14,74.5446
A06.102,06,ALAN,15,130.138
A06.102,06,ALAN,16,170.26
A06.102,06,ALAN,17,155.45
A06.102,06,ALAN,18,123.517
A06.102,06,ALAN,19,14.4054
A06.102,06,ALAN,20,0
A06.102,06,ALAN,21,0
A06.102,06,ALAN,22,5.87563
A06.102,06,ALAN,23,4.57713
A06.102,06,ALAN,24,11.6364
A06.102,06,ALAN,25,14.1933
A06.102,06,ALAN,26,68.9893
A06.102,06,ALAN,27,73.3199
A06.102,06,ALAN,28,134.321
A06.102,06,ALAN,29,131.027
A06.102,06,ALAN,30,83.2892
A06.102,06,ALAN,31,17.2095
A06.102,06,ALAN,32,60.2719
A06.102,06,ALAN,33,15.7176
A06.102,06,ALAN,34,8.89574
A06.102,06,ALAN,35,10.2754
A06.102,06,ALAN,36,44.6066
A06.102,06,ALAN,37,9.29852
A06.102,06,ALAN,38,21.0743
A06.102,06,ALAN,39,15.8122
A06.102,06,ALAN,40,38.797
A06.102,06,ALAN,41,59.8032
A06.102,06,ALAN,42,5.43329
A06.102,06,ALAN,43,10.948
A06.102,06,ALAN,44,33.203
A06.102,06,ALAN,45,1.76556
A06.102,06,ALAN,46,10.9337
A06.102,06,ALAN,47,33.6507
A06.102,06,ALAN,48,4.98367
A06.102,06,ALAN,49,0.205464
A06.102,06,ALAN,50,0
A06.102,06,ALAN,51,0
A06.102,06,ALAN,52,0
A06.102,06,ALAN,53,0
A06.102,06,ALAN,54,10.0818
A06.102,06,ALAN,55,0
A06.102,06,ALAN,56,0
A06.102,06,ALAN,57,4.35928
A06.102,06,ALAN,58,19.9508
A06.102,06,ALAN,59,24.9671
A06.102,06,ALAN,60,37.8335
A06.103,06,ALAN,1,71.0611
A06.103,06,ALAN,2,64.943
A06.103,06,ALAN,3,103.904
A06.103,06,ALAN,4,94.5995
A06.103,06,ALAN,5,128.263
A06.103,06,ALAN,6,139.284
A06.103,06,ALAN,7,129.353
A06.103,06,ALAN,8,139.33
A06.103,06,ALAN,9,112.833
A06.103,06,ALAN,10,115.538
A06.103,06,ALAN,11,148.264
A06.103,06,ALAN,12,159.983
A06.103,06,ALAN,13,139.031
A06.103,06,ALAN,14,120.494
A06.103,06,ALAN,15,100.347
A06.103,06,ALAN,16,117.301
A06.103,06,ALAN,17,153.234
A06.103,06,ALAN,18,152.231
A06.103,06,ALAN,19,138.021
A06.103,06,ALAN,20,102.308
A06.103,06,ALAN,21,87.7913
A06.103,06,ALAN,22,98.3867
A06.103,06,ALAN,23,150.603
A06.103,06,ALAN,24,118.077
A06.103,06,ALAN,25,92.9096
A06.103,06,ALAN,26,94.7933
A06.103,06,ALAN,27,80.1772
A06.103,06,ALAN,28,98.9161
A06.103,06,ALAN,29,87.6095
A06.103,06,ALAN,30,70.4169
A06.103,06,ALAN,31,84.4605
A06.103,06,ALAN,32,24.2438
A06.103,06,ALAN,33,1.26135
A06.103,06,ALAN,34,1.71915
A06.103,06,ALAN,35,0
A06.103,06,ALAN,36,0.435826
A06.103,06,ALAN,37,0.617632
A06.103,06,ALAN,38,0
A06.103,06,ALAN,39,0
A06.103,06,ALAN,40,0
A06.103,06,ALAN,41,0
A06.103,06,ALAN,42,0
A06.103,06,ALAN,43,0
A06.103,06,ALAN,44,0
A06.103,06,ALAN,45,0
A06.103,06,ALAN,46,0
A06.103,06,ALAN,47,0
A06.103,06,ALAN,48,0
A06.103,06,ALAN,49,0
A06.103,06,ALAN,50,0
A06.103,06,ALAN,51,0
A06.103,06,ALAN,52,0
A06.103,06,ALAN,53,0
A06.103,06,ALAN,54,1.70127
A06.103,06,ALAN,55,0.203396
A06.103,06,ALAN,56,1.57657
A06.103,06,ALAN,57,0
A06.103,06,ALAN,58,0
A06.103,06,ALAN,59,0
A06.103,06,ALAN,60,3.51516
A06.104,06,ALAN,1,142.072
A06.104,06,ALAN,2,213.08
A06.104,06,ALAN,3,261.828
A06.104,06,ALAN,4,268.545
A06.104,06,ALAN,5,272.881
A06.104,06,ALAN,6,280.711
A06.104,06,ALAN,7,296.656
A06.104,06,ALAN,8,238.91
A06.104,06,ALAN,9,238.777
A06.104,06,ALAN,10,134.379
A06.104,06,ALAN,11,183.538
A06.104,06,ALAN,12,162.242
A06.104,06,ALAN,13,155.341
A06.104,06,ALAN,14,86.0914
A06.104,06,ALAN,15,39.5298
A06.104,06,ALAN,16,168.101
A06.104,06,ALAN,17,190.813
A06.104,06,ALAN,18,25.5544
A06.104,06,ALAN,19,0
A06.104,06,ALAN,20,53.3248
A06.104,06,ALAN,21,0
A06.104,06,ALAN,22,12.0684
A06.104,06,ALAN,23,0
A06.104,06,ALAN,24,0
A06.104,06,ALAN,25,0
A06.104,06,ALAN,26,5.8373
A06.104,06,ALAN,27,5.61598
A06.104,06,ALAN,28,20.1949
A06.104,06,ALAN,29,10.4342
A06.104,06,ALAN,30,0.231645
A06.104,06,ALAN,31,0
A06.104,06,ALAN,32,2.2457
A06.104,06,ALAN,33,22.3758
A06.104,06,ALAN,34,20.0361
A06.104,06,ALAN,35,0
A06.104,06,ALAN,36,0
A06.104,06,ALAN,37,16.506
A06.104,06,ALAN,38,0
A06.104,06,ALAN,39,0
A06.104,06,ALAN,40,40.4927
A06.104,06,ALAN,41,0
A06.104,06,ALAN,42,0
A06.104,06,ALAN,43,0
A06.104,06,ALAN,44,0
A06.104,06,ALAN,45,0
A06.104,06,ALAN,46,0
A06.104,06,ALAN,47,0
A06.104,06,ALAN,48,0
A06.104,06,ALAN,49,0
A06.104,06,ALAN,50,0
A06.104,06,ALAN,51,0
A06.104,06,ALAN,52,0
A06.104,06,ALAN,53,0
A06.104,06,ALAN,54,0
A06.104,06,ALAN,55,0
A06.104,06,ALAN,56,0
A06.104,06,ALAN,57,0
A06.104,06,ALAN,58,5.54248
A06.104,06,ALAN,59,0
A06.104,06,ALAN,60,0
A01.105,01,ALAN,1,69.6051
A01.105,01,ALAN,2,11.5511
A01.105,01,ALAN,3,0
A01.105,01,ALAN,4,0
A01.105,01,ALAN,5,0
A01.105,01,ALAN,6,0
A01.105,01,ALAN,7,0
A01.105,01,ALAN,8,0
A01.105,01,ALAN,9,0
A01.105,01,ALAN,10,0.200606
A01.105,01,ALAN,11,0
A01.105,01,ALAN,12,41.2539
A01.105,01,ALAN,13,0
A01.105,01,ALAN,14,0
A01.105,01,ALAN,15,0
A01.105,01,ALAN,16,0
A01.105,01,ALAN,17,0
A01.105,01,ALAN,18,0
A01.105,01,ALAN,19,0
A01.105,01,ALAN,20,0
A01.105,01,ALAN,21,0
A01.105,01,ALAN,22,0
A01.105,01,ALAN,23,0
A01.105,01,ALAN,24,0
A01.105,01,ALAN,25,0
A01.105,01,ALAN,26,0
A01.105,01,ALAN,27,0
A01.105,01,ALAN,28,0
A01.105,01,ALAN,29,0
A01.105,01,ALAN,30,0
A01.105,01,ALAN,31,0
A01.105,01,ALAN,32,0
A01.105,01,ALAN,33,0
A01.105,01,ALAN,34,0
A01.105,01,ALAN,35,0
A01.105,01,ALAN,36,0
A01.105,01,ALAN,37,14.6145
A01.105,01,ALAN,38,0
A01.105,01,ALAN,39,0
A01.105,01,ALAN,40,0
A01.105,01,ALAN,41,0
A01.105,01,ALAN,42,0
A01.105,01,ALAN,43,0
A01.105,01,ALAN,44,0
A01.105,01,ALAN,45,0
A01.105,01,ALAN,46,0
A01.105,01,ALAN,47,0
A01.105,01,ALAN,48,0
A01.105,01,ALAN,49,0
A01.105,01,ALAN,50,0
A01.105,01,ALAN,51,0
A01.105,01,ALAN,52,0
A01.105,01,ALAN,53,0
A01.105,01,ALAN,54,0
A01.105,01,ALAN,55,0
A01.105,01,ALAN,56,0
A01.105,01,ALAN,57,0
A01.105,01,ALAN,58,0
A01.105,01,ALAN,59,0
A01.105,01,ALAN,60,0
A01.106,01,ALAN,1,167.021
A01.106,01,ALAN,2,224.61
A01.106,01,ALAN,3,166.277
A01.106,01,ALAN,4,202.254
A01.106,01,ALAN,5,231.853
A01.106,01,ALAN,6,197.478
A01.106,01,ALAN,7,170.788
A01.106,01,ALAN,8,199.34
A01.106,01,ALAN,9,201.813
A01.106,01,ALAN,10,144.254
A01.106,01,ALAN,11,143.629
A01.106,01,ALAN,12,143.894
A01.106,01,ALAN,13,155.595
A01.106,01,ALAN,14,172.321
A01.106,01,ALAN,15,192.329
A01.106,01,ALAN,16,106.237
A01.106,01,ALAN,17,143.204
A01.106,01,ALAN,18,150.534
A01.106,01,ALAN,19,147.846
A01.106,01,ALAN,20,13.9955
A01.106,01,ALAN,21,220.767
A01.106,01,ALAN,22,228.873
A01.106,01,ALAN,23,208.018
A01.106,01,ALAN,24,242.993
A01.106,01,ALAN,25,189.229
A01.106,01,ALAN,26,200.186
A01.106,01,ALAN,27,198.089
A01.106,01,ALAN,28,197.792
A01.106,01,ALAN,29,210.683
A01.106,01,ALAN,30,158.966
A01.106,01,ALAN,31,0
A01.106,01,ALAN,32,0
A01.106,01,ALAN,33,1.98541
A01.106,01,ALAN,34,3.17325
A01.106,01,ALAN,35,0.406016
A01.106,01,ALAN,36,41.5546
A01.106,01,ALAN,37,15.2411
A01.106,01,ALAN,38,1.66684
A01.106,01,ALAN,39,2.57758
A01.106,01,ALAN,40,16.6554
A01.106,01,ALAN,41,69.6327
A01.106,01,ALAN,42,167.996
A01.106,01,ALAN,43,134.404
A01.106,01,ALAN,44,184.095
A01.106,01,ALAN,45,14.4407
A01.106,01,ALAN,46,7.04484
A01.106,01,ALAN,47,143.696
A01.106,01,ALAN,48,131.422
A01.106,01,ALAN,49,114.442
A01.106,01,ALAN,50,172.642
A01.106,01,ALAN,51,220.184
A01.106,01,ALAN,52,228.315
A01.106,01,ALAN,53,74.1433
A01.106,01,ALAN,54,0
A01.106,01,ALAN,55,7.97401
A01.106,01,ALAN,56,0.201477
A01.106,01,ALAN,57,0.425203
A01.106,01,ALAN,58,7.5995
A01.106,01,ALAN,59,16.7347
A01.106,01,ALAN,60,0.630692
A01.107,01,ALAN,1,158.428
A01.107,01,ALAN,2,161.466
A01.107,01,ALAN,3,180.595
A01.107,01,ALAN,4,184.674
A01.107,01,ALAN,5,192.41
A01.107,01,ALAN,6,160.763
A01.107,01,ALAN,7,207.903
A01.107,01,ALAN,8,227.438
A01.107,01,ALAN,9,213.907
A01.107,01,ALAN,10,253.988
A01.107,01,ALAN,11,236.08
A01.107,01,ALAN,12,222.387
A01.107,01,ALAN,13,211.361
A01.107,01,ALAN,14,201.011
A01.107,01,ALAN,15,212.758
A01.107,01,ALAN,16,225.376
A01.107,01,ALAN,17,220.012
A01.107,01,ALAN,18,216.187
A01.107,01,ALAN,19,181.605
A01.107,01,ALAN,20,192.627
A01.107,01,ALAN,21,180.886
A01.107,01,ALAN,22,151.497
A01.107,01,ALAN,23,141.793
A01.107,01,ALAN,24,164.64
A01.107,01,ALAN,25,115.601
A01.107,01,ALAN,26,76.4499
A01.107,01,ALAN,27,7.35862
A01.107,01,ALAN,28,0
A01.107,01,ALAN,29,0
A01.107,01,ALAN,30,6.8252
A01.107,01,ALAN,31,12.1039
A01.107,01,ALAN,32,2.02187
A01.107,01,ALAN,33,0
A01.107,01,ALAN,34,1.4558
A01.107,01,ALAN,35,2.96579
A01.107,01,ALAN,36,68.2725
A01.107,01,ALAN,37,166.573
A01.107,01,ALAN,38,184.579
A01.107,01,ALAN,39,160.658
A01.107,01,ALAN,40,185.473
A01.107,01,ALAN,41,152.107
A01.107,01,ALAN,42,152.279
A01.107,01,ALAN,43,102.959
A01.107,01,ALAN,44,103.616
A01.107,01,ALAN,45,72.6839
A01.107,01,ALAN,46,98.9241
A01.107,01,ALAN,47,57.7122
A01.107,01,ALAN,48,86.9793
A01.107,01,ALAN,49,79.7795
A01.107,01,ALAN,50,7.65885
A01.107,01,ALAN,51,0
A01.107,01,ALAN,52,0
A01.107,01,ALAN,53,0
A01.107,01,ALAN,54,100.834
A01.107,01,ALAN,55,1.34733
A01.107,01,ALAN,56,0.207968
A01.107,01,ALAN,57,0
A01.107,01,ALAN,58,0
A01.107,01,ALAN,59,0
A01.107,01,ALAN,60,0
A01.108,01,ALAN,1,186.836
A01.108,01,ALAN,2,189.942
A01.108,01,ALAN,3,226.632
A01.108,01,ALAN,4,206.089
A01.108,01,ALAN,5,184.224
A01.108,01,ALAN,6,223.153
A01.108,01,ALAN,7,231.728
A01.108,01,ALAN,8,216.694
A01.108,01,ALAN,9,206.826
A01.108,01,ALAN,10,218.607
A01.108,01,ALAN,11,212.275
A01.108,01,ALAN,12,202.18
A01.108,01,ALAN,13,228.441
A01.108,01,ALAN,14,205.888
A01.108,01,ALAN,15,204.846
A01.108,01,ALAN,16,214.713
A01.108,01,ALAN,17,203.536
A01.108,01,ALAN,18,197.728
A01.108,01,ALAN,19,187.355
A01.108,01,ALAN,20,191.734
A01.108,01,ALAN,21,224.678
A01.108,01,ALAN,22,193.755
A01.108,01,ALAN,23,246.236
A01.108,01,ALAN,24,227.018
A01.108,01,ALAN,25,248.659
A01.108,01,ALAN,26,207.065
A01.108,01,ALAN,27,199.592
A01.108,01,ALAN,28,201.677
A01.108,01,ALAN,29,198.043
A01.108,01,ALAN,30,224.082
A01.108,01,ALAN,31,211.654
A01.108,01,ALAN,32,202.99
A01.108,01,ALAN,33,211.885
A01.108,01,ALAN,34,200.77
A01.108,01,ALAN,35,185.507
A01.108,01,ALAN,36,203.753
A01.108,01,ALAN,37,77.9513
A01.108,01,ALAN,38,138.072
A01.108,01,ALAN,39,160.637
A01.108,01,ALAN,40,12.5702
A01.108,01,ALAN,41,76.5445
A01.108,01,ALAN,42,64.7867
A01.108,01,ALAN,43,0.620637
A01.108,01,ALAN,44,10.3151
A01.108,01,ALAN,45,77.4354
A01.108,01,ALAN,46,125.088
A01.108,01,ALAN,47,141.128
A01.108,01,ALAN,48,159.784
A01.108,01,ALAN,49,172.684
A01.108,01,ALAN,50,178.803
A01.108,01,ALAN,51,159.924
A01.108,01,ALAN,52,133.9
A01.108,01,ALAN,53,150.021
A01.108,01,ALAN,54,103.902
A01.108,01,ALAN,55,89.4168
A01.108,01,ALAN,56,148.701
A01.108,01,ALAN,57,137.625
A01.108,01,ALAN,58,148.632
A01.108,01,ALAN,59,147.423
A01.108,01,ALAN,60,141.263
C01.109,01,Control,1,3.57418
C01.109,01,Control,2,0
C01.109,01,Control,3,0.43845
C01.109,01,Control,4,0
C01.109,01,Control,5,0
C01.109,01,Control,6,0.421987
C01.109,01,Control,7,0
C01.109,01,Control,8,0
C01.109,01,Control,9,0
C01.109,01,Control,10,0
C01.109,01,Control,11,0
C01.109,01,Control,12,0
C01.109,01,Control,13,0
C01.109,01,Control,14,0
C01.109,01,Control,15,0
C01.109,01,Control,16,0
C01.109,01,Control,17,0
C01.109,01,Control,18,0
C01.109,01,Control,19,0
C01.109,01,Control,20,0
C01.109,01,Control,21,0
C01.109,01,Control,22,0
C01.109,01,Control,23,0
C01.109,01,Control,24,0
C01.109,01,Control,25,0
C01.109,01,Control,26,0
C01.109,01,Control,27,0
C01.109,01,Control,28,0
C01.109,01,Control,29,0
C01.109,01,Control,30,0
C01.109,01,Control,31,0
C01.109,01,Control,32,0
C01.109,01,Control,33,0
C01.109,01,Control,34,0
C01.109,01,Control,35,0
C01.109,01,Control,36,0
C01.109,01,Control,37,0
C01.109,01,Control,38,0
C01.109,01,Control,39,0
C01.109,01,Control,40,2.33104
C01.109,01,Control,41,0
C01.109,01,Control,42,0
C01.109,01,Control,43,0
C01.109,01,Control,44,0
C01.109,01,Control,45,0
C01.109,01,Control,46,0
C01.109,01,Control,47,0
C01.109,01,Control,48,0
C01.109,01,Control,49,0
C01.109,01,Control,50,0
C01.109,01,Control,51,0
C01.109,01,Control,52,0
C01.109,01,Control,53,0
C01.109,01,Control,54,0
C01.109,01,Control,55,0
C01.109,01,Control,56,0
C01.109,01,Control,57,0
C01.109,01,Control,58,0
C01.109,01,Control,59,0
C01.109,01,Control,60,0
C01.110,01,Control,1,226.516
C01.110,01,Control,2,238.357
C01.110,01,Control,3,231.67
C01.110,01,Control,4,231.299
C01.110,01,Control,5,246.437
C01.110,01,Control,6,242.297
C01.110,01,Control,7,217.911
C01.110,01,Control,8,196.738
C01.110,01,Control,9,187.884
C01.110,01,Control,10,214.187
C01.110,01,Control,11,224.594
C01.110,01,Control,12,206.422
C01.110,01,Control,13,229.317
C01.110,01,Control,14,224.679
C01.110,01,Control,15,210.727
C01.110,01,Control,16,218.909
C01.110,01,Control,17,208.52
C01.110,01,Control,18,191.369
C01.110,01,Control,19,186.415
C01.110,01,Control,20,159.357
C01.110,01,Control,21,181.664
C01.110,01,Control,22,223.133
C01.110,01,Control,23,95.1524
C01.110,01,Control,24,93.1257
C01.110,01,Control,25,90.893
C01.110,01,Control,26,138.307
C01.110,01,Control,27,112.048
C01.110,01,Control,28,158.964
C01.110,01,Control,29,152.166
C01.110,01,Control,30,157.39
C01.110,01,Control,31,151.597
C01.110,01,Control,32,169.908
C01.110,01,Control,33,180.958
C01.110,01,Control,34,192.5
C01.110,01,Control,35,188.796
C01.110,01,Control,36,154.706
C01.110,01,Control,37,108.072
C01.110,01,Control,38,95.5363
C01.110,01,Control,39,0
C01.110,01,Control,40,120.462
C01.110,01,Control,41,43.5078
C01.110,01,Control,42,9.37069
C01.110,01,Control,43,50.0233
C01.110,01,Control,44,95.9605
C01.110,01,Control,45,40.3763
C01.110,01,Control,46,14.5364
C01.110,01,Control,47,83.8685
C01.110,01,Control,48,82.2739
C01.110,01,Control,49,140.651
C01.110,01,Control,50,102.149
C01.110,01,Control,51,130.314
C01.110,01,Control,52,46.4708
C01.110,01,Control,53,53.2665
C01.110,01,Control,54,60.0499
C01.110,01,Control,55,74.7689
C01.110,01,Control,56,9.03921
C01.110,01,Control,57,36.3792
C01.110,01,Control,58,23.6384
C01.110,01,Control,59,14.1146
C01.110,01,Control,60,0
C01.111,01,Control,1,0
C01.111,01,Control,2,0
C01.111,01,Control,3,0
C01.111,01,Control,4,0
C01.111,01,Control,5,7.1372
C01.111,01,Control,6,0
C01.111,01,Control,7,13.1835
C01.111,01,Control,8,0
C01.111,01,Control,9,5.50669
C01.111,01,Control,10,5.06098
C01.111,01,Control,11,7.56986
C01.111,01,Control,12,26.7243
C01.111,01,Control,13,23.6111
C01.111,01,Control,14,87.9444
C01.111,01,Control,15,0
C01.111,01,Control,16,9.74919
C01.111,01,Control,17,4.62684
C01.111,01,Control,18,0
C01.111,01,Control,19,2.78918
C01.111,01,Control,20,4.51356
C01.111,01,Control,21,35.5512
C01.111,01,Control,22,9.9375
C01.111,01,Control,23,11.7685
C01.111,01,Control,24,33.3696
C01.111,01,Control,25,92.4576
C01.111,01,Control,26,5.98717
C01.111,01,Control,27,83.6015
C01.111,01,Control,28,2.58968
C01.111,01,Control,29,0
C01.111,01,Control,30,0
C01.111,01,Control,31,0
C01.111,01,Control,32,4.07155
C01.111,01,Control,33,0
C01.111,01,Control,34,0
C01.111,01,Control,35,24.2762
C01.111,01,Control,36,0
C01.111,01,Control,37,0
C01.111,01,Control,38,7.475
C01.111,01,Control,39,3.29679
C01.111,01,Control,40,1.99442
C01.111,01,Control,41,0.803521
C01.111,01,Control,42,0
C01.111,01,Control,43,0
C01.111,01,Control,44,1.47999
C01.111,01,Control,45,1.39428
C01.111,01,Control,46,0
C01.111,01,Control,47,5.3431
C01.111,01,Control,48,0
C01.111,01,Control,49,0
C01.111,01,Control,50,0
C01.111,01,Control,51,0
C01.111,01,Control,52,4.08637
C01.111,01,Control,53,19.5642
C01.111,01,Control,54,15.7267
C01.111,01,Control,55,0
C01.111,01,Control,56,22.4564
C01.111,01,Control,57,0
C01.111,01,Control,58,0
C01.111,01,Control,59,0
C01.111,01,Control,60,0
C01.112,01,Control,1,23.8674
C01.112,01,Control,2,16.4239
C01.112,01,Control,3,3.74637
C01.112,01,Control,4,26.1517
C01.112,01,Control,5,26.2844
C01.112,01,Control,6,206.658
C01.112,01,Control,7,30.3681
C01.112,01,Control,8,266.273
C01.112,01,Control,9,93.9382
C01.112,01,Control,10,288.423
C01.112,01,Control,11,295.791
C01.112,01,Control,12,40.5455
C01.112,01,Control,13,46.0352
C01.112,01,Control,14,174.156
C01.112,01,Control,15,234.063
C01.112,01,Control,16,239.476
C01.112,01,Control,17,238.399
C01.112,01,Control,18,95.0916
C01.112,01,Control,19,30.085
C01.112,01,Control,20,209.844
C01.112,01,Control,21,185.504
C01.112,01,Control,22,0
C01.112,01,Control,23,0
C01.112,01,Control,24,0
C01.112,01,Control,25,0
C01.112,01,Control,26,20.8952
C01.112,01,Control,27,22.4842
C01.112,01,Control,28,133.046
C01.112,01,Control,29,122.016
C01.112,01,Control,30,87.6363
C01.112,01,Control,31,10.4714
C01.112,01,Control,32,49.5522
C01.112,01,Control,33,104.087
C01.112,01,Control,34,25.2047
C01.112,01,Control,35,64.5937
C01.112,01,Control,36,15.2319
C01.112,01,Control,37,20.9766
C01.112,01,Control,38,42.2193
C01.112,01,Control,39,0
C01.112,01,Control,40,37.3504
