Subject_ID,Replicate,Treatment,Time,Distance_moved
C06.048,06,Control,33,0.880566
C06.048,06,Control,34,0.44688
C06.048,06,Control,35,1.73037
C06.048,06,Control,36,0.406937
C06.048,06,Control,37,0.823459
C06.048,06,Control,38,2.63043
C06.048,06,Control,39,0
C06.048,06,Control,40,0.440401
C06.048,06,Control,41,0.824738
C06.048,06,Control,42,1.72429
C06.048,06,Control,43,0.409789
C06.048,06,Control,44,0.427992
C06.048,06,Control,45,5.68068
C06.048,06,Control,46,5.24245
C06.048,06,Control,47,7.05113
C06.048,06,Control,48,2.9354
C06.048,06,Control,49,3.95038
C06.048,06,Control,50,10.2748
C06.048,06,Control,51,28.3486
C06.048,06,Control,52,30.8423
C06.048,06,Control,53,82.3399
C06.048,06,Control,54,100.012
C06.048,06,Control,55,57.7088
C06.048,06,Control,56,98.1965
C06.048,06,Control,57,89.1799
C06.048,06,Control,58,93.485
C06.048,06,Control,59,91.1376
C06.048,06,Control,60,66.7162
A03.049,03,ALAN,1,88.6
A03.049,03,ALAN,2,1.67243
A03.049,03,ALAN,3,1.40221
A03.049,03,ALAN,4,0
A03.049,03,ALAN,5,8.15238
A03.049,03,ALAN,6,0
A03.049,03,ALAN,7,0
A03.049,03,ALAN,8,0
A03.049,03,ALAN,9,0
A03.049,03,ALAN,10,0
A03.049,03,ALAN,11,0
A03.049,03,ALAN,12,0
A03.049,03,ALAN,13,0
A03.049,03,ALAN,14,0
A03.049,03,ALAN,15,0
A03.049,03,ALAN,16,0
A03.049,03,ALAN,17,0
A03.049,03,ALAN,18,0
A03.049,03,ALAN,19,0
A03.049,03,ALAN,20,0
A03.049,03,ALAN,21,0
A03.049,03,ALAN,22,0
A03.049,03,ALAN,23,0
A03.049,03,ALAN,24,0
A03.049,03,ALAN,25,0
A03.049,03,ALAN,26,0
A03.049,03,ALAN,27,0
A03.049,03,ALAN,28,0
A03.049,03,ALAN,29,0
A03.049,03,ALAN,30,0
A03.049,03,ALAN,31,0
A03.049,03,ALAN,32,0
A03.049,03,ALAN,33,0
A03.049,03,ALAN,34,0
A03.049,03,ALAN,35,0
A03.049,03,ALAN,36,0
A03.049,03,ALAN,37,0
A03.049,03,ALAN,38,0
A03.049,03,ALAN,39,0
A03.049,03,ALAN,40,0
A03.049,03,ALAN,41,0
A03.049,03,ALAN,42,0
A03.049,03,ALAN,43,0
A03.049,03,ALAN,44,0
A03.049,03,ALAN,45,0
A03.049,03,ALAN,46,0
A03.049,03,ALAN,47,0
A03.049,03,ALAN,48,0
A03.049,03,ALAN,49,0
A03.049,03,ALAN,50,0
A03.049,03,ALAN,51,0
A03.049,03,ALAN,52,0
A03.049,03,ALAN,53,0
A03.049,03,ALAN,54,0
A03.049,03,ALAN,55,0
A03.049,03,ALAN,56,0
A03.049,03,ALAN,57,0
A03.049,03,ALAN,58,0
A03.049,03,ALAN,59,0
A03.049,03,ALAN,60,0
A03.050,03,ALAN,1,3.89981
A03.050,03,ALAN,2,0
A03.050,03,ALAN,3,0
A03.050,03,ALAN,4,0
A03.050,03,ALAN,5,0
A03.050,03,ALAN,6,0
A03.050,03,ALAN,7,0
A03.050,03,ALAN,8,0
A03.050,03,ALAN,9,0
A03.050,03,ALAN,10,0
A03.050,03,ALAN,11,0
A03.050,03,ALAN,12,0
A03.050,03,ALAN,13,0
A03.050,03,ALAN,14,0
A03.050,03,ALAN,15,0.205235
A03.050,03,ALAN,16,0
A03.050,03,ALAN,17,0
A03.050,03,ALAN,18,0
A03.050,03,ALAN,19,7.67441
A03.050,03,ALAN,20,3.23864
A03.050,03,ALAN,21,0
A03.050,03,ALAN,22,2.02954
A03.050,03,ALAN,23,67.6945
A03.050,03,ALAN,24,0
A03.050,03,ALAN,25,0
A03.050,03,ALAN,26,2.41509
A03.050,03,ALAN,27,1.31645
A03.050,03,ALAN,28,5.55488
A03.050,03,ALAN,29,2.30311
A03.050,03,ALAN,30,4.11658
A03.050,03,ALAN,31,14.3026
A03.050,03,ALAN,32,2.41844
A03.050,03,ALAN,33,1.32053
A03.050,03,ALAN,34,1.89544
A03.050,03,ALAN,35,4.19941
A03.050,03,ALAN,36,0
A03.050,03,ALAN,37,0
A03.050,03,ALAN,38,0
A03.050,03,ALAN,39,0
A03.050,03,ALAN,40,17.4698
A03.050,03,ALAN,41,26.8131
A03.050,03,ALAN,42,0
A03.050,03,ALAN,43,0.210583
A03.050,03,ALAN,44,0
A03.050,03,ALAN,45,15.8984
A03.050,03,ALAN,46,0.435421
A03.050,03,ALAN,47,60.3392
A03.050,03,ALAN,48,0.74922
A03.050,03,ALAN,49,20.4517
A03.050,03,ALAN,50,10.1503
A03.050,03,ALAN,51,0
A03.050,03,ALAN,52,0
A03.050,03,ALAN,53,0
A03.050,03,ALAN,54,0
A03.050,03,ALAN,55,0
A03.050,03,ALAN,56,0
A03.050,03,ALAN,57,10.2387
A03.050,03,ALAN,58,0
A03.050,03,ALAN,59,18.1649
A03.050,03,ALAN,60,0
A03.051,03,ALAN,1,148.887
A03.051,03,ALAN,2,167.176
A03.051,03,ALAN,3,190.091
A03.051,03,ALAN,4,175.088
A03.051,03,ALAN,5,172.684
A03.051,03,ALAN,6,173.067
A03.051,03,ALAN,7,185.472
A03.051,03,ALAN,8,168.612
A03.051,03,ALAN,9,170.616
A03.051,03,ALAN,10,163.398
A03.051,03,ALAN,11,183.968
A03.051,03,ALAN,12,163.31
A03.051,03,ALAN,13,160.194
A03.051,03,ALAN,14,169.817
A03.051,03,ALAN,15,175.449
A03.051,03,ALAN,16,191.736
A03.051,03,ALAN,17,189.285
A03.051,03,ALAN,18,182.745
A03.051,03,ALAN,19,173.252
A03.051,03,ALAN,20,192.174
A03.051,03,ALAN,21,180.854
A03.051,03,ALAN,22,179.822
A03.051,03,ALAN,23,205.429
A03.051,03,ALAN,24,193.857
A03.051,03,ALAN,25,181.989
A03.051,03,ALAN,26,168.067
A03.051,03,ALAN,27,192.862
A03.051,03,ALAN,28,197.386
A03.051,03,ALAN,29,193.304
A03.051,03,ALAN,30,186.439
A03.051,03,ALAN,31,193.485
A03.051,03,ALAN,32,191.862
A03.051,03,ALAN,33,156.181
A03.051,03,ALAN,34,143.794
A03.051,03,ALAN,35,159.577
A03.051,03,ALAN,36,162.779
A03.051,03,ALAN,37,154.546
A03.051,03,ALAN,38,176.711
A03.051,03,ALAN,39,164.967
A03.051,03,ALAN,40,137.852
A03.051,03,ALAN,41,152.587
A03.051,03,ALAN,42,158.319
A03.051,03,ALAN,43,129.704
A03.051,03,ALAN,44,107.707
A03.051,03,ALAN,45,19.812
A03.051,03,ALAN,46,0
A03.051,03,ALAN,47,18.2563
A03.051,03,ALAN,48,103.996
A03.051,03,ALAN,49,104.097
A03.051,03,ALAN,50,28.8231
A03.051,03,ALAN,51,0
A03.051,03,ALAN,52,7.94283
A03.051,03,ALAN,53,67.3973
A03.051,03,ALAN,54,70.2195
A03.051,03,ALAN,55,28.7068
A03.051,03,ALAN,56,5.01282
A03.051,03,ALAN,57,0
A03.051,03,ALAN,58,2.02433
A03.051,03,ALAN,59,19.5336
A03.051,03,ALAN,60,62.9346
A03.052,03,ALAN,1,5.19154
A03.052,03,ALAN,2,0
A03.052,03,ALAN,3,0
A03.052,03,ALAN,4,0
A03.052,03,ALAN,5,0
A03.052,03,ALAN,6,16.342
A03.052,03,ALAN,7,1.361
A03.052,03,ALAN,8,11.0393
A03.052,03,ALAN,9,0.862262
A03.052,03,ALAN,10,0
A03.052,03,ALAN,11,1.71169
A03.052,03,ALAN,12,0.410572
A03.052,03,ALAN,13,0.857245
A03.052,03,ALAN,14,4.87349
A03.052,03,ALAN,15,7.45371
A03.052,03,ALAN,16,7.45297
A03.052,03,ALAN,17,3.17633
A03.052,03,ALAN,18,0.967551
A03.052,03,ALAN,19,11.3096
A03.052,03,ALAN,20,7.4958
A03.052,03,ALAN,21,6.81942
A03.052,03,ALAN,22,2.26777
A03.052,03,ALAN,23,1.71977
A03.052,03,ALAN,24,7.82231
A03.052,03,ALAN,25,0
A03.052,03,ALAN,26,0
A03.052,03,ALAN,27,0
A03.052,03,ALAN,28,0.850865
A03.052,03,ALAN,29,0
A03.052,03,ALAN,30,0
A03.052,03,ALAN,31,0
A03.052,03,ALAN,32,1.29932
A03.052,03,ALAN,33,0
A03.052,03,ALAN,34,0.44412
A03.052,03,ALAN,35,1.25507
A03.052,03,ALAN,36,0.41479
A03.052,03,ALAN,37,4.47141
A03.052,03,ALAN,38,1.75861
A03.052,03,ALAN,39,0
A03.052,03,ALAN,40,0
A03.052,03,ALAN,41,0
A03.052,03,ALAN,42,0
A03.052,03,ALAN,43,0
A03.052,03,ALAN,44,0
A03.052,03,ALAN,45,0
A03.052,03,ALAN,46,0
A03.052,03,ALAN,47,0
A03.052,03,ALAN,48,0
A03.052,03,ALAN,49,0
A03.052,03,ALAN,50,0
A03.052,03,ALAN,51,0
A03.052,03,ALAN,52,0
A03.052,03,ALAN,53,0
A03.052,03,ALAN,54,0
A03.052,03,ALAN,55,0
A03.052,03,ALAN,56,0
A03.052,03,ALAN,57,0
A03.052,03,ALAN,58,0
A03.052,03,ALAN,59,0
A03.052,03,ALAN,60,0
C03.053,03,Control,1,42.3566
C03.053,03,Control,2,0
C03.053,03,Control,3,0
C03.053,03,Control,4,1.68249
C03.053,03,Control,5,78.0435
C03.053,03,Control,6,0.203619
C03.053,03,Control,7,180.269
C03.053,03,Control,8,132.722
C03.053,03,Control,9,269.65
C03.053,03,Control,10,221.19
C03.053,03,Control,11,231.099
C03.053,03,Control,12,211.259
C03.053,03,Control,13,193.852
C03.053,03,Control,14,183.009
C03.053,03,Control,15,180.972
C03.053,03,Control,16,177.748
C03.053,03,Control,17,175.689
C03.053,03,Control,18,110.032
C03.053,03,Control,19,140.941
C03.053,03,Control,20,149.928
C03.053,03,Control,21,157.373
C03.053,03,Control,22,135.859
C03.053,03,Control,23,136.284
C03.053,03,Control,24,144.942
C03.053,03,Control,25,165.599
C03.053,03,Control,26,145.7
C03.053,03,Control,27,130.249
C03.053,03,Control,28,136.174
C03.053,03,Control,29,165.311
C03.053,03,Control,30,93.6001
C03.053,03,Control,31,154.825
C03.053,03,Control,32,99.5302
C03.053,03,Control,33,128.794
C03.053,03,Control,34,168.364
C03.053,03,Control,35,158.18
C03.053,03,Control,36,172.666
C03.053,03,Control,37,109.613
C03.053,03,Control,38,113.31
C03.053,03,Control,39,122.788
C03.053,03,Control,40,120.542
C03.053,03,Control,41,140.022
C03.053,03,Control,42,146.168
C03.053,03,Control,43,120.062
C03.053,03,Control,44,134.181
C03.053,03,Control,45,102.908
C03.053,03,Control,46,133.314
C03.053,03,Control,47,116.061
C03.053,03,Control,48,123.057
C03.053,03,Control,49,112.011
C03.053,03,Control,50,105.885
C03.053,03,Control,51,119.562
C03.053,03,Control,52,120.145
C03.053,03,Control,53,159.331
C03.053,03,Control,54,127.82
C03.053,03,Control,55,136.144
C03.053,03,Control,56,29.0585
C03.053,03,Control,57,2.44905
C03.053,03,Control,58,1.63931
C03.053,03,Control,59,3.82374
C03.053,03,Control,60,56.1439
C03.054,03,Control,1,48.7346
C03.054,03,Control,2,0
C03.054,03,Control,3,0
C03.054,03,Control,4,0
C03.054,03,Control,5,0
C03.054,03,Control,6,0
C03.054,03,Control,7,0
C03.054,03,Control,8,0
C03.054,03,Control,9,0
C03.054,03,Control,10,0
C03.054,03,Control,11,0
C03.054,03,Control,12,0
C03.054,03,Control,13,0
C03.054,03,Control,14,0
C03.054,03,Control,15,0
C03.054,03,Control,16,0
C03.054,03,Control,17,0
C03.054,03,Control,18,0
C03.054,03,Control,19,0
C03.054,03,Control,20,0
C03.054,03,Control,21,0
C03.054,03,Control,22,0
C03.054,03,Control,23,0
C03.054,03,Control,24,0
C03.054,03,Control,25,0
C03.054,03,Control,26,0
C03.054,03,Control,27,0
C03.054,03,Control,28,0
C03.054,03,Control,29,0
C03.054,03,Control,30,0
C03.054,03,Control,31,0
C03.054,03,Control,32,0
C03.054,03,Control,33,0
C03.054,03,Control,34,0
C03.054,03,Control,35,0
C03.054,03,Control,36,0
C03.054,03,Control,37,0
C03.054,03,Control,38,0
C03.054,03,Control,39,0
C03.054,03,Control,40,0.849841
C03.054,03,Control,41,0
C03.054,03,Control,42,0
C03.054,03,Control,43,0
C03.054,03,Control,44,0
C03.054,03,Control,45,0
C03.054,03,Control,46,0
C03.054,03,Control,47,0
C03.054,03,Control,48,7.17615
C03.054,03,Control,49,0
C03.054,03,Control,50,0
C03.054,03,Control,51,0
C03.054,03,Control,52,1.17864
C03.054,03,Control,53,0
C03.054,03,Control,54,0.232771
C03.054,03,Control,55,0
C03.054,03,Control,56,0
C03.054,03,Control,57,1.37098
C03.054,03,Control,58,0
C03.054,03,Control,59,0
C03.054,03,Control,60,0
C03.055,03,Control,1,16.9072
C03.055,03,Control,2,0
C03.055,03,Control,3,1.45273
C03.055,03,Control,4,0
C03.055,03,Control,5,0
C03.055,03,Control,6,0
C03.055,03,Control,7,0
C03.055,03,Control,8,0
C03.055,03,Control,9,3.23274
C03.055,03,Control,10,0
C03.055,03,Control,11,0
C03.055,03,Control,12,0
C03.055,03,Control,13,0
C03.055,03,Control,14,0
C03.055,03,Control,15,0.426056
C03.055,03,Control,16,0
C03.055,03,Control,17,0
C03.055,03,Control,18,83.9692
C03.055,03,Control,19,150.789
C03.055,03,Control,20,153.188
C03.055,03,Control,21,122.999
C03.055,03,Control,22,155.421
C03.055,03,Control,23,142.587
C03.055,03,Control,24,167.01
C03.055,03,Control,25,135.407
C03.055,03,Control,26,140.16
C03.055,03,Control,27,118.264
C03.055,03,Control,28,114.195
C03.055,03,Control,29,91.6197
C03.055,03,Control,30,77.6427
C03.055,03,Control,31,77.6015
C03.055,03,Control,32,64.4909
C03.055,03,Control,33,52.4788
C03.055,03,Control,34,53.746
C03.055,03,Control,35,48.0071
C03.055,03,Control,36,46.8059
C03.055,03,Control,37,4.3185
C03.055,03,Control,38,0
C03.055,03,Control,39,2.14099
C03.055,03,Control,40,0
C03.055,03,Control,41,0
C03.055,03,Control,42,56.2973
C03.055,03,Control,43,115.027
C03.055,03,Control,44,96.7505
C03.055,03,Control,45,95.4806
C03.055,03,Control,46,103.697
C03.055,03,Control,47,95.8962
C03.055,03,Control,48,83.2994
C03.055,03,Control,49,50.8464
C03.055,03,Control,50,54.8179
C03.055,03,Control,51,52.5692
C03.055,03,Control,52,50.3887
C03.055,03,Control,53,46.8439
C03.055,03,Control,54,52.5025
C03.055,03,Control,55,38.025
C03.055,03,Control,56,36.4298
C03.055,03,Control,57,38.8679
C03.055,03,Control,58,43.8828
C03.055,03,Control,59,34.4491
C03.055,03,Control,60,55.6532
C03.056,03,Control,1,18.8887
C03.056,03,Control,2,0
C03.056,03,Control,3,0
C03.056,03,Control,4,0
C03.056,03,Control,5,0
C03.056,03,Control,6,0
C03.056,03,Control,7,0
C03.056,03,Control,8,0
C03.056,03,Control,9,0
C03.056,03,Control,10,0
C03.056,03,Control,11,0
C03.056,03,Control,12,0
C03.056,03,Control,13,0
C03.056,03,Control,14,0
C03.056,03,Control,15,0
C03.056,03,Control,16,0
C03.056,03,Control,17,0
C03.056,03,Control,18,0
C03.056,03,Control,19,0
C03.056,03,Control,20,0
C03.056,03,Control,21,0
C03.056,03,Control,22,1.33648
C03.056,03,Control,23,0
C03.056,03,Control,24,6.37008
C03.056,03,Control,25,0
C03.056,03,Control,26,0
C03.056,03,Control,27,0
C03.056,03,Control,28,0.410066
C03.056,03,Control,29,2.36145
C03.056,03,Control,30,0
C03.056,03,Control,31,0
C03.056,03,Control,32,0.261127
C03.056,03,Control,33,0
C03.056,03,Control,34,0
C03.056,03,Control,35,0.203992
C03.056,03,Control,36,0
C03.056,03,Control,37,0.429765
C03.056,03,Control,38,0
C03.056,03,Control,39,0.42563
C03.056,03,Control,40,0
C03.056,03,Control,41,0
C03.056,03,Control,42,0
C03.056,03,Control,43,10.7694
C03.056,03,Control,44,0
C03.056,03,Control,45,0
C03.056,03,Control,46,0
C03.056,03,Control,47,1.24198
C03.056,03,Control,48,0
C03.056,03,Control,49,0
C03.056,03,Control,50,0
C03.056,03,Control,51,0
C03.056,03,Control,52,0
C03.056,03,Control,53,0
C03.056,03,Control,54,0
C03.056,03,Control,55,0
C03.056,03,Control,56,0
C03.056,03,Control,57,0
C03.056,03,Control,58,0
C03.056,03,Control,59,0
C03.056,03,Control,60,0
C04.057,04,Control,1,46.3512
C04.057,04,Control,2,0
C04.057,04,Control,3,0
C04.057,04,Control,4,0
C04.057,04,Control,5,0
C04.057,04,Control,6,0
C04.057,04,Control,7,0
C04.057,04,Control,8,0
C04.057,04,Control,9,0
C04.057,04,Control,10,0
C04.057,04,Control,11,0.200766
C04.057,04,Control,12,87.2321
C04.057,04,Control,13,0
C04.057,04,Control,14,0
C04.057,04,Control,15,0
C04.057,04,Control,16,0
C04.057,04,Control,17,0
C04.057,04,Control,18,0
C04.057,04,Control,19,0
C04.057,04,Control,20,0
C04.057,04,Control,21,0
C04.057,04,Control,22,0
C04.057,04,Control,23,0
C04.057,04,Control,24,0
C04.057,04,Control,25,0
C04.057,04,Control,26,0
C04.057,04,Control,27,0
C04.057,04,Control,28,0
C04.057,04,Control,29,0
C04.057,04,Control,30,0
C04.057,04,Control,31,0
C04.057,04,Control,32,0
C04.057,04,Control,33,0
C04.057,04,Control,34,0
C04.057,04,Control,35,0
C04.057,04,Control,36,0
C04.057,04,Control,37,0
C04.057,04,Control,38,0
C04.057,04,Control,39,0
C04.057,04,Control,40,0
C04.057,04,Control,41,0
C04.057,04,Control,42,0
C04.057,04,Control,43,0
C04.057,04,Control,44,0
C04.057,04,Control,45,0
C04.057,04,Control,46,0
C04.057,04,Control,47,0.200175
C04.057,04,Control,48,0
C04.057,04,Control,49,0.208173
C04.057,04,Control,50,0
C04.057,04,Control,51,0
C04.057,04,Control,52,0
C04.057,04,Control,53,0
C04.057,04,Control,54,0
C04.057,04,Control,55,0
C04.057,04,Control,56,0
C04.057,04,Control,57,0
C04.057,04,Control,58,0
C04.057,04,Control,59,0
C04.057,04,Control,60,0
C04.058,04,Control,1,35.3564
C04.058,04,Control,2,52.2882
C04.058,04,Control,3,53.4189
C04.058,04,Control,4,62.3025
C04.058,04,Control,5,84.5435
C04.058,04,Control,6,113.305
C04.058,04,Control,7,134.677
C04.058,04,Control,8,114.202
C04.058,04,Control,9,107.063
C04.058,04,Control,10,75.7116
C04.058,04,Control,11,104.681
C04.058,04,Control,12,131.088
C04.058,04,Control,13,99.4769
C04.058,04,Control,14,120.524
C04.058,04,Control,15,97.93
C04.058,04,Control,16,113.341
C04.058,04,Control,17,87.1714
C04.058,04,Control,18,3.22097
C04.058,04,Control,19,0.870195
C04.058,04,Control,20,0
C04.058,04,Control,21,0
C04.058,04,Control,22,0
C04.058,04,Control,23,1.28278
C04.058,04,Control,24,7.06428
C04.058,04,Control,25,0
C04.058,04,Control,26,0
C04.058,04,Control,27,0
C04.058,04,Control,28,0
C04.058,04,Control,29,0
C04.058,04,Control,30,3.56746
C04.058,04,Control,31,32.0406
C04.058,04,Control,32,62.9186
C04.058,04,Control,33,52.6191
C04.058,04,Control,34,46.1201
C04.058,04,Control,35,88.1466
C04.058,04,Control,36,28.4355
C04.058,04,Control,37,6.59567
C04.058,04,Control,38,9.39207
C04.058,04,Control,39,3.09646
C04.058,04,Control,40,43.7642
C04.058,04,Control,41,75.4467
C04.058,04,Control,42,36.9626
C04.058,04,Control,43,3.42584
C04.058,04,Control,44,51.1077
C04.058,04,Control,45,97.3798
C04.058,04,Control,46,86.0392
C04.058,04,Control,47,19.9594
C04.058,04,Control,48,13.7694
C04.058,04,Control,49,18.4277
C04.058,04,Control,50,87.0199
C04.058,04,Control,51,123.178
C04.058,04,Control,52,124.739
C04.058,04,Control,53,92.791
C04.058,04,Control,54,105.962
C04.058,04,Control,55,99.4633
C04.058,04,Control,56,94.7805
C04.058,04,Control,57,100.795
C04.058,04,Control,58,113.979
C04.058,04,Control,59,96.8483
C04.058,04,Control,60,45.6235
C04.059,04,Control,1,52.5509
C04.059,04,Control,2,0.424883
C04.059,04,Control,3,2.35745
C04.059,04,Control,4,0.8527
C04.059,04,Control,5,0
C04.059,04,Control,6,0
C04.059,04,Control,7,0
C04.059,04,Control,8,0
C04.059,04,Control,9,0.423279
C04.059,04,Control,10,0
C04.059,04,Control,11,0
C04.059,04,Control,12,0
C04.059,04,Control,13,0
C04.059,04,Control,14,0
C04.059,04,Control,15,0
C04.059,04,Control,16,0
C04.059,04,Control,17,0
C04.059,04,Control,18,0.42675
C04.059,04,Control,19,1.32488
C04.059,04,Control,20,1.3234
C04.059,04,Control,21,0.484989
C04.059,04,Control,22,1.3226
C04.059,04,Control,23,4.31732
C04.059,04,Control,24,0.652544
C04.059,04,Control,25,0
C04.059,04,Control,26,0
C04.059,04,Control,27,0
C04.059,04,Control,28,0
C04.059,04,Control,29,0
C04.059,04,Control,30,0
C04.059,04,Control,31,0
C04.059,04,Control,32,0
C04.059,04,Control,33,6.84462
C04.059,04,Control,34,0.213257
C04.059,04,Control,35,0.204998
C04.059,04,Control,36,0
C04.059,04,Control,37,0
C04.059,04,Control,38,0
C04.059,04,Control,39,0
C04.059,04,Control,40,0
C04.059,04,Control,41,0
C04.059,04,Control,42,0
C04.059,04,Control,43,0
C04.059,04,Control,44,0
C04.059,04,Control,45,0
C04.059,04,Control,46,0
C04.059,04,Control,47,0
C04.059,04,Control,48,0
C04.059,04,Control,49,0
C04.059,04,Control,50,0
C04.059,04,Control,51,0
C04.059,04,Control,52,0
C04.059,04,Control,53,0
C04.059,04,Control,54,0
C04.059,04,Control,55,0
C04.059,04,Control,56,0
C04.059,04,Control,57,0
C04.059,04,Control,58,0
C04.059,04,Control,59,0.200029
C04.059,04,Control,60,0
C04.060,04,Control,1,48.951
C04.060,04,Control,2,0
C04.060,04,Control,3,0
C04.060,04,Control,4,0.208415
C04.060,04,Control,5,0
C04.060,04,Control,6,0
C04.060,04,Control,7,0
C04.060,04,Control,8,0
C04.060,04,Control,9,0
C04.060,04,Control,10,0
C04.060,04,Control,11,0
C04.060,04,Control,12,0
C04.060,04,Control,13,0
C04.060,04,Control,14,0
C04.060,04,Control,15,0
C04.060,04,Control,16,0
C04.060,04,Control,17,0
C04.060,04,Control,18,0
C04.060,04,Control,19,0
C04.060,04,Control,20,0
C04.060,04,Control,21,0
C04.060,04,Control,22,0
C04.060,04,Control,23,1.17316
C04.060,04,Control,24,19.6508
C04.060,04,Control,25,0
C04.060,04,Control,26,0.412315
C04.060,04,Control,27,1.80207
C04.060,04,Control,28,0
C04.060,04,Control,29,0
C04.060,04,Control,30,0
C04.060,04,Control,31,0
C04.060,04,Control,32,0
C04.060,04,Control,33,0
C04.060,04,Control,34,11.1389
C04.060,04,Control,35,0
C04.060,04,Control,36,0.451716
C04.060,04,Control,37,0
C04.060,04,Control,38,0.202649
C04.060,04,Control,39,57.8854
C04.060,04,Control,40,165.696
C04.060,04,Control,41,152.082
C04.060,04,Control,42,183.646
C04.060,04,Control,43,195.48
C04.060,04,Control,44,212.705
C04.060,04,Control,45,161.185
C04.060,04,Control,46,159.504
C04.060,04,Control,47,128.9
C04.060,04,Control,48,99.5094
C04.060,04,Control,49,5.92232
C04.060,04,Control,50,8.381
C04.060,04,Control,51,2.51761
C04.060,04,Control,52,2.73212
C04.060,04,Control,53,0.880795
C04.060,04,Control,54,3.577
C04.060,04,Control,55,3.87495
C04.060,04,Control,56,2.29455
C04.060,04,Control,57,6.18972
C04.060,04,Control,58,11.4491
C04.060,04,Control,59,96.5673
C04.060,04,Control,60,157.23
A04.061,04,ALAN,1,101.336
A04.061,04,ALAN,2,0.415046
A04.061,04,ALAN,3,0.915136
A04.061,04,ALAN,4,0.461574
A04.061,04,ALAN,5,1.95324
A04.061,04,ALAN,6,6.28001
A04.061,04,ALAN,7,0.427459
A04.061,04,ALAN,8,1.00817
A04.061,04,ALAN,9,5.764
A04.061,04,ALAN,10,0
A04.061,04,ALAN,11,0.200601
A04.061,04,ALAN,12,0
A04.061,04,ALAN,13,0
A04.061,04,ALAN,14,0
A04.061,04,ALAN,15,0
A04.061,04,ALAN,16,1.79081
A04.061,04,ALAN,17,0
A04.061,04,ALAN,18,0
A04.061,04,ALAN,19,0
A04.061,04,ALAN,20,0
A04.061,04,ALAN,21,0
A04.061,04,ALAN,22,0
A04.061,04,ALAN,23,7.12135
A04.061,04,ALAN,24,0
A04.061,04,ALAN,25,0
A04.061,04,ALAN,26,0
A04.061,04,ALAN,27,0
A04.061,04,ALAN,28,0
A04.061,04,ALAN,29,13.8581
A04.061,04,ALAN,30,0
A04.061,04,ALAN,31,0
A04.061,04,ALAN,32,0
A04.061,04,ALAN,33,0
A04.061,04,ALAN,34,0
A04.061,04,ALAN,35,0
A04.061,04,ALAN,36,0
A04.061,04,ALAN,37,0
A04.061,04,ALAN,38,0
A04.061,04,ALAN,39,0.656965
A04.061,04,ALAN,40,1.0756
A04.061,04,ALAN,41,0
A04.061,04,ALAN,42,0
A04.061,04,ALAN,43,3.15317
A04.061,04,ALAN,44,1.46643
A04.061,04,ALAN,45,0
A04.061,04,ALAN,46,0
A04.061,04,ALAN,47,0.984929
A04.061,04,ALAN,48,0
A04.061,04,ALAN,49,0.534254
A04.061,04,ALAN,50,0
A04.061,04,ALAN,51,7.37516
A04.061,04,ALAN,52,0
A04.061,04,ALAN,53,0
A04.061,04,ALAN,54,0
A04.061,04,ALAN,55,0
A04.061,04,ALAN,56,0
A04.061,04,ALAN,57,0
A04.061,04,ALAN,58,0
A04.061,04,ALAN,59,0
A04.061,04,ALAN,60,0.420502
A04.062,04,ALAN,1,150.133
A04.062,04,ALAN,2,158.862
A04.062,04,ALAN,3,169.903
A04.062,04,ALAN,4,154.223
A04.062,04,ALAN,5,143.72
A04.062,04,ALAN,6,164.804
A04.062,04,ALAN,7,134.61
A04.062,04,ALAN,8,150.764
A04.062,04,ALAN,9,168.614
A04.062,04,ALAN,10,150.455
A04.062,04,ALAN,11,204.147
A04.062,04,ALAN,12,147.243
A04.062,04,ALAN,13,126.818
A04.062,04,ALAN,14,196.423
A04.062,04,ALAN,15,190.153
A04.062,04,ALAN,16,130.132
A04.062,04,ALAN,17,162.855
A04.062,04,ALAN,18,170.988
A04.062,04,ALAN,19,164.234
A04.062,04,ALAN,20,173.86
A04.062,04,ALAN,21,180.213
A04.062,04,ALAN,22,135.629
A04.062,04,ALAN,23,221.703
A04.062,04,ALAN,24,161.444
A04.062,04,ALAN,25,225.874
A04.062,04,ALAN,26,182.466
A04.062,04,ALAN,27,168.914
A04.062,04,ALAN,28,163.23
A04.062,04,ALAN,29,161.029
A04.062,04,ALAN,30,198.417
A04.062,04,ALAN,31,113.89
A04.062,04,ALAN,32,148.889
A04.062,04,ALAN,33,169.661
A04.062,04,ALAN,34,153.695
A04.062,04,ALAN,35,128.674
A04.062,04,ALAN,36,63.0164
A04.062,04,ALAN,37,160.644
A04.062,04,ALAN,38,103.262
A04.062,04,ALAN,39,167.727
A04.062,04,ALAN,40,47.3411
A04.062,04,ALAN,41,145.096
A04.062,04,ALAN,42,56.1055
A04.062,04,ALAN,43,116.152
A04.062,04,ALAN,44,125.855
A04.062,04,ALAN,45,134.996
A04.062,04,ALAN,46,85.4133
A04.062,04,ALAN,47,156.691
A04.062,04,ALAN,48,125.384
A04.062,04,ALAN,49,133.165
A04.062,04,ALAN,50,126.599
A04.062,04,ALAN,51,91.308
A04.062,04,ALAN,52,4.34494
A04.062,04,ALAN,53,2.8466
A04.062,04,ALAN,54,1.10488
A04.062,04,ALAN,55,0
A04.062,04,ALAN,56,0
A04.062,04,ALAN,57,0
A04.062,04,ALAN,58,0
