Subject_ID,Replicate,Treatment,Stimulation,Index
A03.051,03,ALAN,13,-1
A03.051,03,ALAN,14,-1
A03.051,03,ALAN,15,-1
A03.051,03,ALAN,16,-1
A03.051,03,ALAN,17,-1
A03.051,03,ALAN,18,-1
A03.051,03,ALAN,19,-1
A03.051,03,ALAN,20,-1
A03.051,03,ALAN,21,-1
A03.051,03,ALAN,22,-1
A03.051,03,ALAN,23,-1
A03.051,03,ALAN,24,-1
A03.051,03,ALAN,25,-1
A03.052,03,ALAN,1,-0.656911131
A03.052,03,ALAN,2,-1
A03.052,03,ALAN,3,-0.08930191
A03.052,03,ALAN,4,1.766859224
A03.052,03,ALAN,5,-0.840344231
A03.052,03,ALAN,6,-1
A03.052,03,ALAN,7,-1
A03.052,03,ALAN,8,-0.71052437
A03.052,03,ALAN,9,-0.692533523
A03.052,03,ALAN,10,1.863409938
A03.052,03,ALAN,11,-0.455747415
A03.052,03,ALAN,12,-0.245238394
A03.052,03,ALAN,13,1.042606779
A03.052,03,ALAN,14,0.554006726
A03.052,03,ALAN,15,1.239377956
A03.052,03,ALAN,16,1.135306347
A03.052,03,ALAN,17,0.976760573
A03.052,03,ALAN,18,0.130255208
A03.052,03,ALAN,19,0.467928056
A03.052,03,ALAN,20,0.395446998
A03.052,03,ALAN,21,0.738129125
A03.052,03,ALAN,22,0.180724741
A03.052,03,ALAN,23,0.276682434
A03.052,03,ALAN,24,0.994327933
A03.052,03,ALAN,25,0.311300878
C03.053,03,Control,1,-0.914862915
C03.053,03,Control,2,-1
C03.053,03,Control,3,-0.951017596
C03.053,03,Control,4,-1
C03.053,03,Control,5,-1
C03.053,03,Control,6,-0.975608012
C03.053,03,Control,7,-1
C03.053,03,Control,8,-0.976828898
C03.053,03,Control,9,-1
C03.053,03,Control,10,-1
C03.053,03,Control,11,-1
C03.053,03,Control,12,-1
C03.053,03,Control,13,-1
C03.053,03,Control,14,-1
C03.053,03,Control,15,-1
C03.053,03,Control,16,-1
C03.053,03,Control,17,-1
C03.053,03,Control,18,-1
C03.053,03,Control,19,-1
C03.053,03,Control,20,-1
C03.053,03,Control,21,-1
C03.053,03,Control,22,-1
C03.053,03,Control,23,-1
C03.053,03,Control,24,-1
C03.053,03,Control,25,-1
C03.054,03,Control,1,-0.919934838
C03.054,03,Control,2,-1
C03.054,03,Control,3,-1
C03.054,03,Control,4,-1
C03.054,03,Control,5,-1
C03.054,03,Control,6,-1
C03.054,03,Control,7,-1
C03.054,03,Control,8,-1
C03.054,03,Control,9,-1
C03.054,03,Control,10,-1
C03.054,03,Control,11,-1
C03.054,03,Control,12,-1
C03.054,03,Control,13,-1
C03.054,03,Control,14,-1
C03.054,03,Control,15,-1
C03.054,03,Control,16,-1
C03.054,03,Control,17,-1
C03.054,03,Control,18,-1
C03.054,03,Control,19,-1
C03.054,03,Control,20,-1
C03.054,03,Control,21,-1
C03.054,03,Control,22,-1
C03.054,03,Control,23,-1
C03.054,03,Control,24,-1
C03.054,03,Control,25,-1
C03.055,03,Control,1,-0.965448359
C03.055,03,Control,2,-1
C03.055,03,Control,3,-0.567846818
C03.055,03,Control,4,-0.968986532
C03.055,03,Control,5,-1
C03.055,03,Control,6,-0.941078444
C03.055,03,Control,7,-1
C03.055,03,Control,8,-0.904127346
C03.055,03,Control,9,-0.838153536
C03.055,03,Control,10,-0.96473773
C03.055,03,Control,11,-1
C03.055,03,Control,12,-0.911379317
C03.055,03,Control,13,-1
C03.055,03,Control,14,-1
C03.055,03,Control,15,-1
C03.055,03,Control,16,-1
C03.055,03,Control,17,-1
C03.055,03,Control,18,-0.970982848
C03.055,03,Control,19,-1
C03.055,03,Control,20,-1
C03.055,03,Control,21,-1
C03.055,03,Control,22,-1
C03.055,03,Control,23,-1
C03.055,03,Control,24,-1
C03.055,03,Control,25,-1
C03.056,03,Control,1,-0.461782144
C03.056,03,Control,2,-0.663786404
C03.056,03,Control,3,-0.937325814
C03.056,03,Control,4,-1
C03.056,03,Control,5,-0.968453311
C03.056,03,Control,6,-1
C03.056,03,Control,7,-1
C03.056,03,Control,8,-0.922446527
C03.056,03,Control,9,-0.941534609
C03.056,03,Control,10,-1
C03.056,03,Control,11,-1
C03.056,03,Control,12,-1
C03.056,03,Control,13,-1
C03.056,03,Control,14,-1
C03.056,03,Control,15,-1
C03.056,03,Control,16,-1
C03.056,03,Control,17,-1
C03.056,03,Control,18,-1
C03.056,03,Control,19,-1
C03.056,03,Control,20,-1
C03.056,03,Control,21,-1
C03.056,03,Control,22,-1
C03.056,03,Control,23,-1
C03.056,03,Control,24,-1
C03.056,03,Control,25,-1
C04.058,04,Control,1,-1
C04.058,04,Control,2,-1
C04.058,04,Control,3,-1
C04.058,04,Control,4,-0.889852702
C04.058,04,Control,5,-1
C04.058,04,Control,6,-1
C04.058,04,Control,7,-1
C04.058,04,Control,8,-1
C04.058,04,Control,9,-1
C04.058,04,Control,10,-1
C04.058,04,Control,11,-1
C04.058,04,Control,12,-1
C04.058,04,Control,13,-1
C04.058,04,Control,14,-1
C04.058,04,Control,15,-1
C04.058,04,Control,16,-1
C04.058,04,Control,17,-1
C04.058,04,Control,18,-1
C04.058,04,Control,19,-1
C04.058,04,Control,20,-1
C04.058,04,Control,21,-1
C04.058,04,Control,22,-1
C04.058,04,Control,23,-1
C04.058,04,Control,24,-1
C04.058,04,Control,25,-1
C04.060,04,Control,1,0.03955349
C04.060,04,Control,2,-0.008386997
C04.060,04,Control,3,0.490603458
C04.060,04,Control,4,0.445108183
C04.060,04,Control,5,0.299074483
C04.060,04,Control,6,-0.4115821
C04.060,04,Control,7,-0.960129309
C04.060,04,Control,8,-0.566472722
C04.060,04,Control,9,-0.44610379
C04.060,04,Control,10,-0.656593111
C04.060,04,Control,11,-0.957082154
C04.060,04,Control,12,-0.169543972
C04.060,04,Control,13,-0.111290984
C04.060,04,Control,14,-0.95715105
C04.060,04,Control,15,-0.705055296
C04.060,04,Control,16,-1
C04.060,04,Control,17,-0.925091895
C04.060,04,Control,18,-0.830167103
C04.060,04,Control,19,-1
C04.060,04,Control,20,-0.856030991
C04.060,04,Control,21,-0.950567894
C04.060,04,Control,22,-1
C04.060,04,Control,23,-1
C04.060,04,Control,24,-1
C04.060,04,Control,25,-1
A04.061,04,ALAN,1,0.172961591
A04.061,04,ALAN,2,0.102054561
A04.061,04,ALAN,3,-0.411049283
A04.061,04,ALAN,4,-0.269034094
A04.061,04,ALAN,5,-0.229506198
A04.061,04,ALAN,6,-1
A04.061,04,ALAN,7,-0.932014518
A04.061,04,ALAN,8,-1
A04.061,04,ALAN,9,-1
A04.061,04,ALAN,10,-1
A04.061,04,ALAN,11,-1
A04.061,04,ALAN,12,-1
A04.061,04,ALAN,13,-1
A04.061,04,ALAN,14,-1
A04.061,04,ALAN,15,-1
A04.061,04,ALAN,16,-1
A04.061,04,ALAN,17,-1
A04.061,04,ALAN,18,-1
A04.061,04,ALAN,19,-1
A04.061,04,ALAN,20,-1
A04.061,04,ALAN,21,-1
A04.061,04,ALAN,22,-1
A04.061,04,ALAN,23,-1
A04.061,04,ALAN,24,-1
A04.061,04,ALAN,25,-1
A04.062,04,ALAN,1,-1
A04.062,04,ALAN,2,-1
A04.062,04,ALAN,3,-0.829089233
A04.062,04,ALAN,4,-0.89560424
A04.062,04,ALAN,5,-0.942135409
A04.062,04,ALAN,6,-0.869728989
A04.062,04,ALAN,7,-0.866237106
A04.062,04,ALAN,8,-0.799035831
A04.062,04,ALAN,9,-0.839271275
A04.062,04,ALAN,10,-0.94850916
A04.062,04,ALAN,11,-1
A04.062,04,ALAN,12,-1
A04.062,04,ALAN,13,-1
A04.062,04,ALAN,14,-0.885229921
A04.062,04,ALAN,15,-0.937049075
A04.062,04,ALAN,16,-0.885682366
A04.062,04,ALAN,17,-0.880492674
A04.062,04,ALAN,18,-0.660182295
A04.062,04,ALAN,19,-0.829048447
A04.062,04,ALAN,20,-0.87170698
A04.062,04,ALAN,21,-0.651771781
A04.062,04,ALAN,22,-0.817175182
A04.062,04,ALAN,23,-0.744672497
A04.062,04,ALAN,24,-0.412842247
A04.062,04,ALAN,25,-0.88254413
A04.063,04,ALAN,1,-0.208683948
A04.063,04,ALAN,2,-1
A04.063,04,ALAN,3,-0.965071412
A04.063,04,ALAN,4,-0.966097301
A04.063,04,ALAN,5,-1
A04.063,04,ALAN,6,-1
A04.063,04,ALAN,7,-1
A04.063,04,ALAN,8,-1
A04.063,04,ALAN,9,-1
A04.063,04,ALAN,10,-1
A04.063,04,ALAN,11,-1
A04.063,04,ALAN,12,-1
A04.063,04,ALAN,13,-0.963203243
A04.063,04,ALAN,14,-0.963816455
A04.063,04,ALAN,15,-1
A04.063,04,ALAN,16,-1
A04.063,04,ALAN,17,-0.930665764
A04.063,04,ALAN,18,-0.966415998
A04.063,04,ALAN,19,-0.963978947
A04.063,04,ALAN,20,-0.967611794
A04.063,04,ALAN,21,-1
A04.063,04,ALAN,22,-1
A04.063,04,ALAN,23,-1
A04.063,04,ALAN,24,-1
A04.063,04,ALAN,25,-1
A04.064,04,ALAN,1,0.527082339
A04.064,04,ALAN,2,-0.064407022
A04.064,04,ALAN,3,-0.895241628
A04.064,04,ALAN,4,-0.882698931
A04.064,04,ALAN,5,-0.528785421
A04.064,04,ALAN,6,-0.612043221
A04.064,04,ALAN,7,-0.804606908
A04.064,04,ALAN,8,-0.134662723
A04.064,04,ALAN,9,-1
A04.064,04,ALAN,10,-1
A04.064,04,ALAN,11,-1
A04.064,04,ALAN,12,-0.509297777
A04.064,04,ALAN,13,-0.249833031
A04.064,04,ALAN,14,-0.647955825
A04.064,04,ALAN,15,-0.392355214
A04.064,04,ALAN,16,-0.948579811
A04.064,04,ALAN,17,-0.318540693
A04.064,04,ALAN,18,-1
A04.064,04,ALAN,19,-1
A04.064,04,ALAN,20,-1
A04.064,04,ALAN,21,-1
A04.064,04,ALAN,22,-1
A04.064,04,ALAN,23,-1
A04.064,04,ALAN,24,-1
A04.064,04,ALAN,25,-1
A05.065,05,ALAN,1,-0.478766721
A05.065,05,ALAN,2,-1
A05.065,05,ALAN,3,-1
A05.065,05,ALAN,4,-1
A05.065,05,ALAN,5,-0.871887709
A05.065,05,ALAN,6,-0.626291452
A05.065,05,ALAN,7,-1
A05.065,05,ALAN,8,-0.947582562
A05.065,05,ALAN,9,-0.950491088
A05.065,05,ALAN,10,-0.950210197
A05.065,05,ALAN,11,-1
A05.065,05,ALAN,12,-1
A05.065,05,ALAN,13,-1
A05.065,05,ALAN,14,-1
A05.065,05,ALAN,15,-1
A05.065,05,ALAN,16,-1
A05.065,05,ALAN,17,-0.946838789
A05.065,05,ALAN,18,-0.949423936
A05.065,05,ALAN,19,-1
A05.065,05,ALAN,20,-1
A05.065,05,ALAN,21,-1
A05.065,05,ALAN,22,-1
A05.065,05,ALAN,23,-1
A05.065,05,ALAN,24,-1
A05.065,05,ALAN,25,-1
A05.067,05,ALAN,1,-1
A05.067,05,ALAN,2,-1
A05.067,05,ALAN,3,-1
A05.067,05,ALAN,4,-1
A05.067,05,ALAN,5,-0.927106451
A05.067,05,ALAN,6,-0.919729944
A05.067,05,ALAN,7,-0.926887125
A05.067,05,ALAN,8,-1
A05.067,05,ALAN,9,-1
A05.067,05,ALAN,10,-1
A05.067,05,ALAN,11,-0.927223521
A05.067,05,ALAN,12,-1
A05.067,05,ALAN,13,-1
A05.067,05,ALAN,14,-1
A05.067,05,ALAN,15,-1
A05.067,05,ALAN,16,-1
A05.067,05,ALAN,17,-1
A05.067,05,ALAN,18,-1
A05.067,05,ALAN,19,-1
A05.067,05,ALAN,20,-1
A05.067,05,ALAN,21,-1
A05.067,05,ALAN,22,-1
A05.067,05,ALAN,23,-1
A05.067,05,ALAN,24,-1
A05.067,05,ALAN,25,-1
A05.068,05,ALAN,1,-0.552605433
A05.068,05,ALAN,2,-0.462148617
A05.068,05,ALAN,3,-0.614519672
A05.068,05,ALAN,4,-0.741383275
A05.068,05,ALAN,5,-0.899618951
A05.068,05,ALAN,6,-1
A05.068,05,ALAN,7,-0.938410796
A05.068,05,ALAN,8,-0.935716476
A05.068,05,ALAN,9,-0.931850853
A05.068,05,ALAN,10,-0.933029821
A05.068,05,ALAN,11,-1
A05.068,05,ALAN,12,-1
A05.068,05,ALAN,13,-1
A05.068,05,ALAN,14,-1
A05.068,05,ALAN,15,-1
A05.068,05,ALAN,16,-1
A05.068,05,ALAN,17,-1
A05.068,05,ALAN,18,-1
A05.068,05,ALAN,19,-1
A05.068,05,ALAN,20,-1
A05.068,05,ALAN,21,-1
A05.068,05,ALAN,22,-1
A05.068,05,ALAN,23,-1
A05.068,05,ALAN,24,-1
A05.068,05,ALAN,25,-1
C05.069,05,Control,1,-0.176604831
C05.069,05,Control,2,-0.354244249
C05.069,05,Control,3,-0.723305092
C05.069,05,Control,4,-0.55703317
C05.069,05,Control,5,-0.970228962
C05.069,05,Control,6,-1
C05.069,05,Control,7,-1
C05.069,05,Control,8,-0.733548788
C05.069,05,Control,9,-0.803933729
C05.069,05,Control,10,-0.63817838
C05.069,05,Control,11,-0.679209283
C05.069,05,Control,12,-1
C05.069,05,Control,13,-0.93975026
C05.069,05,Control,14,-0.817140168
C05.069,05,Control,15,-0.717235713
C05.069,05,Control,16,-1
C05.069,05,Control,17,-1
C05.069,05,Control,18,-0.970706396
C05.069,05,Control,19,-0.768642692
C05.069,05,Control,20,-0.966582586
C05.069,05,Control,21,-1
C05.069,05,Control,22,-0.906231114
C05.069,05,Control,23,-0.911041291
C05.069,05,Control,24,-0.937910021
C05.069,05,Control,25,-0.923791304
C05.070,05,Control,1,-0.692385078
C05.070,05,Control,2,-0.874224031
C05.070,05,Control,3,-0.719922822
C05.070,05,Control,4,-0.44606441
C05.070,05,Control,5,-0.178502341
C05.070,05,Control,6,-0.784917554
C05.070,05,Control,7,-1
C05.070,05,Control,8,-1
C05.070,05,Control,9,-0.90659014
C05.070,05,Control,10,-0.949929554
C05.070,05,Control,11,-0.008906473
C05.070,05,Control,12,-1
C05.070,05,Control,13,-1
C05.070,05,Control,14,-1
C05.070,05,Control,15,-1
C05.070,05,Control,16,-1
C05.070,05,Control,17,-1
C05.070,05,Control,18,-1
C05.070,05,Control,19,-1
C05.070,05,Control,20,-1
C05.070,05,Control,21,-1
C05.070,05,Control,22,-1
C05.070,05,Control,23,-1
C05.070,05,Control,24,-1
C05.070,05,Control,25,-1
C05.071,05,Control,1,-0.891067469
C05.071,05,Control,2,-0.434504959
C05.071,05,Control,3,-0.745953503
C05.071,05,Control,4,-0.758328727
C05.071,05,Control,5,-0.895925866
C05.071,05,Control,6,-1
C05.071,05,Control,7,-1
C05.071,05,Control,8,-1
C05.071,05,Control,9,-1
C05.071,05,Control,10,-0.995405538
C05.071,05,Control,11,-1
C05.071,05,Control,12,-1
C05.071,05,Control,13,-1
C05.071,05,Control,14,-1
C05.071,05,Control,15,-1
C05.071,05,Control,16,-1
C05.071,05,Control,17,-1
C05.071,05,Control,18,-1
C05.071,05,Control,19,-1
C05.071,05,Control,20,-1
C05.071,05,Control,21,-1
C05.071,05,Control,22,-1
C05.071,05,Control,23,-1
C05.071,05,Control,24,-1
C05.071,05,Control,25,-1
C05.072,05,Control,1,-1
C05.072,05,Control,2,-1
C05.072,05,Control,3,-1
C05.072,05,Control,4,-1
C05.072,05,Control,5,-1
C05.072,05,Control,6,-1
C05.072,05,Control,7,-1
C05.072,05,Control,8,-0.695443657
C05.072,05,Control,9,2.044797472
C05.072,05,Control,10,2.770802885
C05.072,05,Control,11,2.037384967
C05.072,05,Control,12,3.769724366
C05.072,05,Control,13,5.30879506
C05.072,05,Control,14,0.06047739
C05.072,05,Control,15,0.439582528
C05.072,05,Control,16,3.383088124
C05.072,05,Control,17,-0.49889739
C05.072,05,Control,18,-0.105723318
C05.072,05,Control,19,-0.690909675
C05.072,05,Control,20,-1
C05.072,05,Control,21,-1
C05.072,05,Control,22,-1
C05.072,05,Control,23,-0.408999769
C05.072,05,Control,24,-1
C05.072,05,Control,25,-0.247855624
C06.073,06,Control,1,-1
C06.073,06,Control,2,1.061163785
C06.073,06,Control,3,-1
C06.073,06,Control,4,0.009075254
C06.073,06,Control,5,0.06640346
C06.073,06,Control,6,0.046046516
C06.073,06,Control,7,-1
C06.073,06,Control,8,-1
C06.073,06,Control,9,-1
C06.073,06,Control,10,-1
C06.073,06,Control,11,-1
C06.073,06,Control,12,-1
C06.073,06,Control,13,-1
C06.073,06,Control,14,-1
C06.073,06,Control,15,-1
C06.073,06,Control,16,-1
C06.073,06,Control,17,-1
C06.073,06,Control,18,-1
C06.073,06,Control,19,1.082313285
C06.073,06,Control,20,-1
C06.073,06,Control,21,-1
C06.073,06,Control,22,-1
C06.073,06,Control,23,-1
C06.073,06,Control,24,-1
C06.073,06,Control,25,-1
C06.074,06,Control,1,-0.969146254
C06.074,06,Control,2,-1
C06.074,06,Control,3,-1
C06.074,06,Control,4,-1
C06.074,06,Control,5,-1
C06.074,06,Control,6,-1
C06.074,06,Control,7,-1
C06.074,06,Control,8,-0.93775536
C06.074,06,Control,9,-1
C06.074,06,Control,10,-0.971264564
C06.074,06,Control,11,-1
C06.074,06,Control,12,-1
C06.074,06,Control,13,-1
C06.074,06,Control,14,-1
C06.074,06,Control,15,-1
C06.074,06,Control,16,-1
C06.074,06,Control,17,-1
C06.074,06,Control,18,-0.970996621
C06.074,06,Control,19,-1
C06.074,06,Control,20,-1
C06.074,06,Control,21,-0.971797227
C06.074,06,Control,22,-1
C06.074,06,Control,23,-0.969717054
C06.074,06,Control,24,-0.938310736
C06.074,06,Control,25,-1
C06.075,06,Control,1,-0.897501584
C06.075,06,Control,2,-0.893944004
C06.075,06,Control,3,-0.902213349
C06.075,06,Control,4,-1
C06.075,06,Control,5,-1
C06.075,06,Control,6,-1
C06.075,06,Control,7,-1
C06.075,06,Control,8,-1
C06.075,06,Control,9,-1
C06.075,06,Control,10,-0.79197157
C06.075,06,Control,11,-1
C06.075,06,Control,12,-1
C06.075,06,Control,13,-1
C06.075,06,Control,14,-1
C06.075,06,Control,15,-0.800846563
C06.075,06,Control,16,-1
C06.075,06,Control,17,-1
C06.075,06,Control,18,-1
C06.075,06,Control,19,-1
C06.075,06,Control,20,-1
C06.075,06,Control,21,-1
C06.075,06,Control,22,-1
C06.075,06,Control,23,-1
C06.075,06,Control,24,-1
C06.075,06,Control,25,-1
C06.076,06,Control,1,-0.960271383
C06.076,06,Control,2,-1
C06.076,06,Control,3,-0.918755659
C06.076,06,Control,4,-1
C06.076,06,Control,5,-0.472379397
C06.076,06,Control,6,-0.833013153
C06.076,06,Control,7,-0.910632463
C06.076,06,Control,8,-0.831492514
C06.076,06,Control,9,-0.637740828
C06.076,06,Control,10,-0.572227129
C06.076,06,Control,11,-0.920941359
C06.076,06,Control,12,-0.880181427
C06.076,06,Control,13,-0.790530976
C06.076,06,Control,14,-0.960978021
C06.076,06,Control,15,-1
C06.076,06,Control,16,-1
C06.076,06,Control,17,-1
C06.076,06,Control,18,-1
C06.076,06,Control,19,-1
C06.076,06,Control,20,-1
C06.076,06,Control,21,-1
C06.076,06,Control,22,-1
C06.076,06,Control,23,-1
C06.076,06,Control,24,-1
C06.076,06,Control,25,-1
A06.077,06,ALAN,1,-0.911090353
A06.077,06,ALAN,2,-1
A06.077,06,ALAN,3,-1
A06.077,06,ALAN,4,-1
A06.077,06,ALAN,5,-1
A06.077,06,ALAN,6,-1
A06.077,06,ALAN,7,-1
A06.077,06,ALAN,8,-1
A06.077,06,ALAN,9,-1
A06.077,06,ALAN,10,-1
A06.077,06,ALAN,11,-1
A06.077,06,ALAN,12,-1
A06.077,06,ALAN,13,-1
A06.077,06,ALAN,14,-1
A06.077,06,ALAN,15,-1
A06.077,06,ALAN,16,-1
A06.077,06,ALAN,17,-1
A06.077,06,ALAN,18,-1
A06.077,06,ALAN,19,-1
A06.077,06,ALAN,20,-1
A06.077,06,ALAN,21,-1
A06.077,06,ALAN,22,-1
A06.077,06,ALAN,23,-1
A06.077,06,ALAN,24,-1
A06.077,06,ALAN,25,-1
A06.078,06,ALAN,1,0.644881914
A06.078,06,ALAN,2,0.292803919
A06.078,06,ALAN,3,-0.567593244
A06.078,06,ALAN,4,-0.279814205
A06.078,06,ALAN,5,-0.260903503
A06.078,06,ALAN,6,-0.651832528
A06.078,06,ALAN,7,-0.823417432
A06.078,06,ALAN,8,-0.612221475
A06.078,06,ALAN,9,-1
A06.078,06,ALAN,10,-0.941591991
A06.078,06,ALAN,11,-1
A06.078,06,ALAN,12,-0.832591113
A06.078,06,ALAN,13,-0.939443643
A06.078,06,ALAN,14,-0.710354284
A06.078,06,ALAN,15,-1
A06.078,06,ALAN,16,-1
A06.078,06,ALAN,17,-1
A06.078,06,ALAN,18,-1
A06.078,06,ALAN,19,-1
A06.078,06,ALAN,20,-1
A06.078,06,ALAN,21,-0.890575204
A06.078,06,ALAN,22,-1
A06.078,06,ALAN,23,-1
A06.078,06,ALAN,24,-1
A06.078,06,ALAN,25,-1
A06.079,06,ALAN,1,0.07118441
A06.079,06,ALAN,2,-0.549748275
A06.079,06,ALAN,3,0.81258534
A06.079,06,ALAN,4,0.974014695
A06.079,06,ALAN,5,-0.899021429
A06.079,06,ALAN,6,-1
A06.079,06,ALAN,7,-1
A06.079,06,ALAN,8,0.84202142
A06.079,06,ALAN,9,-0.90632193
A06.079,06,ALAN,10,0.171479792
A06.079,06,ALAN,11,-0.571129142
A06.079,06,ALAN,12,-1
A06.079,06,ALAN,13,-1
A06.079,06,ALAN,14,-1
A06.079,06,ALAN,15,-1
A06.079,06,ALAN,16,-0.905827768
A06.079,06,ALAN,17,-1
A06.079,06,ALAN,18,-1
A06.079,06,ALAN,19,-1
A06.079,06,ALAN,20,-1
A06.079,06,ALAN,21,-1
A06.079,06,ALAN,22,-1
A06.079,06,ALAN,23,-1
A06.079,06,ALAN,24,-1
A06.079,06,ALAN,25,-0.674512572
A06.080,06,ALAN,1,-0.258953322
A06.080,06,ALAN,2,-0.291507198
A06.080,06,ALAN,3,-0.853065591
A06.080,06,ALAN,4,-0.950437718
A06.080,06,ALAN,5,-0.898633417
A06.080,06,ALAN,6,-1
A06.080,06,ALAN,7,-0.812283153
A06.080,06,ALAN,8,-1
A06.080,06,ALAN,9,-1
A06.080,06,ALAN,10,-0.892806716
A06.080,06,ALAN,11,-1
A06.080,06,ALAN,12,-1
A06.080,06,ALAN,13,-1
A06.080,06,ALAN,14,-1
A06.080,06,ALAN,15,-1
A06.080,06,ALAN,16,-1
A06.080,06,ALAN,17,-1
A06.080,06,ALAN,18,-0.894955513
A06.080,06,ALAN,19,-1
A06.080,06,ALAN,20,-1
A06.080,06,ALAN,21,-0.901589913
A06.080,06,ALAN,22,-1
A06.080,06,ALAN,23,-1
A06.080,06,ALAN,24,-1
A06.080,06,ALAN,25,-0.9041306
A01.081,01,ALAN,1,-0.622122076
A01.081,01,ALAN,2,-0.451936856
A01.081,01,ALAN,3,-0.811582034
A01.081,01,ALAN,4,-0.828427904
A01.081,01,ALAN,5,-0.640294022
A01.081,01,ALAN,6,-0.893484202
A01.081,01,ALAN,7,-0.884024517
A01.081,01,ALAN,8,-0.785934799
A01.081,01,ALAN,9,-0.719967545
A01.081,01,ALAN,10,-0.518364305
A01.081,01,ALAN,11,-1
A01.081,01,ALAN,12,-0.97809953
A01.081,01,ALAN,13,-0.892049106
A01.081,01,ALAN,14,-0.64470938
A01.081,01,ALAN,15,-0.842406727
A01.081,01,ALAN,16,-0.953631401
A01.081,01,ALAN,17,-0.901766143
A01.081,01,ALAN,18,-0.95302843
A01.081,01,ALAN,19,-0.838914904
A01.081,01,ALAN,20,-0.88957726
A01.081,01,ALAN,21,-0.918657299
A01.081,01,ALAN,22,-0.863002297
A01.081,01,ALAN,23,-0.900180514
A01.081,01,ALAN,24,-0.856300639
A01.081,01,ALAN,25,-0.912754745
A01.082,01,ALAN,1,1.072977657
A01.082,01,ALAN,2,-0.287394097
A01.082,01,ALAN,3,-0.840720337
A01.082,01,ALAN,4,-0.901430658
A01.082,01,ALAN,5,-1
A01.082,01,ALAN,6,-1
A01.082,01,ALAN,7,-0.904535919
A01.082,01,ALAN,8,-0.86980893
A01.082,01,ALAN,9,-1
A01.082,01,ALAN,10,-1
A01.082,01,ALAN,11,-1
A01.082,01,ALAN,12,-0.899665587
A01.082,01,ALAN,13,-1
A01.082,01,ALAN,14,-1
A01.082,01,ALAN,15,-1
A01.082,01,ALAN,16,-1
A01.082,01,ALAN,17,-1
A01.082,01,ALAN,18,-1
A01.082,01,ALAN,19,-1
A01.082,01,ALAN,20,-1
A01.082,01,ALAN,21,-1
A01.082,01,ALAN,22,-1
A01.082,01,ALAN,23,-1
A01.082,01,ALAN,24,-1
A01.082,01,ALAN,25,-1
A01.083,01,ALAN,1,0.167484803
A01.083,01,ALAN,2,-1
A01.083,01,ALAN,3,-0.535894142
A01.083,01,ALAN,4,-1
A01.083,01,ALAN,5,-0.864980161
A01.083,01,ALAN,6,-1
A01.083,01,ALAN,7,-0.497413969
A01.083,01,ALAN,8,-1
A01.083,01,ALAN,9,-1
A01.083,01,ALAN,10,-0.616850853
A01.083,01,ALAN,11,-0.77603136
A01.083,01,ALAN,12,-0.555120559
A01.083,01,ALAN,13,-0.869269018
A01.083,01,ALAN,14,-0.862375054
A01.083,01,ALAN,15,-0.397349111
A01.083,01,ALAN,16,-0.866646107
A01.083,01,ALAN,17,-1
A01.083,01,ALAN,18,-0.687350256
A01.083,01,ALAN,19,-1
A01.083,01,ALAN,20,-1
A01.083,01,ALAN,21,0.53626294
A01.083,01,ALAN,22,-1
A01.083,01,ALAN,23,-1
A01.083,01,ALAN,24,-1
A01.083,01,ALAN,25,-1
A01.084,01,ALAN,1,-1
A01.084,01,ALAN,2,-1
A01.084,01,ALAN,3,-1
A01.084,01,ALAN,4,-1
A01.084,01,ALAN,5,-1
A01.084,01,ALAN,6,-1
A01.084,01,ALAN,7,-1
A01.084,01,ALAN,8,-1
A01.084,01,ALAN,9,-1
A01.084,01,ALAN,10,-1
A01.084,01,ALAN,11,-1
A01.084,01,ALAN,12,-1
A01.084,01,ALAN,13,-1
A01.084,01,ALAN,14,-1
A01.084,01,ALAN,15,-1
A01.084,01,ALAN,16,-1
A01.084,01,ALAN,17,-1
A01.084,01,ALAN,18,-1
A01.084,01,ALAN,19,-1
A01.084,01,ALAN,20,-1
A01.084,01,ALAN,21,-1
A01.084,01,ALAN,22,-1
A01.084,01,ALAN,23,-1
A01.084,01,ALAN,24,-1
A01.084,01,ALAN,25,-1
C01.085,01,Control,1,-1
C01.085,01,Control,2,-1
C01.085,01,Control,3,-1
C01.085,01,Control,4,-1
C01.085,01,Control,5,-1
C01.085,01,Control,6,-1
C01.085,01,Control,7,-1
C01.085,01,Control,8,-1
C01.085,01,Control,9,-1
C01.085,01,Control,10,-1
C01.085,01,Control,11,-1
C01.085,01,Control,12,-1
C01.085,01,Control,13,-1
C01.085,01,Control,14,-1
C01.085,01,Control,15,-1
C01.085,01,Control,16,-1
C01.085,01,Control,17,-1
C01.085,01,Control,18,-1
C01.085,01,Control,19,-1
C01.085,01,Control,20,-1
C01.085,01,Control,21,-1
C01.085,01,Control,22,-1
C01.085,01,Control,23,-1
C01.085,01,Control,24,-1
C01.085,01,Control,25,-1
C01.086,01,Control,1,-0.633021594
C01.086,01,Control,2,-0.673191695
C01.086,01,Control,3,-0.974938035
C01.086,01,Control,4,-0.924113281
C01.086,01,Control,5,-0.970083311
C01.086,01,Control,6,-0.967426885
C01.086,01,Control,7,-0.586215757
C01.086,01,Control,8,-1
C01.086,01,Control,9,-1
C01.086,01,Control,10,-0.952203067
C01.086,01,Control,11,-1
C01.086,01,Control,12,-1
